School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
Chatham - Chatham High,550505,196,1,0.5,0.0,0.0,0.0,1.8,2008-09
Chelmsford - Chelmsford High,560505,"1,641",18,1.1,1.2,1.3,0.8,1.2,2008-09
Chelsea - Chelsea High,570505,"1,415",132,9.3,8.1,12.8,10.0,6.2,2008-09
Chicopee - Chicopee Academy,610021,73,24,32.9,23.8,33.3,66.7,12.5,2008-09
Chicopee - Chicopee Comprehensive HS,610510,"1,371",61,4.4,1.0,3.8,5.5,8.5,2008-09
Chicopee - Chicopee High,610505,"1,258",67,5.3,0.6,4.8,8.3,8.1,2008-09
City On A Hill Charter Public (District) - City On A Hill Charter Public School,4370505,274,7,2.6,4.0,1.6,1.5,2.2,2008-09
Clinton - Clinton Senior High,640505,526,13,2.5,0.8,5.8,1.6,1.5,2008-09
Codman Academy Charter Public (District) - Codman Academy Charter Public School,4380505,116,8,6.9,0.0,16.0,8.3,7.4,2008-09
Cohasset - Cohasset Middle/High School,650505,381,3,0.8,0.0,0.0,0.0,3.0,2008-09
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,4360305,162,1,0.6,0.0,2.3,0.0,0.0,2008-09
Concord-Carlisle - Concord Carlisle High,6400505,"1,268",2,0.2,0.0,0.0,0.3,0.3,2008-09
Danvers - Danvers High,710505,984,14,1.4,0.8,1.2,1.1,2.6,2008-09
Dartmouth - Dartmouth High,720505,"1,209",14,1.2,0.3,0.0,1.0,3.1,2008-09
Dedham - Dedham High,730505,773,9,1.2,2.6,1.0,0.6,0.0,2008-09
Dennis-Yarmouth - Dennis-Yarmouth Reg High,6450505,964,36,3.7,0.9,0.9,8.5,3.9,2008-09
Dighton-Rehoboth - Dighton-Rehoboth Rhs,6500505,"1,050",34,3.2,0.8,1.2,5.0,6.0,2008-09
Douglas - Douglas High School,770505,452,7,1.5,0.8,0.0,3.1,2.6,2008-09
Dover-Sherborn - Dover-Sherborn Reg High,6550505,595,1,0.2,0.0,0.0,0.0,0.7,2008-09
Dracut - Dracut Senior High,790505,"1,193",29,2.4,1.2,5.4,1.7,1.2,2008-09
Dudley-Charlton Reg - Shepherd Hill Reg High,6580505,"1,258",25,2.0,1.7,3.7,0.9,1.7,2008-09
Duxbury - Duxbury High,820505,"1,001",1,0.1,0.0,0.4,0.0,0.0,2008-09
East Bridgewater - East Bridgewater High,830505,610,13,2.1,0.8,0.0,1.3,6.1,2008-09
East Longmeadow - East Longmeadow High,870505,933,6,0.6,0.4,0.0,0.4,1.7,2008-09
Easthampton - Easthampton High,860505,498,10,2.0,3.5,0.9,1.9,1.5,2008-09
Easton - Oliver Ames High,880505,"1,172",9,0.8,0.3,0.3,1.4,1.1,2008-09
Essex Agricultural Technical - Essex Agr and Tech Inst,9130705,442,8,1.8,0.0,2.5,2.0,3.4,2008-09
Everett - Everett High,930505,"1,729",65,3.8,2.8,5.3,3.7,3.4,2008-09
Fairhaven - Fairhaven High,940505,626,18,2.9,1.7,6.0,3.2,0.7,2008-09
Fall River - B M C Durfee High,950505,"2,330",81,3.5,2.8,3.0,5.5,2.9,2008-09
Fall River - Resiliency Preparatory School,950325,158,66,41.8,60.4,39.5,27.5,31.3,2008-09
Falmouth - Falmouth High,960505,"1,003",26,2.6,1.8,3.0,1.1,4.5,2008-09
Fitchburg - Fitchburg Alt. ED Program,970510,120,41,34.2,,28.6,50.0,17.7,2008-09
Fitchburg - Fitchburg High,970505,"1,278",43,3.4,1.9,5.2,2.3,4.6,2008-09
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,125,1,0.8,0.0,0.0,0.0,3.4,2008-09
Foxborough - Foxborough High,990505,885,3,0.3,0.0,0.0,0.5,0.8,2008-09
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,135,0,0.0,0.0,0.0,0.0,0.0,2008-09
Framingham - Framingham H S,1000515,"2,162",57,2.6,1.1,1.8,4.7,3.1,2008-09
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,243,0,0.0,0.0,0.0,0.0,0.0,2008-09
Franklin - Franklin High,1010505,"1,611",5,0.3,0.0,0.2,0.2,0.8,2008-09
Franklin County Regional Vocational Technical - Franklin County Tech,8180605,517,7,1.4,0.0,0.0,1.6,4.2,2008-09
Freetown-Lakeville - Apponequet Regional High,6650505,851,14,1.6,0.5,1.8,1.9,2.3,2008-09
Frontier - Frontier Reg,6700505,451,8,1.8,0.0,1.0,2.6,3.5,2008-09
Gardner - Gardner High,1030505,887,45,5.1,3.2,7.0,5.4,4.9,2008-09
Gateway - Gateway Reg High,6720505,340,8,2.4,1.1,5.5,1.1,2.4,2008-09
Georgetown - Georgetown Middle/High,1050505,440,0,0.0,0.0,0.0,0.0,0.0,2008-09
Gill-Montague - Turners Fall High,6740505,318,11,3.5,6.1,2.9,0.0,4.7,2008-09
Global Learning Charter Public  (District) - Global Learning Charter Public School,4960305,82,3,3.7,0.0,11.8,0.0,5.3,2008-09
Gloucester - Gloucester High,1070505,"1,107",29,2.6,3.1,3.0,1.9,2.3,2008-09
Grafton - Grafton Memorial Senior,1100505,679,10,1.5,1.2,1.6,2.0,1.1,2008-09
Granby - Granby Jr Sr High Sch,1110505,356,7,2.0,0.0,1.0,5.0,2.4,2008-09
Greater Fall River Regional Vocational Technical - Diman Reg Voc Tech High,8210605,"1,354",13,1.0,0.0,0.9,2.1,0.9,2008-09
Greater Lawrence Regional Vocational Technical - Gr Lawrence Reg Voc Tech,8230605,"1,170",33,2.8,1.3,2.8,3.3,4.2,2008-09
Greater Lowell Regional Vocational Technical - Gr Lowell Reg Voc Tech,8280605,"1,906",13,0.7,0.4,0.8,0.4,1.1,2008-09
Greater New Bedford Regional Vocational Technical - Gr New Bedford Voc Tech,8250605,"2,064",14,0.7,0.2,0.4,1.0,1.3,2008-09
Greenfield - Greenfield High,1140505,393,16,4.1,1.0,5.3,8.0,2.0,2008-09
Greenfield - Poet Seat,1140045,7,1,14.3,,,,,2008-09
Groton-Dunstable - Groton Dunstable Regional,6730505,830,4,0.5,0.0,0.9,0.0,1.0,2008-09
Hadley - Hopkins Academy,1170505,192,2,1.0,1.8,0.0,0.0,2.1,2008-09
Hamilton-Wenham - Hamilton-Wenham Reg High,6750505,726,3,0.4,0.0,0.0,1.1,0.5,2008-09
Hampden-Wilbraham - Minnechaug Reg High,6800505,"1,262",9,0.7,0.6,1.0,0.7,0.6,2008-09
Hampshire - Hampshire Reg High,6830505,532,10,1.9,0.0,2.2,2.7,2.9,2008-09
Hanover - Hanover High,1220505,649,1,0.2,0.0,0.6,0.0,0.0,2008-09
Harvard - Bromfield,1250505,420,1,0.2,0.0,0.9,0.0,0.0,2008-09
Harwich - Harwich High,1260505,374,12,3.2,8.0,1.1,1.0,3.1,2008-09
Hatfield - Smith Academy,1270505,119,3,2.5,6.1,0.0,2.6,0.0,2008-09
Haverhill - Haverhill Alternative School,1280033,33,4,12.1,20.0,0.0,25.0,0.0,2008-09
Haverhill - Haverhill High,1280505,"1,864",96,5.2,6.1,5.6,4.5,4.1,2008-09
Haverhill - TEACH,1280073,17,0,0.0,,,,,2008-09
Health Careers Academy Charter (District) - Health Careers Academy Charter School,4520505,214,1,0.5,0.0,0.0,2.0,0.0,2008-09
Hingham - Hingham High,1310505,"1,038",5,0.5,0.3,0.8,0.4,0.4,2008-09
Holbrook - Holbrook Jr Sr High,1330505,246,10,4.1,4.8,4.7,0.0,5.5,2008-09
Holliston - Holliston High,1360505,901,4,0.4,0.0,0.5,0.5,0.8,2008-09
Holyoke - Center for Excellence,1370525,17,8,47.1,54.5,,,,2008-09
Holyoke - Holyoke High,1370505,"1,252",93,7.4,5.0,9.8,7.5,9.1,2008-09
Holyoke - Wm J Dean Voc Tech High,1370605,663,82,12.4,13.8,9.8,11.1,14.4,2008-09
Hopedale - Hopedale Jr Sr High,1380505,322,3,0.9,0.0,1.3,1.1,1.3,2008-09
Hopkinton - Hopkinton High,1390505,"1,002",1,0.1,0.0,0.0,0.4,0.0,2008-09
Hudson - Hudson High,1410505,918,14,1.5,1.2,2.2,1.8,0.9,2008-09
Hull - Hull High,1420505,372,11,3.0,1.8,3.2,3.4,3.7,2008-09
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,96,2,2.1,2.2,2.0,,,2008-09
Ipswich - Ipswich High,1440505,667,7,1.0,0.6,0.6,1.9,1.2,2008-09
King Philip - King Philip Reg High,6900505,"1,275",18,1.4,0.9,2.1,1.2,1.5,2008-09
Lawrence - Business Management & Finance High School,1490530,469,48,10.2,10.6,10.7,14.1,4.0,2008-09
Lawrence - Health & Human Services High School,1490531,478,39,8.2,8.2,10.0,9.9,3.6,2008-09
Lawrence - High School Learning Center,1490536,254,107,42.1,33.7,87.8,42.9,15.8,2008-09
Lawrence - Humanities & Leadership Development High School,1490532,522,23,4.4,5.5,6.2,1.6,3.5,2008-09
Lawrence - International High School,1490534,488,25,5.1,6.5,4.1,3.8,6.3,2008-09
"Lawrence - Math, Science & Technology High School",1490533,493,27,5.5,5.2,6.1,5.2,5.3,2008-09
Lawrence - Performing & Fine Arts High School,1490535,533,34,6.4,7.4,6.9,12.0,1.4,2008-09
Lawrence - School for Exceptional Studies,1490537,88,27,30.7,20.0,25.9,31.6,,2008-09
Lee - Lee Middle/High School,1500505,343,11,3.2,1.1,0.0,5.3,6.8,2008-09
Leicester - Leicester High,1510505,545,13,2.4,1.9,2.2,1.5,4.1,2008-09
Lenox - Lenox Memorial High,1520505,270,1,0.4,0.0,1.6,0.0,0.0,2008-09
Leominster - Leominster Ctr Tech Educ,1530605,649,6,0.9,1.1,1.5,0.8,0.0,2008-09
Leominster - Leominster Senior High,1530505,"1,151",22,1.9,1.2,1.8,1.5,3.0,2008-09
Lexington - Lexington High,1550505,"1,988",3,0.2,0.0,0.2,0.4,0.0,2008-09
Lincoln-Sudbury - Lincoln-Sudbury Reg High,6950505,"1,637",5,0.3,0.2,0.0,0.3,0.7,2008-09
Littleton - Littleton High School,1580505,431,7,1.6,0.0,1.0,2.1,3.8,2008-09
Longmeadow - Longmeadow High,1590505,"1,018",5,0.5,0.0,0.0,0.0,2.0,2008-09
Lowell - Lowell High,1600505,"3,396",147,4.3,5.9,4.0,3.4,3.6,2008-09
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,4580505,111,34,30.6,,23.3,41.7,12.8,2008-09
Ludlow - Ludlow Senior High,1610505,"1,014",8,0.8,0.4,1.3,1.7,0.0,2008-09
Lunenburg - Lunenburg High,1620505,566,12,2.1,0.7,3.2,0.8,3.3,2008-09
Lynn - Classical High,1630505,"1,225",41,3.3,1.6,4.8,4.4,2.8,2008-09
Lynn - Fecteau-Leary Junior/Senior High School,1630525,88,35,39.8,57.9,35.9,26.1,,2008-09
Lynn - Lynn English High,1630510,"1,705",62,3.6,2.4,7.4,3.1,1.6,2008-09
Lynn - Lynn Voc Tech Institute,1630605,"1,066",80,7.5,5.8,8.0,8.6,8.0,2008-09
Lynnfield - Lynnfield High,1640505,649,2,0.3,0.0,1.1,0.0,0.0,2008-09
MATCH Charter Public High (District) - MATCH Charter Public High School,4690505,219,0,0.0,0.0,0.0,0.0,0.0,2008-09
Ma Academy for Math and Science - Ma Academy for Math and Science School,4680505,89,0,0.0,,,0.0,0.0,2008-09
Malden - Malden High,1650505,"1,720",72,4.2,6.0,3.2,4.0,3.3,2008-09
Manchester Essex Regional - Manchester Essex Regional High School,6980510,415,0,0.0,0.0,0.0,0.0,0.0,2008-09
Mansfield - Mansfield High,1670505,"1,469",19,1.3,0.3,0.5,2.7,1.8,2008-09
Marblehead - Marblehead High,1680505,976,8,0.8,0.0,0.4,2.0,0.9,2008-09
Marlborough - Marlborough High,1700505,"1,130",31,2.7,1.8,5.0,2.6,1.6,2008-09
Marshfield - Marshfield High,1710505,"1,363",11,0.8,0.5,0.6,0.8,1.4,2008-09
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,4660550,38,1,2.6,0.0,0.0,0.0,10.0,2008-09
Marthas Vineyard - Marthas Vineyard Reg High,7000505,707,6,0.8,0.6,0.6,1.8,0.5,2008-09
Masconomet - Masconomet Regional HS,7050505,"1,416",3,0.2,0.0,0.0,0.5,0.3,2008-09
Mashpee - Mashpee High,1720505,544,7,1.3,0.0,2.1,1.4,1.5,2008-09
Maynard - Maynard High,1740505,326,12,3.7,3.1,0.0,2.2,9.1,2008-09
Medfield - Medfield Senior High,1750505,900,1,0.1,0.0,0.0,0.5,0.0,2008-09
Medford - Curtis-Tufts,1760510,30,5,16.7,,7.1,,0.0,2008-09
Medford - Medford High,1760505,"1,237",16,1.3,1.6,1.9,0.6,1.0,2008-09
Medford - Medford Voc Tech High,1760605,255,6,2.4,1.6,3.0,2.0,2.7,2008-09
Medway - Medway High,1770505,829,3,0.4,0.0,0.0,0.5,0.9,2008-09
Melrose - Melrose High,1780505,926,4,0.4,0.0,0.0,0.0,1.7,2008-09
Mendon-Upton - Nipmuc Regional High,7100510,761,5,0.7,0.5,0.5,1.1,0.6,2008-09
Methuen - Methuen High,1810505,"1,927",62,3.2,1.9,3.8,4.9,2.5,2008-09
Middleborough - Middleborough High,1820505,875,17,1.9,0.8,2.2,3.8,1.4,2008-09
Milford - Milford High,1850505,"1,148",24,2.1,0.7,2.6,3.2,1.7,2008-09
Millbury - Millbury Jr/Sr High,1860505,606,12,2.0,0.0,1.7,3.3,2.8,2008-09
Millis - Millis High School,1870505,343,3,0.9,0.0,0.0,1.2,2.5,2008-09
Milton - Milton High,1890505,"1,067",5,0.5,0.4,0.4,0.7,0.4,2008-09
Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,625,14,2.2,0.6,0.6,3.3,4.8,2008-09
Mohawk Trail - Mohawk Trail Reg High,7170505,373,17,4.6,1.8,5.3,7.8,4.2,2008-09
Monson - Monson High School,1910505,395,13,3.3,2.2,2.6,3.5,4.9,2008-09
Montachusett Regional Vocational Technical - Montachusett Reg Voc Tech,8320605,"1,341",12,0.9,0.0,0.6,1.2,2.0,2008-09
Mount Greylock - Mt Greylock Reg High,7150505,407,5,1.2,0.0,1.2,3.5,0.0,2008-09
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,268,0,0.0,0.0,0.0,0.0,0.0,2008-09
Nantucket - Nantucket High,1970505,401,7,1.7,3.6,0.0,3.2,0.0,2008-09
Narragansett - Narragansett Reg High,7200505,454,10,2.2,0.0,0.0,2.5,7.8,2008-09
Nashoba - Nashoba Regional,7250505,942,10,1.1,0.0,0.9,2.4,0.9,2008-09
Nashoba Valley Regional Vocational Technical - Nashoba Valley Tech H S,8520605,642,0,0.0,0.0,0.0,0.0,0.0,2008-09
Natick - Natick High,1980505,"1,257",4,0.3,0.3,0.0,0.3,0.7,2008-09
Nauset - Nauset Regional High,6600505,"1,003",13,1.3,0.4,1.1,2.1,1.6,2008-09
Needham - Needham High,1990505,"1,396",4,0.3,0.0,0.3,0.5,0.3,2008-09
New Bedford - New Bedford High,2010505,"2,963",219,7.4,5.7,7.7,8.8,8.0,2008-09
New Bedford - West Side Jr-Sr Hs,2010510,62,23,37.1,43.8,28.6,25.0,,2008-09
New Leadership Charter (District) - New Leadership Charter School,4710405,209,24,11.5,8.6,8.7,2.6,27.3,2008-09
Newburyport - Newburyport High,2040505,727,12,1.7,0.0,2.6,2.3,1.7,2008-09
Newton - Newton North High,2070505,"1,795",24,1.3,0.0,0.9,1.3,3.0,2008-09
Newton - Newton South High,2070510,"1,758",5,0.3,0.0,0.2,0.2,0.6,2008-09
Norfolk County Agricultural - Norfolk County Agr,9150705,454,1,0.2,0.0,0.9,0.0,0.0,2008-09
North Adams - Drury High,2090505,495,27,5.5,4.2,3.6,8.0,5.8,2008-09
North Andover - North Andover High,2110505,"1,321",7,0.5,0.0,0.9,0.0,1.2,2008-09
North Attleborough - North Attleboro High,2120505,"1,194",19,1.6,1.1,1.3,1.7,2.3,2008-09
North Brookfield - North Brookfield High,2150505,197,2,1.0,0.0,3.9,0.0,0.0,2008-09
North Central Charter Essential (District) - North Central Charter Essential School,4740505,238,10,4.2,1.6,5.5,2.9,7.4,2008-09
North Middlesex - North Middlesex Reg,7350505,"1,155",14,1.2,0.7,1.1,2.0,1.1,2008-09
North Reading - North Reading High,2170505,733,7,1.0,0.0,0.5,1.0,2.2,2008-09
North Shore Regional Vocational Technical - North Shore Reg Voc,8540605,447,0,0.0,0.0,0.0,0.0,0.0,2008-09
Northampton - Northampton High,2100505,896,11,1.2,1.3,1.7,1.4,0.5,2008-09
Northampton-Smith Vocational Agricultural - Smith Voc and Agr High,4060705,460,11,2.4,0.0,2.7,2.6,4.2,2008-09
Northboro-Southboro - Algonquin Reg High,7300505,"1,407",1,0.1,0.0,0.0,0.0,0.3,2008-09
Northbridge - Northbridge High,2140505,638,22,3.4,0.7,6.7,2.9,2.7,2008-09
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Reg Voc,8530605,"1,245",10,0.8,0.0,0.6,1.0,1.8,2008-09
Northern Berkshire Regional Vocational Technical - Charles McCann Voc Tech,8510605,500,5,1.0,0.0,0.7,0.8,2.6,2008-09
Norton - Norton High,2180505,724,13,1.8,1.9,1.1,2.8,1.3,2008-09
Norwell - Norwell High,2190505,642,0,0.0,0.0,0.0,0.0,0.0,2008-09
Norwood - Norwood High,2200505,"1,010",25,2.5,2.2,2.7,1.5,3.6,2008-09
Old Colony Regional Vocational Technical - Old Colony Reg Voc Tech,8550605,572,3,0.5,0.7,0.0,0.0,1.4,2008-09
Old Rochester - Old Rochester Reg High,7400505,704,9,1.3,0.5,0.5,1.8,2.5,2008-09
Oxford - Oxford High,2260505,551,19,3.4,1.4,3.8,6.8,1.5,2008-09
Palmer - Palmer High,2270505,497,18,3.6,2.1,4.3,3.8,4.7,2008-09
Pathfinder Regional Vocational Technical - Pathfinder Voc Tech,8600605,615,17,2.8,1.4,1.9,3.4,4.3,2008-09
Peabody - Peabody Veterans Memorial High,2290510,"1,885",71,3.8,2.7,2.3,6.0,4.0,2008-09
Pembroke - Pembroke High School,2310505,933,13,1.4,0.9,0.8,0.4,3.7,2008-09
Pentucket - Pentucket Reg Sr High,7450505,826,0,0.0,0.0,0.0,0.0,0.0,2008-09
Phoenix Charter Academy (District) - Phoenix Charter Academy,4930505,150,62,41.3,43.0,,17.9,15.8,2008-09
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,4940205,58,0,0.0,0.0,,,,2008-09
Pioneer Valley - Pioneer Valley Reg,7500505,309,7,2.3,1.2,3.9,2.5,1.5,2008-09
