School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
Boston - Boston Latin Academy,350545,"1,113",0.0,0.0,0.0,0.0,0.0,0.0,2013-14
Boston - Brighton High,350505,974,89.0,9.1,14.2,8.4,7.0,7.0,2013-14
Boston - Carter Developmental Center,350036,15,0.0,0.0,,,,0.0,2013-14
Boston - Charlestown High,350515,897,50.0,5.6,4.9,5.9,3.6,7.8,2013-14
Boston - Community Academy,350518,67,20.0,29.9,,26.7,25.0,34.6,2013-14
Boston - Community Academy of Science and Health,350581,381,19.0,5.0,3.6,3.6,5.5,7.8,2013-14
Boston - Dearborn,350074,31,1.0,3.2,3.2,,,,2013-14
Boston - Dorchester Academy,350651,387,36.0,9.3,9.3,14.0,7.8,5.1,2013-14
Boston - East Boston High,350530,"1,342",82.0,6.1,6.5,5.7,3.7,8.1,2013-14
Boston - Excel High School,350522,547,62.0,11.3,14.4,6.9,9.7,15.3,2013-14
Boston - Fenway High School,350540,327,1.0,0.3,1.2,0.0,0.0,0.0,2013-14
Boston - Greater Egleston Community High School,350543,174,21.0,12.1,0.0,12.5,12.8,13.3,2013-14
Boston - Harbor School,350426,70,5.0,7.1,3.0,10.8,,,2013-14
Boston - Horace Mann School for the Deaf,350750,30,5.0,16.7,14.3,,18.2,9.1,2013-14
Boston - Jeremiah E Burke High,350525,534,34.0,6.4,11.1,1.9,5.6,8.0,2013-14
Boston - Lyon Upper 9-12,350655,138,6.0,4.3,2.8,2.5,13.3,0.0,2013-14
Boston - Madison Park High,350537,"1,138",73.0,6.4,7.2,7.0,6.0,5.1,2013-14
Boston - Margarita Muniz Academy,350549,156,1.0,0.6,1.3,0.0,,,2013-14
Boston - New Mission High School,350542,293,4.0,1.4,2.2,1.3,1.6,0.0,2013-14
Boston - O'Bryant School Math/Science,350575,"1,072",3.0,0.3,0.3,0.0,0.4,0.5,2013-14
Boston - Quincy Upper School,350565,214,0.0,0.0,0.0,0.0,0.0,0.0,2013-14
Boston - Snowden International School at Copley,350690,397,23.0,5.8,5.3,6.1,5.1,6.8,2013-14
Boston - TechBoston Academy,350657,574,19.0,3.3,2.0,3.2,3.5,4.8,2013-14
Boston - The English High,350535,589,83.0,14.1,15.2,15.2,12.2,13.2,2013-14
Boston - Urban Science Academy,350579,493,20.0,4.1,3.8,6.0,2.3,4.1,2013-14
Boston - West Roxbury Academy,350658,609,49.0,8.0,7.8,9.3,9.7,4.7,2013-14
Boston - William McKinley,350363,197,35.0,17.8,15.2,22.2,20.4,13.5,2013-14
Boston Collegiate Charter (District) - Boston Collegiate Charter School,4490305,252,5.0,2.0,1.2,0.0,1.5,9.7,2013-14
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,4240505,368,73.0,19.8,38.8,17.2,19.7,16.0,2013-14
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,4110305,315,10.0,3.2,1.3,5.2,3.7,2.4,2013-14
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,4160305,194,3.0,1.5,0.0,5.5,0.0,0.0,2013-14
Bourne - Bourne High School,360505,476,10.0,2.1,1.0,1.4,4.3,1.7,2013-14
Braintree - Braintree High,400505,"1,552",9.0,0.6,0.3,0.5,1.2,0.3,2013-14
Bridgewater-Raynham - Bridgewater-Raynham Regional,6250505,"1,528",37.0,2.4,4.1,1.4,1.3,2.8,2013-14
Bristol County Agricultural - Bristol County Agricultural High,9100705,451,2.0,0.4,0.0,0.0,1.9,0.0,2013-14
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,8100605,"1,287",4.0,0.3,0.0,0.0,0.3,1.1,2013-14
Brockton - B B Russell Alternative School,440080,57,12.0,21.1,25.0,33.3,7.1,11.1,2013-14
Brockton - Brockton Champion High School,440515,194,40.0,20.6,15.8,15.6,24.6,23.9,2013-14
Brockton - Brockton High,440505,"4,112",46.0,1.1,1.6,1.3,0.8,0.6,2013-14
Brockton - Edison Academy,440520,238,79.0,33.2,13.3,40.0,31.7,34.3,2013-14
Brockton - Goddard Alternative School,440400,36,3.0,8.3,11.1,18.2,0.0,0.0,2013-14
Brookline - Brookline High,460505,"1,789",11.0,0.6,0.0,0.7,0.2,1.7,2013-14
Burlington - Burlington High,480505,"1,017",6.0,0.6,0.0,0.8,1.2,0.4,2013-14
Cambridge - Cambridge Rindge and Latin,490506,"1,738",23.0,1.3,0.2,1.1,2.0,2.1,2013-14
Canton - Canton High,500505,853,7.0,0.8,0.0,1.4,1.4,0.5,2013-14
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,8150605,653,10.0,1.5,0.0,1.7,1.2,3.4,2013-14
Carver - Carver Middle/High School,520405,453,5.0,1.1,0.8,0.0,3.0,0.9,2013-14
Central Berkshire - Wahconah Regional High,6350505,560,10.0,1.8,1.9,1.6,2.0,1.6,2013-14
Chelmsford - Chelmsford High,560505,"1,575",6.0,0.4,0.0,0.7,0.2,0.5,2013-14
Chelsea - Chelsea High,570505,"1,404",93.0,6.6,7.6,5.1,8.1,5.5,2013-14
Chicopee - Chicopee Academy,610021,85,23.0,27.1,25.0,28.0,16.7,41.7,2013-14
Chicopee - Chicopee Comprehensive High School,610510,"1,414",36.0,2.5,0.5,0.8,3.9,5.4,2013-14
Chicopee - Chicopee High,610505,"1,050",42.0,4.0,0.4,2.9,5.0,7.7,2013-14
City On A Hill Charter Public (District) - City On A Hill Charter Public School,4370505,286,7.0,2.4,0.0,5.5,0.0,7.1,2013-14
City on a Hill Charter Public School II (District) - City on a Hill Charter Public School II,35040505,106,0.0,0.0,0.0,,,,2013-14
Clinton - Clinton Senior High,640505,434,6.0,1.4,0.0,0.9,3.8,1.0,2013-14
Codman Academy Charter Public (District) - Codman Academy Charter Public School,4380505,153,4.0,2.6,3.9,2.9,3.1,0.0,2013-14
Cohasset - Cohasset Middle/High School,650505,398,1.0,0.3,0.0,0.0,1.1,0.0,2013-14
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,4360305,227,0.0,0.0,0.0,0.0,0.0,0.0,2013-14
Concord-Carlisle - Concord Carlisle High,6400505,"1,228",1.0,0.1,0.0,0.0,0.3,0.0,2013-14
Danvers - Danvers High,710505,"1,038",12.0,1.2,0.4,0.4,0.7,3.3,2013-14
Dartmouth - Dartmouth High,720505,"1,110",12.0,1.1,0.4,1.7,1.5,0.7,2013-14
Dedham - Dedham High,730505,767,10.0,1.3,0.0,1.1,2.2,1.8,2013-14
Dennis-Yarmouth - Dennis-Yarmouth Regional High,6450505,720,15.0,2.1,0.6,3.2,1.7,2.8,2013-14
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,6500505,868,7.0,0.8,0.4,0.5,1.8,0.5,2013-14
Douglas - Douglas High School,770505,453,6.0,1.3,0.0,1.0,1.0,3.2,2013-14
Dover-Sherborn - Dover-Sherborn Regional High,6550505,642,1.0,0.2,0.6,0.0,0.0,0.0,2013-14
Dracut - Dracut Senior High,790505,949,23.0,2.4,2.3,2.1,2.5,2.8,2013-14
Dracut - Parker Avenue School,790515,13,0.0,0.0,,,0.0,,2013-14
Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,"1,105",6.0,0.5,0.0,1.1,0.4,0.8,2013-14
Duxbury - Duxbury High,820505,"1,037",1.0,0.1,0.0,0.4,0.0,0.0,2013-14
East Bridgewater - East Bridgewater JR./SR. High School,830505,625,6.0,1.0,0.0,0.0,1.4,2.5,2013-14
East Longmeadow - East Longmeadow High,870505,862,4.0,0.5,0.0,0.4,0.5,1.0,2013-14
Easthampton - Easthampton High,860505,455,4.0,0.9,0.8,1.8,0.9,0.0,2013-14
Easton - Oliver Ames High,880505,"1,163",4.0,0.3,0.3,0.4,0.0,0.6,2013-14
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),4520505,331,3.0,0.9,1.9,1.2,0.0,0.0,2013-14
Essex Agricultural Technical - Essex Agricultural and Technical Institute,9130705,472,0.0,0.0,0.0,0.0,0.0,0.0,2013-14
Everett - Devens School,930030,14,1.0,7.1,0.0,,,,2013-14
Everett - Everett High,930505,"1,999",54.0,2.7,2.0,2.9,1.4,4.6,2013-14
Fairhaven - Fairhaven High,940505,647,18.0,2.8,0.6,3.3,4.7,2.4,2013-14
Fall River - B M C Durfee High,950505,"2,253",81.0,3.6,3.3,3.6,5.3,2.1,2013-14
Fall River - Resiliency Preparatory School,950325,183,47.0,25.7,41.0,22.2,17.9,28.0,2013-14
Falmouth - Falmouth High,960505,856,13.0,1.5,0.8,2.9,0.4,2.2,2013-14
Fitchburg - Fitchburg High,970505,"1,090",18.0,1.7,0.3,3.1,1.2,1.8,2013-14
Fitchburg - Goodrich Academy,970510,179,55.0,30.7,,48.1,32.7,18.6,2013-14
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,144,4.0,2.8,0.0,8.3,0.0,3.0,2013-14
Foxborough - Foxborough High,990505,855,2.0,0.2,0.0,0.4,0.0,0.5,2013-14
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,277,2.0,0.7,1.2,0.0,1.5,0.0,2013-14
Framingham - Framingham High School,1000515,"2,008",40.0,2.0,2.8,2.2,1.3,1.6,2013-14
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,261,0.0,0.0,0.0,0.0,0.0,0.0,2013-14
Franklin - Franklin High,1010505,"1,628",6.0,0.4,0.5,0.5,0.5,0.0,2013-14
Franklin County Regional Vocational Technical - Franklin County Technical,8180605,523,8.0,1.5,0.0,1.4,3.1,1.8,2013-14
Freetown-Lakeville - Apponequet Regional High,6650505,813,5.0,0.6,0.6,0.5,0.0,1.4,2013-14
Frontier - Frontier Regional,6700505,394,6.0,1.5,0.0,0.9,2.0,3.1,2013-14
Gardner - Gardner Academy for Learning and Technology,1030515,91,30.0,33.0,15.4,37.5,40.9,25.0,2013-14
Gardner - Gardner High,1030505,557,5.0,0.9,0.0,1.3,0.8,1.7,2013-14
Gateway - Gateway Regional High,6720505,278,6.0,2.2,2.9,0.0,2.6,2.9,2013-14
Georgetown - Georgetown High School,1050505,407,6.0,1.5,1.9,1.0,3.1,0.0,2013-14
Gill-Montague - Turners Fall High,6740505,260,3.0,1.2,1.4,1.7,1.4,0.0,2013-14
Global Learning Charter Public  (District) - Global Learning Charter Public School,4960305,144,3.0,2.1,1.7,6.5,0.0,0.0,2013-14
Gloucester - Gloucester High,1070505,935,25.0,2.7,4.7,1.7,2.6,1.7,2013-14
Grafton - Grafton High School,1100505,755,8.0,1.1,1.4,0.5,2.5,0.0,2013-14
Granby - Granby Jr Sr High School,1110505,313,0.0,0.0,0.0,0.0,0.0,0.0,2013-14
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,"1,407",4.0,0.3,0.0,0.0,1.1,0.0,2013-14
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,"1,340",14.0,1.0,0.0,1.5,1.5,1.3,2013-14
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,"2,098",7.0,0.3,0.0,0.2,0.6,0.6,2013-14
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,"2,148",43.0,2.0,0.7,2.0,2.0,3.5,2013-14
Greenfield - Greenfield High,1140505,379,5.0,1.3,1.8,2.1,1.1,0.0,2013-14
Groton-Dunstable - Groton Dunstable Regional,6730505,865,2.0,0.2,0.0,0.4,0.0,0.5,2013-14
Hadley - Hopkins Academy,1170505,175,1.0,0.6,0.0,0.0,2.6,0.0,2013-14
Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,675,7.0,1.0,0.6,0.0,1.8,1.7,2013-14
Hampden Charter School of Science (District) - Hampden Charter School of Science,4990305,174,1.0,0.6,0.0,2.3,0.0,0.0,2013-14
Hampden-Wilbraham - Minnechaug Regional High,6800505,"1,237",5.0,0.4,0.3,0.3,0.0,1.0,2013-14
Hampshire - Hampshire Regional High,6830505,503,2.0,0.4,0.0,0.0,0.8,0.8,2013-14
Hanover - Hanover High,1220505,775,2.0,0.3,0.0,0.5,0.0,0.5,2013-14
Harvard - Bromfield,1250505,420,0.0,0.0,0.0,0.0,0.0,0.0,2013-14
Hatfield - Smith Academy,1270505,125,0.0,0.0,0.0,0.0,0.0,0.0,2013-14
Haverhill - Haverhill Alternative School,1280033,36,7.0,19.4,18.2,18.2,12.5,,2013-14
Haverhill - Haverhill High,1280505,"1,838",84.0,4.6,2.3,6.6,5.7,4.3,2013-14
Haverhill - TEACH,1280073,16,0.0,0.0,,,,,2013-14
Hingham - Hingham High,1310505,"1,125",12.0,1.1,0.3,1.1,1.0,2.0,2013-14
Holbrook - Holbrook Jr Sr High,1330505,279,0.0,0.0,0.0,0.0,0.0,0.0,2013-14
Holliston - Holliston High,1360505,816,2.0,0.2,0.5,0.0,0.0,0.5,2013-14
Holyoke - Holyoke High,1370505,"1,309",65.0,5.0,4.8,8.7,3.6,2.2,2013-14
Holyoke - Wm J Dean Vocational Technical High,1370605,460,47.0,10.2,8.6,15.0,8.4,9.8,2013-14
Hopedale - Hopedale Jr Sr High,1380505,344,3.0,0.9,0.0,0.0,3.3,0.0,2013-14
Hopkinton - Hopkinton High,1390505,"1,147",2.0,0.2,0.0,0.0,0.7,0.0,2013-14
Hudson - Hudson High,1410505,787,5.0,0.6,0.5,0.9,0.5,0.5,2013-14
Hull - Hull High,1420505,346,3.0,0.9,0.0,1.1,0.0,2.4,2013-14
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,321,1.0,0.3,0.0,0.0,1.4,0.0,2013-14
Ipswich - Ipswich High,1440505,605,1.0,0.2,0.0,0.8,0.0,0.0,2013-14
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,297,0.0,0.0,0.0,0.0,0.0,,2013-14
King Philip - King Philip Regional High,6900505,"1,322",10.0,0.8,0.3,0.5,1.4,0.9,2013-14
Lawrence - Business Management & Finance High School,1490530,487,12.0,2.5,0.8,5.6,3.4,0.0,2013-14
Lawrence - Health & Human Services High School,1490531,520,6.0,1.2,0.7,0.9,1.4,1.7,2013-14
Lawrence - High School Learning Center,1490536,167,54.0,32.3,64.3,26.0,35.2,26.5,2013-14
Lawrence - Humanities & Leadership Development High School,1490532,513,3.0,0.6,0.0,0.8,1.7,0.0,2013-14
Lawrence - International High School,1490534,521,23.0,4.4,5.5,5.2,3.5,2.6,2013-14
"Lawrence - Math, Science & Technology High School",1490533,497,9.0,1.8,2.1,1.6,1.0,2.4,2013-14
Lawrence - Performing & Fine Arts High School,1490535,515,4.0,0.8,0.6,2.3,0.0,0.0,2013-14
Lawrence - Phoenix Academy Lawrence,1490540,182,34.0,18.7,23.7,14.5,11.8,38.5,2013-14
Lawrence - School for Exceptional Studies,1490537,77,14.0,18.2,17.2,23.8,14.3,15.4,2013-14
Lee - Lee Middle/High School,1500505,274,7.0,2.6,0.0,1.5,3.8,4.8,2013-14
Leicester - Leicester High,1510505,441,3.0,0.7,1.8,0.9,0.0,0.0,2013-14
Lenox - Lenox Memorial High,1520505,238,2.0,0.8,1.6,0.0,0.0,1.4,2013-14
Leominster - Center For Technical Education Innovation,1530605,654,1.0,0.2,0.0,0.0,0.8,0.0,2013-14
Leominster - Leominster Center for Excellence,1530515,34,4.0,11.8,0.0,19.0,,,2013-14
Leominster - Leominster High School,1530505,"1,105",13.0,1.2,1.1,1.0,1.6,0.9,2013-14
Lexington - Lexington High,1550505,"2,002",5.0,0.2,0.0,0.0,0.4,0.6,2013-14
Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,"1,638",2.0,0.1,0.0,0.0,0.3,0.3,2013-14
Littleton - Littleton High School,1580505,439,2.0,0.5,0.0,0.0,1.8,0.0,2013-14
Longmeadow - Longmeadow High,1590505,957,0.0,0.0,0.0,0.0,0.0,0.0,2013-14
Lowell - Leblanc Therapeutic Day School,1600320,34,2.0,5.9,7.1,9.1,0.0,,2013-14
Lowell - Lowell High,1600505,"3,042",108.0,3.6,2.9,4.4,3.9,3.2,2013-14
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,4580505,99,52.0,52.5,4.2,68.2,66.7,70.0,2013-14
Ludlow - Ludlow Senior High,1610505,930,8.0,0.9,0.4,0.5,2.3,0.4,2013-14
Lunenburg - Lunenburg High,1620505,430,2.0,0.5,0.9,1.0,0.0,0.0,2013-14
Lynn - Classical High,1630505,"1,496",53.0,3.5,3.4,6.0,2.6,1.5,2013-14
Lynn - Fecteau-Leary Junior/Senior High School,1630525,125,30.0,24.0,20.0,21.2,32.1,25.0,2013-14
Lynn - Lynn English High,1630510,"1,611",69.0,4.3,6.3,5.4,2.3,2.5,2013-14
Lynn - Lynn Vocational Technical Institute,1630605,689,14.0,2.0,0.4,2.0,2.9,4.1,2013-14
Lynnfield - Lynnfield High,1640505,622,0.0,0.0,0.0,0.0,0.0,0.0,2013-14
MATCH Charter Public School (District) - MATCH Charter Public School,4690505,259,2.0,0.8,0.0,1.6,0.0,2.0,2013-14
Ma Academy for Math and Science - Ma Academy for Math and Science School,4680505,96,0.0,0.0,,,0.0,0.0,2013-14
Malden - Malden High,1650505,"1,812",39.0,2.2,1.9,2.2,1.9,2.8,2013-14
Manchester Essex Regional - Manchester Essex Regional High School,6980510,461,3.0,0.7,0.0,0.0,0.9,1.8,2013-14
Mansfield - Mansfield High,1670505,"1,355",7.0,0.5,0.0,0.3,1.2,0.6,2013-14
Marblehead - Marblehead High,1680505,"1,050",4.0,0.4,0.4,0.7,0.4,0.0,2013-14
Marlborough - Marlborough High,1700505,"1,059",21.0,2.0,0.0,3.3,2.5,2.0,2013-14
Marshfield - Marshfield High,1710505,"1,304",11.0,0.8,0.3,0.6,1.0,1.5,2013-14
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,4660550,42,1.0,2.4,0.0,0.0,0.0,16.7,2013-14
Marthas Vineyard - Marthas Vineyard Regional High,7000505,684,8.0,1.2,0.0,2.4,1.7,0.7,2013-14
Masconomet - Masconomet Regional High School,7050505,"1,380",3.0,0.2,0.0,0.3,0.6,0.0,2013-14
Mashpee - Mashpee High,1720505,432,12.0,2.8,1.6,3.7,1.9,4.3,2013-14
Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School - Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School,39010900,89,10.0,11.2,14.3,6.7,7.1,,2013-14
Maynard - Maynard High,1740505,322,6.0,1.9,0.0,1.2,1.4,4.5,2013-14
Medfield - Medfield Senior High,1750505,882,1.0,0.1,0.0,0.0,0.0,0.4,2013-14
Medford - Curtis-Tufts,1760510,22,5.0,22.7,14.3,0.0,,,2013-14
Medford - Medford High,1760505,"1,104",21.0,1.9,1.7,2.3,1.5,2.1,2013-14
Medford - Medford Vocational Technical High,1760605,218,2.0,0.9,0.0,1.4,0.0,1.9,2013-14
Medway - Medway High,1770505,777,7.0,0.9,0.5,0.9,1.6,0.5,2013-14
Melrose - Melrose High,1780505,931,6.0,0.6,0.4,0.8,0.0,1.3,2013-14
Mendon-Upton - Nipmuc Regional High,7100510,657,5.0,0.8,0.0,1.1,1.2,0.6,2013-14
Methuen - Methuen High,1810505,"1,737",29.0,1.7,0.5,2.7,1.4,1.8,2013-14
Middleborough - Middleborough High,1820505,792,13.0,1.6,1.0,1.4,2.5,1.6,2013-14
Milford - Milford High,1850505,"1,108",30.0,2.7,1.5,4.3,3.9,1.1,2013-14
Milford - Milford Middle East,1850310,1,,,,,,,2013-14
Millbury - Millbury Junior/Senior High,1860505,466,7.0,1.5,1.8,1.0,2.2,0.9,2013-14
Millis - Millis High School,1870505,390,3.0,0.8,1.2,2.0,0.0,0.0,2013-14
Milton - Milton High,1890505,948,4.0,0.4,0.4,0.4,0.4,0.4,2013-14
Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,715,9.0,1.3,1.6,1.6,0.0,2.0,2013-14
Mohawk Trail - Mohawk Trail Regional High,7170505,306,7.0,2.3,0.0,2.5,3.4,2.6,2013-14
Monomoy Regional School District - Chatham High School,7120505,118,1.0,0.8,0.0,0.0,3.8,0.0,2013-14
Monomoy Regional School District - Harwich High School,7120510,309,7.0,2.3,0.0,2.4,1.5,5.6,2013-14
Monson - Monson Innovation High School,1910505,345,10.0,2.9,0.0,2.1,5.7,4.1,2013-14
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,8320605,"1,433",5.0,0.3,0.0,0.0,0.3,1.2,2013-14
Mount Greylock - Mt Greylock Regional High,7150505,382,3.0,0.8,0.0,1.1,2.1,0.0,2013-14
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,383,0.0,0.0,0.0,0.0,0.0,0.0,2013-14
Nantucket - Nantucket High,1970505,450,6.0,1.3,1.7,1.6,1.9,0.0,2013-14
Narragansett - Narragansett Regional High,7200505,385,4.0,1.0,1.0,1.0,1.0,1.2,2013-14
Nashoba - Nashoba Regional,7250505,"1,024",6.0,0.6,0.8,0.7,0.0,0.9,2013-14
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,8520605,711,2.0,0.3,0.0,0.0,0.6,0.6,2013-14
Natick - Natick High,1980505,"1,429",4.0,0.3,0.0,0.0,0.3,0.9,2013-14
Nauset - Nauset Regional High,6600505,"1,005",7.0,0.7,0.0,0.4,1.6,0.8,2013-14
Needham - Needham High,1990505,"1,576",4.0,0.3,0.0,0.0,0.5,0.6,2013-14
New Bedford - New Bedford High,2010505,"2,426",85.0,3.5,4.3,3.6,3.0,2.5,2013-14
New Bedford - Trinity Day Academy,2010510,32,9.0,28.1,,20.0,,12.5,2013-14
New Bedford - Whaling City Junior/Senior High School,2010515,85,35.0,41.2,72.2,37.5,57.1,13.3,2013-14
Newburyport - Newburyport High,2040505,740,1.0,0.1,0.0,0.0,0.0,0.6,2013-14
Newton - Newton North High,2070505,"1,971",2.0,0.1,0.0,0.0,0.2,0.2,2013-14
Newton - Newton South High,2070510,"1,777",3.0,0.2,0.0,0.0,0.2,0.5,2013-14
Norfolk County Agricultural - Norfolk County Agricultural,9150705,476,1.0,0.2,0.0,0.0,0.9,0.0,2013-14
North Adams - Drury High,2090505,391,15.0,3.8,4.3,1.9,5.0,4.4,2013-14
North Andover - North Andover High,2110505,"1,374",2.0,0.1,0.0,0.0,0.5,0.0,2013-14
North Attleborough - North Attleboro High,2120505,"1,188",3.0,0.3,0.0,0.7,0.0,0.3,2013-14
North Brookfield - North Brookfield High,2150505,137,1.0,0.7,0.0,0.0,2.9,0.0,2013-14
North Central Charter Essential (District) - North Central Charter Essential School,4740505,219,11.0,5.0,1.5,3.1,3.8,17.1,2013-14
North Middlesex - North Middlesex Regional,7350505,952,5.0,0.5,0.0,1.3,0.8,0.0,2013-14
North Reading - North Reading High,2170505,753,4.0,0.5,0.0,0.5,0.0,1.6,2013-14
North Shore Regional Vocational Technical - North Shore Regional Vocational,8540605,463,2.0,0.4,0.0,0.0,0.8,1.0,2013-14
Northampton - Northampton High,2100505,904,8.0,0.9,0.4,1.3,1.3,0.5,2013-14
