School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
Everett - Everett High,930505,"1,797",54.0,3.0,1.2,4.2,2.6,4.4,2011-12
Fairhaven - Fairhaven High,940505,616,15.0,2.4,1.0,5.8,1.2,3.3,2011-12
Fall River - B M C Durfee High,950505,"2,228",55.0,2.5,1.8,3.1,1.9,3.4,2011-12
Fall River - Resiliency Preparatory School,950325,203,57.0,28.1,54.1,34.4,19.7,7.7,2011-12
Falmouth - Falmouth High,960505,850,14.0,1.6,0.4,1.4,2.4,2.9,2011-12
Fitchburg - Fitchburg Alt. ED Program,970510,153,35.0,22.9,,27.8,14.0,23.3,2011-12
Fitchburg - Fitchburg High,970505,"1,080",51.0,4.7,5.8,5.3,4.5,2.7,2011-12
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,136,0.0,0.0,0.0,0.0,0.0,0.0,2011-12
Foxborough - Foxborough High,990505,844,5.0,0.6,0.0,0.5,0.5,1.4,2011-12
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,230,11.0,4.8,10.3,3.2,0.0,3.1,2011-12
Framingham - Framingham High School,1000515,"2,079",50.0,2.4,2.7,1.5,2.1,3.4,2011-12
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,265,2.0,0.8,0.0,1.4,1.7,0.0,2011-12
Franklin - Franklin High,1010505,"1,628",14.0,0.9,0.5,0.3,1.2,1.5,2011-12
Franklin County Regional Vocational Technical - Franklin County Technical,8180605,511,10.0,2.0,0.0,0.0,1.6,6.3,2011-12
Freetown-Lakeville - Apponequet Regional High,6650505,832,8.0,1.0,0.0,0.9,2.1,1.0,2011-12
Frontier - Frontier Regional,6700505,416,8.0,1.9,0.0,2.0,4.8,0.9,2011-12
Gardner - Gardner Academy for Learning and Technology,1030515,75,29.0,38.7,38.5,44.0,33.3,36.8,2011-12
Gardner - Gardner High,1030505,628,6.0,1.0,1.1,1.3,0.6,0.7,2011-12
Gateway - Gateway Regional High,6720505,332,13.0,3.9,3.4,5.3,4.2,2.7,2011-12
Georgetown - Georgetown Middle/High,1050505,439,2.0,0.5,0.0,0.0,0.0,1.6,2011-12
Gill-Montague - Turners Fall High,6740505,281,8.0,2.8,1.4,1.7,3.6,4.3,2011-12
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,121,2.0,1.7,1.9,0.0,3.8,0.0,2011-12
Gloucester - Gloucester High,1070505,994,27.0,2.7,1.4,2.8,3.2,3.7,2011-12
Grafton - Grafton High School,1100505,672,3.0,0.4,0.0,0.5,0.6,0.7,2011-12
Granby - Granby Jr Sr High School,1110505,367,0.0,0.0,0.0,0.0,0.0,0.0,2011-12
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,"1,350",5.0,0.4,0.3,0.3,0.0,0.9,2011-12
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,"1,279",27.0,2.1,0.6,2.4,1.6,4.3,2011-12
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,"2,097",21.0,1.0,0.2,1.5,1.2,1.3,2011-12
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,"2,140",30.0,1.4,0.4,1.2,1.3,2.9,2011-12
Greenfield - Greenfield High,1140505,359,10.0,2.8,2.2,5.1,2.4,1.1,2011-12
Greenfield - MAVA @ Greenfield,1140900,27,1.0,3.7,4.2,,,,2011-12
Groton-Dunstable - Groton Dunstable Regional,6730505,860,2.0,0.2,0.0,0.0,0.9,0.0,2011-12
Hadley - Hopkins Academy,1170505,187,2.0,1.1,0.0,2.1,0.0,2.0,2011-12
Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,703,2.0,0.3,0.0,0.0,0.6,0.6,2011-12
Hampden Charter School of Science (District) - Hampden Charter School of Science,4990305,126,0.0,0.0,0.0,0.0,0.0,,2011-12
Hampden-Wilbraham - Minnechaug Regional High,6800505,"1,248",10.0,0.8,0.3,0.7,0.3,2.0,2011-12
Hampshire - Hampshire Regional High,6830505,497,10.0,2.0,3.3,1.6,1.8,1.5,2011-12
Hanover - Hanover High,1220505,739,1.0,0.1,0.0,0.0,0.0,0.6,2011-12
Harvard - Bromfield,1250505,443,4.0,0.9,0.9,1.9,0.0,1.0,2011-12
Harwich - Harwich High,1260505,311,18.0,5.8,5.5,6.0,4.2,8.0,2011-12
Hatfield - Smith Academy,1270505,134,0.0,0.0,0.0,0.0,0.0,0.0,2011-12
Haverhill - Haverhill Alternative School,1280033,31,2.0,6.5,0.0,11.1,12.5,,2011-12
Haverhill - Haverhill High,1280505,"1,742",97.0,5.6,6.7,4.6,6.6,4.1,2011-12
Haverhill - TEACH,1280073,33,0.0,0.0,,,0.0,0.0,2011-12
Hingham - Hingham High,1310505,"1,128",4.0,0.4,0.0,0.4,0.7,0.4,2011-12
Holbrook - Holbrook Jr Sr High,1330505,225,13.0,5.8,3.6,1.5,5.4,14.3,2011-12
Holliston - Holliston High,1360505,826,0.0,0.0,0.0,0.0,0.0,0.0,2011-12
Holyoke - Center for Excellence,1370525,47,19.0,40.4,28.6,35.3,,,2011-12
Holyoke - Holyoke High,1370505,"1,319",72.0,5.5,5.9,5.7,4.1,5.6,2011-12
Holyoke - Wm J Dean Vocational Technical High,1370605,573,58.0,10.1,11.6,12.5,6.5,7.6,2011-12
Hopedale - Hopedale Jr Sr High,1380505,337,3.0,0.9,0.0,0.0,1.1,2.6,2011-12
Hopkinton - Hopkinton High,1390505,"1,069",2.0,0.2,0.0,0.0,0.0,0.7,2011-12
Hudson - Hudson High,1410505,856,24.0,2.8,1.8,1.9,3.6,3.9,2011-12
Hull - Hull High,1420505,341,10.0,2.9,2.5,3.5,1.1,4.8,2011-12
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,206,2.0,1.0,0.0,0.0,5.9,0.0,2011-12
Ipswich - Ipswich High,1440505,653,1.0,0.2,0.0,0.0,0.0,0.6,2011-12
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,96,3.0,3.1,3.1,,,,2011-12
King Philip - King Philip Regional High,6900505,"1,254",12.0,1.0,0.3,0.9,0.6,1.9,2011-12
Lawrence - Business Management & Finance High School,1490530,463,26.0,5.6,7.4,6.4,4.9,2.2,2011-12
Lawrence - Health & Human Services High School,1490531,514,19.0,3.7,3.6,4.1,5.3,1.9,2011-12
Lawrence - High School Learning Center,1490536,166,48.0,28.9,40.4,38.8,17.4,8.3,2011-12
Lawrence - Humanities & Leadership Development High School,1490532,500,12.0,2.4,1.5,1.5,1.7,5.3,2011-12
Lawrence - International High School,1490534,531,42.0,7.9,5.2,13.3,5.1,5.8,2011-12
"Lawrence - Math, Science & Technology High School",1490533,510,18.0,3.5,3.4,4.0,1.7,5.4,2011-12
Lawrence - Performing & Fine Arts High School,1490535,522,21.0,4.0,6.7,3.4,3.8,0.8,2011-12
Lawrence - School for Exceptional Studies,1490537,82,7.0,8.5,6.3,15.4,4.5,5.6,2011-12
Lee - Lee Middle/High School,1500505,308,7.0,2.3,0.0,1.1,4.1,3.5,2011-12
Leicester - Leicester High,1510505,507,14.0,2.8,3.1,3.8,3.3,0.8,2011-12
Lenox - Lenox Memorial High,1520505,273,1.0,0.4,0.0,1.4,0.0,0.0,2011-12
Leominster - Leominster High School & Center For Technical Education,1530605,666,7.0,1.1,1.1,0.7,2.1,0.0,2011-12
Leominster - Leominster Senior High,1530505,"1,181",18.0,1.5,1.7,2.5,1.2,0.7,2011-12
Lexington - Lexington High,1550505,"1,951",4.0,0.2,0.0,0.0,0.2,0.6,2011-12
Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,"1,599",2.0,0.1,0.3,0.0,0.0,0.2,2011-12
Littleton - Littleton High School,1580505,416,2.0,0.5,0.0,1.0,0.0,0.9,2011-12
Longmeadow - Longmeadow High,1590505,985,2.0,0.2,0.0,0.0,0.8,0.0,2011-12
Lowell - Leblanc Therapeutic Day School,1600320,31,3.0,9.7,0.0,12.5,,0.0,2011-12
Lowell - Lowell High,1600505,"3,133",115.0,3.7,4.1,4.0,2.8,3.7,2011-12
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,4580505,112,41.0,36.6,38.1,64.3,38.3,20.0,2011-12
Ludlow - Ludlow Senior High,1610505,987,19.0,1.9,2.3,1.9,1.7,1.8,2011-12
Lunenburg - Lunenburg High,1620505,504,0.0,0.0,0.0,0.0,0.0,0.0,2011-12
Lynn - Classical High,1630505,"1,391",38.0,2.7,2.7,3.3,2.7,2.2,2011-12
Lynn - Fecteau-Leary Junior/Senior High School,1630525,138,40.0,29.0,23.9,40.0,40.0,11.1,2011-12
Lynn - Lynn English High,1630510,"1,697",49.0,2.9,3.5,3.5,2.8,1.4,2011-12
Lynn - Lynn Vocational Technical Institute,1630605,681,33.0,4.8,2.5,5.4,5.6,5.7,2011-12
Lynnfield - Lynnfield High,1640505,616,2.0,0.3,0.6,0.0,0.0,0.7,2011-12
MATCH Charter Public School (District) - MATCH Charter Public School,4690505,232,1.0,0.4,0.0,0.0,1.9,0.0,2011-12
Ma Academy for Math and Science - Ma Academy for Math and Science School,4680505,91,0.0,0.0,,,0.0,0.0,2011-12
Malden - Malden High,1650505,"1,804",40.0,2.2,2.3,1.9,1.7,3.0,2011-12
Manchester Essex Regional - Manchester Essex Regional High School,6980510,470,3.0,0.6,0.0,0.8,1.8,0.0,2011-12
Mansfield - Mansfield High,1670505,"1,434",16.0,1.1,0.0,1.4,1.3,1.7,2011-12
Marblehead - Marblehead High,1680505,944,7.0,0.7,0.4,0.0,1.4,1.3,2011-12
Marlborough - Marlborough High,1700505,"1,129",26.0,2.3,3.2,4.2,0.0,1.8,2011-12
Marshfield - Marshfield High,1710505,"1,379",15.0,1.1,0.8,0.6,0.9,2.0,2011-12
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,4660550,42,1.0,2.4,0.0,12.5,0.0,0.0,2011-12
Marthas Vineyard - Marthas Vineyard Regional High,7000505,668,6.0,0.9,0.6,0.6,1.1,1.3,2011-12
Masconomet - Masconomet Regional High School,7050505,"1,307",2.0,0.2,0.0,0.0,0.0,0.6,2011-12
Mashpee - Mashpee High,1720505,453,7.0,1.5,0.0,1.9,1.8,2.6,2011-12
Maynard - Maynard High,1740505,288,3.0,1.0,0.0,0.0,1.4,3.0,2011-12
Medfield - Medfield Senior High,1750505,898,0.0,0.0,0.0,0.0,0.0,0.0,2011-12
Medford - Curtis-Tufts,1760510,18,8.0,44.4,,,,11.1,2011-12
Medford - Medford High,1760505,"1,164",20.0,1.7,0.9,1.3,0.0,5.1,2011-12
Medford - Medford Vocational Technical High,1760605,212,6.0,2.8,2.3,2.0,3.6,3.2,2011-12
Medway - Medway High,1770505,799,2.0,0.3,0.5,0.5,0.0,0.0,2011-12
Melrose - Melrose High,1780505,"1,025",5.0,0.5,0.0,0.4,1.3,0.4,2011-12
Mendon-Upton - Nipmuc Regional High,7100510,725,7.0,1.0,0.6,1.1,0.0,2.3,2011-12
Methuen - Methuen High,1810505,"1,785",46.0,2.6,1.8,2.7,1.4,4.4,2011-12
Middleborough - Middleborough High,1820505,815,15.0,1.8,1.8,3.1,0.9,1.7,2011-12
Milford - Milford High,1850505,"1,110",30.0,2.7,1.1,3.9,3.3,2.4,2011-12
Millbury - Millbury Junior/Senior High,1860505,502,7.0,1.4,0.7,2.3,1.8,0.9,2011-12
Millis - Millis High School,1870505,379,1.0,0.3,0.0,1.0,0.0,0.0,2011-12
Milton - Milton High,1890505,"1,001",8.0,0.8,1.3,0.8,0.4,0.8,2011-12
Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,648,8.0,1.2,0.0,2.2,2.5,0.7,2011-12
Mohawk Trail - Mohawk Trail Regional High,7170505,340,8.0,2.4,1.1,2.6,3.3,2.5,2011-12
Monson - Monson Innovation High School,1910505,340,4.0,1.2,1.1,1.2,2.3,0.0,2011-12
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,8320605,"1,435",5.0,0.3,0.0,0.3,0.3,0.9,2011-12
Mount Greylock - Mt Greylock Regional High,7150505,400,8.0,2.0,0.0,0.9,4.5,2.8,2011-12
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,350,6.0,1.7,3.8,1.2,0.0,1.2,2011-12
Nantucket - Nantucket High,1970505,397,10.0,2.5,1.6,3.2,2.3,3.2,2011-12
Narragansett - Narragansett Regional High,7200505,443,5.0,1.1,0.9,2.0,0.0,1.8,2011-12
Nashoba - Nashoba Regional,7250505,"1,006",8.0,0.8,0.0,0.0,1.6,1.7,2011-12
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,8520605,686,6.0,0.9,0.0,1.2,1.8,0.6,2011-12
Natick - Natick High,1980505,"1,299",11.0,0.8,0.0,0.0,0.6,2.8,2011-12
Nauset - Nauset Regional High,6600505,953,12.0,1.3,0.4,0.8,2.0,2.0,2011-12
Needham - Needham High,1990505,"1,497",2.0,0.1,0.0,0.0,0.5,0.0,2011-12
New Bedford - New Bedford High,2010505,"2,457",130.0,5.3,6.3,4.8,5.7,3.6,2011-12
New Bedford - Trinity Day Academy,2010510,28,8.0,28.6,,,8.3,,2011-12
New Bedford - Whaling City Junior/Senior High School,2010515,64,29.0,45.3,34.8,68.8,35.7,45.5,2011-12
New Leadership Charter (District) - New Leadership Charter School,4710405,216,2.0,0.9,0.0,0.0,0.0,5.1,2011-12
Newburyport - Newburyport High,2040505,705,3.0,0.4,0.0,0.6,0.0,1.2,2011-12
Newton - Newton North High,2070505,"1,833",16.0,0.9,0.2,0.8,1.8,0.7,2011-12
Newton - Newton South High,2070510,"1,685",5.0,0.3,0.0,0.0,0.5,0.7,2011-12
Norfolk County Agricultural - Norfolk County Agricultural,9150705,489,0.0,0.0,0.0,0.0,0.0,0.0,2011-12
North Adams - Drury High,2090505,434,23.0,5.3,1.7,9.2,7.8,2.9,2011-12
North Andover - North Andover High,2110505,"1,327",2.0,0.2,0.0,0.3,0.0,0.3,2011-12
North Attleborough - North Attleboro High,2120505,"1,203",12.0,1.0,0.3,1.9,0.0,1.8,2011-12
North Brookfield - North Brookfield High,2150505,144,1.0,0.7,2.6,0.0,0.0,0.0,2011-12
North Central Charter Essential (District) - North Central Charter Essential School,4740505,237,5.0,2.1,2.6,5.0,0.0,0.0,2011-12
North Middlesex - North Middlesex Regional,7350505,"1,078",13.0,1.2,0.4,0.8,1.4,2.2,2011-12
North Reading - North Reading High,2170505,705,10.0,1.4,0.6,0.5,2.4,2.3,2011-12
North Shore Regional Vocational Technical - North Shore Regional Vocational,8540605,467,1.0,0.2,0.0,0.0,0.8,0.0,2011-12
Northampton - Northampton High,2100505,881,13.0,1.5,0.8,1.9,1.8,1.5,2011-12
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,4060705,434,6.0,1.4,0.0,1.8,1.0,2.6,2011-12
Northboro-Southboro - Algonquin Regional High,7300505,"1,440",4.0,0.3,0.0,0.0,0.0,1.2,2011-12
Northbridge - Northbridge High,2140505,670,12.0,1.8,0.5,1.7,1.8,3.6,2011-12
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,8530605,"1,251",10.0,0.8,0.0,0.0,0.7,2.7,2011-12
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,8510605,470,3.0,0.6,0.8,0.8,0.9,0.0,2011-12
Norton - Norton High,2180505,725,24.0,3.3,2.4,3.5,4.0,3.3,2011-12
