School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
Norwell - Norwell High,2190505,667,2.0,0.3,0.0,0.6,0.0,0.7,2011-12
Norwood - Norwood High,2200505,"1,056",14.0,1.3,0.7,0.4,2.1,2.2,2011-12
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,8550605,572,1.0,0.2,0.0,0.0,0.0,0.8,2011-12
Old Rochester - Old Rochester Regional High,7400505,693,3.0,0.4,0.0,0.0,0.6,1.1,2011-12
Oxford - Oxford High,2260505,536,26.0,4.9,4.4,6.5,3.0,5.6,2011-12
Palmer - Palmer High,2270505,406,11.0,2.7,2.1,4.9,1.9,1.9,2011-12
Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,8600605,650,9.0,1.4,0.0,1.2,1.2,3.5,2011-12
Peabody - Peabody Veterans Memorial High,2290510,"1,829",57.0,3.1,0.7,2.3,5.1,4.5,2011-12
Pembroke - Pembroke High School,2310505,937,11.0,1.2,0.0,2.0,1.9,0.9,2011-12
Pentucket - Pentucket Regional Sr High,7450505,787,18.0,2.3,0.9,0.5,2.1,5.9,2011-12
Phoenix Charter Academy (District) - Phoenix Charter Academy,4930505,181,62.0,34.3,59.0,7.3,30.0,4.5,2011-12
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,4940205,202,0.0,0.0,0.0,0.0,0.0,0.0,2011-12
Pioneer Valley - Pioneer Valley Regional,7500505,343,7.0,2.0,1.0,1.2,0.0,6.3,2011-12
Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,4790505,261,4.0,1.5,0.0,0.0,0.0,5.8,2011-12
Pittsfield - Pittsfield High,2360505,940,28.0,3.0,1.6,2.9,4.5,3.1,2011-12
Pittsfield - Taconic High,2360510,916,35.0,3.8,4.3,5.1,2.7,2.7,2011-12
Plymouth - Plymouth North High,2390505,"1,010",21.0,2.1,2.4,1.9,1.6,2.4,2011-12
Plymouth - Plymouth South High,2390515,"1,381",17.0,1.2,1.4,1.7,0.5,1.3,2011-12
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,4870550,300,1.0,0.3,0.0,0.0,1.8,0.0,2011-12
Provincetown - Provincetown Schools,2420020,15,1.0,6.7,,,10.0,,2011-12
Quabbin - Quabbin Regional High School,7530505,833,11.0,1.3,0.5,2.9,1.0,0.9,2011-12
Quaboag Regional - Quaboag Regional High,7780505,352,18.0,5.1,1.1,5.4,5.3,9.7,2011-12
Quincy - North Quincy High,2430510,"1,274",18.0,1.4,0.3,2.3,1.8,1.4,2011-12
Quincy - Quincy High,2430505,"1,521",33.0,2.2,1.0,2.8,1.7,3.5,2011-12
Ralph C Mahar - Pathways Early College Innovation School,7550515,34,0.0,0.0,,,0.0,0.0,2011-12
Ralph C Mahar - Ralph C Mahar Regional,7550505,460,18.0,3.9,5.8,2.4,4.0,3.1,2011-12
Ralph C Mahar - The Gateway to College,7550525,59,15.0,25.4,30.0,,9.7,33.3,2011-12
Randolph - Randolph High,2440505,765,31.0,4.1,2.0,4.7,5.3,4.5,2011-12
Reading - Reading Memorial High,2460505,"1,262",5.0,0.4,0.0,0.3,0.0,1.3,2011-12
Revere - Revere High,2480505,"1,512",31.0,2.1,2.0,2.7,1.7,1.8,2011-12
Revere - Seacoast School,2480520,141,55.0,39.0,40.0,35.3,57.9,18.2,2011-12
Rising Tide Charter Public (District) - Rising Tide Charter Public School,4830305,47,0.0,0.0,0.0,,,,2011-12
Rockland - Rockland Senior High,2510505,581,6.0,1.0,0.0,1.4,2.1,0.7,2011-12
Rockport - Rockport High,2520510,293,4.0,1.4,0.0,0.0,4.2,1.4,2011-12
Sabis International Charter (District) - Sabis International Charter School,4410505,466,2.0,0.4,0.0,0.0,1.9,0.0,2011-12
Salem - Salem High,2580505,"1,223",33.0,2.7,2.7,4.0,1.8,2.0,2011-12
Salem Academy Charter (District) - Salem Academy Charter School,4850485,143,1.0,0.7,0.0,2.4,0.0,0.0,2011-12
Salem Community Charter School (District) - Salem Community Charter School,4670505,46,13.0,28.3,,10.0,40.0,15.4,2011-12
Sandwich - Sandwich High,2610505,978,15.0,1.5,2.2,1.0,1.8,1.2,2011-12
Saugus - Saugus High,2620505,707,15.0,2.1,0.5,1.7,3.2,3.0,2011-12
Scituate - Scituate High School,2640505,856,4.0,0.5,0.4,0.5,0.0,0.9,2011-12
Seekonk - Seekonk High,2650505,676,6.0,0.9,1.3,0.0,0.0,2.3,2011-12
Sharon - Sharon High,2660505,"1,151",1.0,0.1,0.0,0.0,0.3,0.0,2011-12
Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,8710605,"1,346",3.0,0.2,0.0,0.0,0.0,0.9,2011-12
Shrewsbury - Shrewsbury Sr High,2710505,"1,631",10.0,0.6,0.5,0.0,1.2,0.8,2011-12
Silver Lake - Silver Lake Regional High,7600505,"1,213",5.0,0.4,0.0,0.7,0.0,1.1,2011-12
Somerset Berkley Regional School District - Somerset Berkley Regional High School,7630505,965,9.0,0.9,0.0,0.4,0.4,3.2,2011-12
Somerville - Full Circle High School,2740510,56,19.0,33.9,16.7,21.1,61.5,,2011-12
Somerville - Next Wave Junior High,2740410,2,,,,,,,2011-12
Somerville - Somerville High,2740505,"1,320",37.0,2.8,2.8,3.4,3.4,1.8,2011-12
South Hadley - South Hadley High,2780505,632,5.0,0.8,0.6,1.9,0.6,0.0,2011-12
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,8290605,670,10.0,1.5,1.2,1.1,2.1,1.4,2011-12
South Shore Charter Public (District) - South Shore Charter Public School,4880550,141,1.0,0.7,0.0,0.0,3.0,0.0,2011-12
South Shore Regional Vocational Technical - So Shore Vocational Technical High,8730605,608,5.0,0.8,0.0,0.0,1.4,2.1,2011-12
Southbridge - Mary E Wells Jr High,2770305,1,,,,,,,2011-12
Southbridge - Southbridge High,2770505,440,20.0,4.5,3.7,5.4,5.8,3.3,2011-12
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,8720605,"1,242",17.0,1.4,0.3,0.9,1.0,3.3,2011-12
Southern Berkshire - Mt Everett Regional,7650505,243,6.0,2.5,1.4,1.9,4.2,2.8,2011-12
Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,8760605,"1,073",12.0,1.1,0.0,1.1,1.2,2.5,2011-12
Southwick-Tolland - Southwick-Tolland Regional High,7660505,539,8.0,1.5,0.0,1.6,2.1,2.1,2011-12
Spencer-E Brookfield - David Prouty High,7670505,468,2.0,0.4,0.0,0.0,1.7,0.0,2011-12
Spirit of Knowledge Charter School (District) - Spirit of Knowledge Charter School,4760505,59,4.0,6.8,14.3,0.0,,,2011-12
Springfield - Early College High School,2810565,70,11.0,15.7,,,21.1,9.4,2011-12
Springfield - Gateway to College,2810575,28,5.0,17.9,,16.7,20.0,16.7,2011-12
Springfield - High School Of Commerce,2810510,"1,099",150.0,13.6,11.1,19.3,7.5,18.6,2011-12
Springfield - High School/Science-Tech,2810530,"1,400",163.0,11.6,11.5,10.7,13.2,11.7,2011-12
Springfield - Liberty Preparatory Academy,2810560,34,10.0,29.4,,33.3,18.2,28.6,2011-12
Springfield - Putnam Vocational Technical High School,2810620,"1,383",71.0,5.1,2.2,6.1,5.0,7.8,2011-12
Springfield - Springfield Central High,2810500,"2,064",159.0,7.7,7.3,10.2,5.9,7.1,2011-12
Springfield - Springfield High School,2810570,112,52.0,46.4,56.0,44.8,38.5,14.3,2011-12
Springfield - Springfield Public Day High School,2810550,123,33.0,26.8,15.4,43.3,12.8,60.0,2011-12
Springfield - The Springfield Renaissance School,2810205,381,9.0,2.4,2.0,2.0,1.0,4.8,2011-12
Stoneham - Stoneham High,2840505,708,10.0,1.4,0.6,1.6,1.1,2.4,2011-12
Stoughton - Stoughton High,2850505,"1,072",11.0,1.0,0.7,1.2,2.2,0.0,2011-12
Sturgis Charter Public (District) - Sturgis Charter Public School,4890505,630,5.0,0.8,0.0,0.5,1.0,3.2,2011-12
Sutton - Sutton High School,2900510,390,1.0,0.3,0.0,0.0,1.0,0.0,2011-12
Swampscott - Swampscott High,2910505,738,11.0,1.5,1.3,1.5,1.5,1.6,2011-12
Swansea - Joseph Case High,2920505,587,6.0,1.0,1.8,0.7,0.8,0.7,2011-12
Tantasqua - Tantasqua Regional Sr High,7700505,803,15.0,1.9,1.1,1.0,1.8,3.3,2011-12
Tantasqua - Tantasqua Regional Vocational,7700605,373,1.0,0.3,0.0,0.9,0.0,0.0,2011-12
Taunton - Taunton High,2930505,"1,751",78.0,4.5,3.5,4.2,2.5,7.9,2011-12
Tewksbury - Tewksbury Memorial High,2950505,905,12.0,1.3,1.7,1.0,2.8,0.0,2011-12
Tri County Regional Vocational Technical - Tri County Regional Vocational Technical,8780605,"1,006",5.0,0.5,0.0,0.4,1.2,0.5,2011-12
Triton - Triton Regional High School,7730505,771,16.0,2.1,1.0,2.6,2.8,2.1,2011-12
Tyngsborough - Tyngsborough High School,3010505,504,3.0,0.6,0.0,1.8,0.0,0.8,2011-12
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,8790605,646,3.0,0.5,0.0,0.0,0.6,1.4,2011-12
Uxbridge - Uxbridge High,3040505,451,12.0,2.7,0.0,4.7,5.0,0.9,2011-12
Wachusett - Wachusett Regional High,7750505,"2,074",17.0,0.8,0.0,0.2,1.3,1.8,2011-12
Wakefield - Wakefield Memorial High,3050505,973,5.0,0.5,0.0,0.9,0.8,0.4,2011-12
Walpole - Walpole High,3070505,"1,110",0.0,0.0,0.0,0.0,0.0,0.0,2011-12
Waltham - Waltham Sr High,3080505,"1,370",44.0,3.2,2.1,2.6,4.4,3.7,2011-12
Ware - Ware Junior/Senior High School,3090505,289,11.0,3.8,4.5,1.2,3.6,6.2,2011-12
Wareham - Wareham Cooperative Junior/Senior High School,3100315,76,33.0,43.4,0.0,,33.3,52.2,2011-12
Wareham - Wareham Senior High,3100505,741,15.0,2.0,3.4,1.6,1.9,1.1,2011-12
Wareham - West Wareham Academy,3100310,8,2.0,25.0,,,,,2011-12
Watertown - Watertown High,3140505,747,14.0,1.9,0.0,1.5,2.1,4.1,2011-12
Wayland - Wayland High School,3150505,856,0.0,0.0,0.0,0.0,0.0,0.0,2011-12
Webster - Bartlett Jr Sr High School,3160505,498,33.0,6.6,5.6,12.2,4.5,4.1,2011-12
Wellesley - Wellesley Sr High,3170505,"1,353",2.0,0.1,0.3,0.0,0.0,0.3,2011-12
West Boylston - West Boylston Junior/Senior High,3220505,285,5.0,1.8,0.0,0.0,5.8,1.3,2011-12
West Bridgewater - West Bridgewater Junior/Senior,3230505,385,2.0,0.5,0.0,0.0,0.0,2.4,2011-12
West Springfield - West Springfield High,3320505,"1,206",37.0,3.1,3.7,3.3,3.0,2.1,2011-12
Westborough - Westborough High,3210505,"1,064",10.0,0.9,0.3,0.7,1.2,1.7,2011-12
Westfield - Westfield High,3250505,"1,505",27.0,1.8,0.9,1.5,3.1,1.7,2011-12
Westfield - Westfield Vocational Technical High,3250605,482,12.0,2.5,0.0,3.6,4.8,2.1,2011-12
Westford - Westford Academy,3260505,"1,679",2.0,0.1,0.0,0.0,0.2,0.2,2011-12
Weston - Weston High,3300505,755,0.0,0.0,0.0,0.0,0.0,0.0,2011-12
Westport - Westport High,3310505,449,15.0,3.3,1.1,4.4,5.0,2.0,2011-12
Westwood - Westwood High,3350505,922,2.0,0.2,0.0,0.5,0.0,0.4,2011-12
Weymouth - Weymouth High School,3360505,"2,065",59.0,2.9,2.0,3.4,2.2,4.0,2011-12
Whitman-Hanson - Whitman Hanson Regional,7800505,"1,185",15.0,1.3,0.0,0.3,1.0,3.6,2011-12
Whittier Regional Vocational Technical - Whittier Regional Vocational,8850605,"1,238",6.0,0.5,0.9,0.0,1.0,0.0,2011-12
Wilmington - Wilmington High,3420505,965,9.0,0.9,0.8,0.9,0.8,1.3,2011-12
Winchendon - Murdock Middle/High,3430505,352,9.0,2.6,1.1,2.1,3.4,3.8,2011-12
Winchester - Winchester High School,3440505,"1,091",4.0,0.4,0.4,0.4,0.0,0.8,2011-12
Winthrop - Winthrop Sr High,3460505,497,8.0,1.6,3.8,0.0,0.8,1.9,2011-12
Woburn - Woburn High,3470505,"1,301",44.0,3.4,2.5,1.8,5.2,4.1,2011-12
Worcester - Burncoat Senior High,3480503,"1,016",45.0,4.4,2.3,7.4,5.1,3.4,2011-12
Worcester - Claremont Academy,3480350,252,7.0,2.8,1.4,4.3,1.4,4.7,2011-12
Worcester - Doherty Memorial High,3480512,"1,331",50.0,3.8,3.4,4.0,3.8,3.9,2011-12
Worcester - North High,3480515,"1,193",79.0,6.6,5.7,8.2,5.0,7.8,2011-12
Worcester - South High Community,3480520,"1,337",78.0,5.8,4.6,8.4,5.6,4.6,2011-12
Worcester - University Pk Campus School,3480285,156,1.0,0.6,0.0,0.0,0.0,3.1,2011-12
Worcester - Worcester Technical High,3480605,"1,366",5.0,0.4,0.0,0.0,0.3,1.2,2011-12
