School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
Boston - Dearborn,350074,92,0,0.0,0.0,0.0,,,2014-15
Boston - Dorchester Academy,350651,372,42,11.3,5.6,10.6,13.3,15.2,2014-15
Boston - Dr. William Henderson Upper,350426,125,2,1.6,1.4,0.0,3.1,,2014-15
Boston - East Boston High,350530,"1,502",67,4.5,7.5,3.4,3.1,2.8,2014-15
Boston - Excel High School,350522,534,53,9.9,11.7,3.0,16.3,5.7,2014-15
Boston - Fenway High School,350540,328,1,0.3,0.0,0.0,1.2,0.0,2014-15
Boston - Greater Egleston Community High School,350543,200,14,7.0,28.6,7.1,2.6,7.1,2014-15
Boston - Horace Mann School for the Deaf,350750,26,5,19.2,0.0,0.0,,45.5,2014-15
Boston - Jeremiah E Burke High,350525,535,35,6.5,15.6,3.0,2.6,4.7,2014-15
Boston - Lyon Upper 9-12,350655,134,3,2.2,3.2,5.7,0.0,0.0,2014-15
Boston - Madison Park High,350537,899,54,6.0,9.5,6.1,5.0,4.5,2014-15
Boston - Margarita Muniz Academy,350549,229,5,2.2,2.4,4.2,0.0,,2014-15
Boston - New Mission High School,350542,301,3,1.0,0.0,0.0,1.2,2.9,2014-15
Boston - OBryant School Math/Science,350575,"1,123",7,0.6,0.6,1.0,0.4,0.4,2014-15
Boston - Quincy Upper School,350565,211,2,0.9,0.0,0.0,0.0,3.4,2014-15
Boston - Snowden International School at Copley,350690,388,10,2.6,2.9,5.7,0.0,1.5,2014-15
Boston - TechBoston Academy,350657,587,8,1.4,0.6,1.3,2.2,1.6,2014-15
Boston - The English High,350535,557,35,6.3,7.8,3.6,9.9,3.0,2014-15
Boston - Urban Science Academy,350579,462,21,4.5,5.9,6.2,3.6,2.2,2014-15
Boston - West Roxbury Academy,350658,577,36,6.2,9.9,9.5,1.9,3.8,2014-15
Boston - William McKinley,350363,188,26,13.8,7.0,9.3,13.6,31.3,2014-15
Boston Collegiate Charter - Boston Collegiate Charter School,4490305,296,1,0.3,0.0,0.0,0.0,1.8,2014-15
Boston Day and Evening Academy Charter - Boston Day and Evening Academy Charter School,4240505,380,80,21.1,26.6,18.2,17.6,21.1,2014-15
Boston Green Academy Horace Mann Charter School - Boston Green Academy Horace Mann Charter School,4110305,311,9,2.9,4.2,1.2,1.3,5.0,2014-15
Boston Preparatory Charter Public - Boston Preparatory Charter Public School,4160305,217,0,0.0,0.0,0.0,0.0,0.0,2014-15
Bourne - Bourne High School,360505,462,4,0.9,0.9,0.0,1.3,0.9,2014-15
Braintree - Braintree High,400505,"1,595",12,0.8,0.2,0.3,1.0,1.5,2014-15
Bridgewater-Raynham - Bridgewater-Raynham Regional,6250505,"1,485",14,0.9,0.0,0.8,1.4,1.6,2014-15
Bristol County Agricultural - Bristol County Agricultural High,9100705,448,1,0.2,0.0,0.0,0.0,1.0,2014-15
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,8100605,"1,322",5,0.4,0.0,0.0,0.3,1.3,2014-15
Brockton - B B Russell Alternative School,440080,41,14,34.1,33.3,33.3,,,2014-15
Brockton - Brockton Champion High School,440515,190,33,17.4,13.8,15.0,24.4,18.2,2014-15
Brockton - Brockton High,440505,"4,142",42,1.0,1.3,0.7,1.2,0.9,2014-15
Brockton - Edison Academy,440520,246,93,37.8,16.7,65.9,30.4,46.2,2014-15
Brockton - Goddard Alternative School,440400,42,2,4.8,0.0,16.7,0.0,11.1,2014-15
Brookline - Brookline High,460505,"1,876",9,0.5,0.0,0.2,0.7,1.1,2014-15
Burlington - Burlington High,480505,988,2,0.2,0.4,0.0,0.4,0.0,2014-15
Cambridge - Cambridge Rindge and Latin,490506,"1,832",18,1.0,0.2,0.0,0.9,3.1,2014-15
Canton - Canton High,500505,913,2,0.2,0.0,0.9,0.0,0.0,2014-15
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,8150605,643,9,1.4,0.0,1.2,0.6,4.2,2014-15
Carver - Carver Middle/High School,520405,441,6,1.4,1.6,1.7,0.9,1.1,2014-15
Central Berkshire - Wahconah Regional High,6350505,540,8,1.5,1.6,1.4,0.8,2.0,2014-15
Chelmsford - Chelmsford High,560505,"1,577",17,1.1,2.1,0.3,0.7,1.2,2014-15
Chelsea - Chelsea High,570505,"1,523",97,6.4,6.6,8.4,6.1,3.7,2014-15
Chicopee - Chicopee Academy,610021,84,27,32.1,44.4,32.1,16.7,27.3,2014-15
Chicopee - Chicopee Comprehensive High School,610510,"1,427",38,2.7,0.8,1.9,3.9,4.3,2014-15
Chicopee - Chicopee High,610505,"1,030",35,3.4,0.4,2.5,5.8,4.8,2014-15
City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street,4370505,287,0,0.0,0.0,0.0,0.0,0.0,2014-15
City on a Hill Charter Public School Dudley Square (District) - City on a Hill Charter Public School Dudley Square,35040505,192,0,0.0,0.0,0.0,,,2014-15
City on a Hill Charter Public School New Bedford (District) - City on a Hill Charter Public School New Bedford,35070505,88,0,0.0,0.0,,,,2014-15
Clinton - Clinton Senior High,640505,429,6,1.4,2.5,0.9,0.0,2.0,2014-15
Codman Academy Charter Public (District) - Codman Academy Charter Public School,4380505,143,2,1.4,0.0,5.0,0.0,0.0,2014-15
Cohasset - Cohasset Middle/High School,650505,391,0,0.0,0.0,0.0,0.0,0.0,2014-15
Community Charter School of Cambridge - Community Charter School of Cambridge,4360305,237,2,0.8,0.0,1.7,0.0,1.8,2014-15
Concord-Carlisle - Concord Carlisle High,6400505,"1,255",0,0.0,0.0,0.0,0.0,0.0,2014-15
Danvers - Danvers High,710505,"1,039",9,0.9,0.4,1.2,0.4,1.4,2014-15
Dartmouth - Dartmouth High,720505,"1,077",16,1.5,0.0,3.3,1.5,0.8,2014-15
Dedham - Dedham High,730505,700,8,1.1,1.2,0.0,1.1,2.3,2014-15
Dennis-Yarmouth - Dennis-Yarmouth Regional High,6450505,744,21,2.8,0.0,3.4,3.8,4.7,2014-15
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,6500505,850,5,0.6,0.5,0.0,1.9,0.0,2014-15
Douglas - Douglas High School,770505,409,2,0.5,0.0,0.0,0.0,1.9,2014-15
Dover-Sherborn - Dover-Sherborn Regional High,6550505,663,1,0.2,0.6,0.0,0.0,0.0,2014-15
Dracut - Dracut Senior High,790505,856,15,1.8,2.5,1.6,1.3,1.7,2014-15
Dracut - Parker Avenue School,790515,7,0,0.0,,,,,2014-15
Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,"1,129",11,1.0,0.3,1.3,1.1,1.2,2014-15
Duxbury - Duxbury High,820505,"1,106",2,0.2,0.3,0.4,0.0,0.0,2014-15
East Bridgewater - East Bridgewater JR./SR. High School,830505,642,15,2.3,4.6,1.1,2.1,1.4,2014-15
East Longmeadow - East Longmeadow High,870505,874,7,0.8,0.0,0.4,0.0,2.9,2014-15
Easthampton - Easthampton High,860505,449,8,1.8,0.9,0.9,4.4,0.9,2014-15
Easton - Oliver Ames High,880505,"1,176",5,0.4,0.0,0.3,0.4,1.0,2014-15
Edward M. Kennedy Academy for Health Careers - Edward M. Kennedy Academy for Health Careers,4520505,359,1,0.3,0.0,1.1,0.0,0.0,2014-15
Essex North Shore Agricultural and Technical School District - Essex Technical High School,8170505,"1,128",1,0.1,0.0,0.4,0.0,0.0,2014-15
Everett - Devens School,930030,22,5,22.7,0.0,20.0,,,2014-15
Everett - Everett High,930505,"2,060",66,3.2,2.4,3.6,4.0,3.0,2014-15
Fairhaven - Fairhaven High,940505,648,8,1.2,2.5,0.7,0.0,1.8,2014-15
Fall River - B M C Durfee High,950505,"2,249",87,3.9,3.9,4.4,4.8,2.0,2014-15
Fall River - Resiliency Preparatory School,950325,191,43,22.5,23.5,27.5,18.9,15.8,2014-15
Falmouth - Falmouth High,960505,866,17,2.0,1.7,1.6,2.1,2.5,2014-15
Fitchburg - Fitchburg High,970505,"1,135",15,1.3,0.3,1.7,2.0,1.2,2014-15
Fitchburg - Goodrich Academy,970510,183,34,18.6,,33.3,18.8,9.8,2014-15
Four Rivers Charter Public - Four Rivers Charter Public School,4130505,144,1,0.7,0.0,0.0,2.9,0.0,2014-15
Foxborough - Foxborough High,990505,855,3,0.4,0.0,0.0,0.0,1.3,2014-15
Foxborough Regional Charter - Foxborough Regional Charter School,4460550,280,0,0.0,0.0,0.0,0.0,0.0,2014-15
Framingham - Framingham High School,1000515,"1,995",44,2.2,3.8,1.1,1.0,3.0,2014-15
Francis W. Parker Charter Essential - Francis W. Parker Charter Essential School,4780505,253,0,0.0,0.0,0.0,0.0,0.0,2014-15
Franklin - Franklin High,1010505,"1,697",3,0.2,0.0,0.0,0.5,0.3,2014-15
Franklin County Regional Vocational Technical - Franklin County Technical,8180605,519,8,1.5,0.0,3.1,2.3,0.8,2014-15
Freetown-Lakeville - Apponequet Regional High,6650505,753,7,0.9,0.5,2.4,0.0,1.0,2014-15
Frontier - Frontier Regional,6700505,373,4,1.1,0.0,2.2,1.0,1.1,2014-15
Gardner - Gardner Academy for Learning and Technology,1030515,78,16,20.5,7.1,36.0,21.7,6.3,2014-15
Gardner - Gardner High,1030505,546,3,0.5,0.6,0.7,0.8,0.0,2014-15
Gateway - Gateway Regional High,6720505,254,6,2.4,1.7,5.1,3.3,0.0,2014-15
Georgetown - Georgetown High School,1050505,404,3,0.7,0.0,0.0,1.0,2.2,2014-15
Gill-Montague - Turners Fall High,6740505,252,20,7.9,3.4,4.7,13.8,9.9,2014-15
Global Learning Charter Public - Global Learning Charter Public School,4960305,166,3,1.8,3.8,0.0,0.0,2.9,2014-15
Gloucester - Gloucester High,1070505,882,18,2.0,1.7,3.3,1.5,1.8,2014-15
Grafton - Grafton High School,1100505,787,9,1.1,0.5,2.0,1.9,0.0,2014-15
Granby - Granby Jr Sr High School,1110505,297,1,0.3,0.0,0.0,1.3,0.0,2014-15
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,"1,410",6,0.4,0.0,0.6,0.6,0.6,2014-15
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,"1,352",7,0.5,0.0,0.3,0.9,1.0,2014-15
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,"2,108",15,0.7,0.2,0.9,1.2,0.6,2014-15
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,"2,141",38,1.8,0.4,1.8,1.3,4.0,2014-15
Greenfield - Greenfield High,1140505,372,13,3.5,3.3,2.8,4.7,3.4,2014-15
Groton-Dunstable - Groton Dunstable Regional,6730505,862,3,0.3,0.0,0.5,0.5,0.4,2014-15
Hadley - Hopkins Academy,1170505,179,3,1.7,2.7,2.2,1.8,0.0,2014-15
Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,625,5,0.8,0.7,0.0,0.6,1.9,2014-15
Hampden Charter School of Science - Hampden Charter School of Science,4990305,182,0,0.0,0.0,0.0,0.0,0.0,2014-15
Hampden-Wilbraham - Minnechaug Regional High,6800505,"1,187",9,0.8,0.7,1.0,1.0,0.3,2014-15
Hampshire - Hampshire Regional High,6830505,485,0,0.0,0.0,0.0,0.0,0.0,2014-15
Hanover - Hanover High,1220505,787,3,0.4,0.5,1.0,0.0,0.0,2014-15
Harvard - Bromfield,1250505,414,4,1.0,1.0,1.0,1.0,0.9,2014-15
Hatfield - Smith Academy,1270505,130,0,0.0,0.0,0.0,0.0,0.0,2014-15
Haverhill - Haverhill Alternative School,1280033,27,9,33.3,,37.5,27.3,,2014-15
Haverhill - Haverhill High,1280505,"1,809",85,4.7,3.4,4.7,4.5,6.4,2014-15
Haverhill - TEACH,1280073,23,2,8.7,,,16.7,0.0,2014-15
Hingham - Hingham High,1310505,"1,200",7,0.6,0.0,0.3,0.4,1.8,2014-15
Holbrook - Holbrook Jr Sr High,1330505,275,11,4.0,1.3,1.7,3.9,9.2,2014-15
Holliston - Holliston High,1360505,799,3,0.4,0.0,0.0,0.0,1.7,2014-15
Holyoke - Holyoke High,1370505,"1,319",75,5.7,6.4,6.5,2.8,6.5,2014-15
Holyoke - Wm J Dean Vocational Technical High,1370605,403,53,13.2,1.6,24.7,16.3,13.5,2014-15
Hopedale - Hopedale Jr Sr High,1380505,348,2,0.6,0.0,1.1,0.0,1.2,2014-15
Hopkinton - Hopkinton High,1390505,"1,120",0,0.0,0.0,0.0,0.0,0.0,2014-15
Hudson - Hudson High,1410505,765,15,2.0,1.4,1.2,1.9,3.4,2014-15
Hull - Hull High,1420505,342,7,2.0,0.0,0.0,2.2,5.0,2014-15
Innovation Academy Charter - Innovation Academy Charter School,4350305,361,4,1.1,2.7,0.0,1.2,0.0,2014-15
Ipswich - Ipswich High,1440505,568,3,0.5,0.0,1.3,0.8,0.0,2014-15
KIPP Academy Lynn Charter - KIPP Academy Lynn Charter School,4290010,395,2,0.5,0.9,0.9,0.0,0.0,2014-15
King Philip - King Philip Regional High,6900505,"1,294",8,0.6,0.6,0.9,0.5,0.4,2014-15
Lawrence - Business Management & Finance High School,1490530,490,11,2.2,2.7,0.0,2.2,3.7,2014-15
Lawrence - Health & Human Services High School,1490531,520,4,0.8,1.2,0.0,1.7,0.0,2014-15
Lawrence - High School Learning Center,1490536,193,44,22.8,50.0,50.0,18.5,10.0,2014-15
Lawrence - Humanities & Leadership Development High School,1490532,578,12,2.1,0.6,4.9,0.0,3.1,2014-15
Lawrence - International High School,1490534,490,32,6.5,2.4,9.4,6.9,7.1,2014-15
"Lawrence - Math, Science & Technology High School",1490533,525,12,2.3,1.2,3.0,3.6,1.7,2014-15
Lawrence - Performing & Fine Arts High School,1490535,527,6,1.1,3.3,0.0,1.5,0.0,2014-15
Lawrence - Phoenix Academy Lawrence,1490540,185,31,16.8,18.8,18.2,11.9,14.3,2014-15
Lawrence - School for Exceptional Studies,1490537,80,8,10.0,10.0,13.3,13.3,0.0,2014-15
Lee - Lee Middle/High School,1500505,233,4,1.7,1.9,3.2,1.5,0.0,2014-15
Leicester - Leicester High,1510505,433,7,1.6,0.0,1.0,3.7,1.9,2014-15
Lenox - Lenox Memorial High,1520505,236,0,0.0,0.0,0.0,0.0,0.0,2014-15
Leominster - Center For Technical Education Innovation,1530605,751,1,0.1,0.0,0.7,0.0,0.0,2014-15
Leominster - Leominster Center for Excellence,1530515,23,0,0.0,,0.0,0.0,,2014-15
Leominster - Leominster High School,1530505,"1,066",12,1.1,1.5,1.4,0.7,1.0,2014-15
Lexington - Lexington High,1550505,"2,093",4,0.2,0.0,0.0,0.2,0.6,2014-15
Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,"1,615",1,0.1,0.0,0.0,0.3,0.0,2014-15
Littleton - Littleton High School,1580505,445,1,0.2,0.0,0.8,0.0,0.0,2014-15
Longmeadow - Longmeadow High,1590505,967,2,0.2,0.4,0.0,0.0,0.4,2014-15
Lowell - Leblanc Therapeutic Day School,1600320,27,1,3.7,0.0,0.0,0.0,14.3,2014-15
Lowell - Lowell High,1600505,"3,013",47,1.6,1.2,1.9,1.9,1.2,2014-15
Lowell Middlesex Academy Charter - Lowell Middlesex Academy Charter School,4580505,109,62,56.9,,,45.0,35.1,2014-15
Ludlow - Ludlow Senior High,1610505,893,7,0.8,0.8,0.0,2.0,0.5,2014-15
Lunenburg - Lunenburg High,1620505,425,1,0.2,0.0,0.0,0.0,0.9,2014-15
Lynn - Classical High,1630505,"1,608",72,4.5,4.1,6.6,3.2,3.9,2014-15
Lynn - Fecteau-Leary Junior/Senior High School,1630525,98,15,15.3,17.1,10.0,21.1,12.5,2014-15
Lynn - Lynn English High,1630510,"1,614",60,3.7,2.8,6.0,3.7,2.2,2014-15
Lynn - Lynn Vocational Technical Institute,1630605,784,10,1.3,0.0,1.8,1.0,3.1,2014-15
Lynnfield - Lynnfield High,1640505,632,1,0.2,0.0,0.0,0.0,0.7,2014-15
MATCH Charter Public School (District) - MATCH Charter Public School,4690505,278,1,0.4,0.0,1.3,0.0,0.0,2014-15
Ma Academy for Math and Science - Ma Academy for Math and Science School,4680505,97,0,0.0,,,0.0,0.0,2014-15
Malden - Malden High,1650505,"1,869",49,2.6,2.8,3.2,1.5,3.0,2014-15
Manchester Essex Regional - Manchester Essex Regional High School,6980510,440,0,0.0,0.0,0.0,0.0,0.0,2014-15
Mansfield - Mansfield High,1670505,"1,321",3,0.2,0.0,0.3,0.3,0.3,2014-15
Marblehead - Marblehead High,1680505,"1,024",4,0.4,0.0,0.8,0.0,0.8,2014-15
Marlborough - Marlborough High,1700505,"1,072",24,2.2,1.0,2.7,2.0,3.3,2014-15
Marshfield - Marshfield High,1710505,"1,323",9,0.7,0.0,0.3,0.3,2.3,2014-15
Martha's Vineyard - Martha's Vineyard Regional High,7000505,681,7,1.0,0.0,1.6,0.6,1.9,2014-15
Martha's Vineyard Charter - Martha's Vineyard Charter School,4660550,44,0,0.0,0.0,0.0,0.0,0.0,2014-15
Masconomet - Masconomet Regional High School,7050505,"1,312",5,0.4,0.0,0.0,0.6,0.9,2014-15
Mashpee - Mashpee High,1720505,431,6,1.4,0.0,1.8,2.0,1.9,2014-15
Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District - Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School,39010900,136,13,9.6,10.9,8.3,6.9,12.5,2014-15
Maynard - Maynard High,1740505,338,1,0.3,0.0,0.0,0.0,1.2,2014-15
Medfield - Medfield Senior High,1750505,876,2,0.2,0.0,0.0,0.4,0.5,2014-15
Medford - Curtis-Tufts,1760510,22,9,40.9,,,,12.5,2014-15
Medford - Medford High,1760505,"1,121",18,1.6,0.9,1.9,1.9,1.9,2014-15
Medford - Medford Vocational Technical High,1760605,206,6,2.9,0.0,0.0,1.4,11.6,2014-15
Medway - Medway High,1770505,793,4,0.5,0.0,0.0,0.0,2.1,2014-15
Melrose - Melrose High,1780505,933,5,0.5,0.4,0.4,0.8,0.4,2014-15
Mendon-Upton - Nipmuc Regional High,7100510,623,4,0.6,0.0,0.0,1.8,0.6,2014-15
Methuen - Methuen High,1810505,"1,779",23,1.3,0.6,2.2,1.5,0.9,2014-15
Middleborough - Middleborough High,1820505,778,15,1.9,1.0,2.0,2.0,2.8,2014-15
Milford - Milford High,1850505,"1,121",28,2.5,1.0,3.8,3.5,1.8,2014-15
Millbury - Millbury Junior/Senior High,1860505,450,6,1.3,0.0,1.8,1.1,2.2,2014-15
Millis - Millis High School,1870505,399,4,1.0,0.0,2.3,1.0,1.1,2014-15
Milton - Milton High,1890505,963,1,0.1,0.0,0.4,0.0,0.0,2014-15
Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,673,10,1.5,0.0,1.1,0.6,4.0,2014-15
Mohawk Trail - Mohawk Trail Regional High,7170505,293,8,2.7,2.7,3.5,2.6,2.3,2014-15
Monomoy Regional School District - Monomoy Regional High School,7120515,459,9,2.0,1.5,0.8,2.7,3.2,2014-15
Monson - Monson Innovation High School,1910505,329,4,1.2,0.0,1.2,2.2,1.2,2014-15
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,8320605,"1,435",1,0.1,0.3,0.0,0.0,0.0,2014-15
Mount Greylock - Mt Greylock Regional High,7150505,345,2,0.6,0.0,1.2,0.0,1.1,2014-15
Mystic Valley Regional Charter - Mystic Valley Regional Charter School,4700105,396,3,0.8,3.1,0.0,0.0,0.0,2014-15
Nantucket - Nantucket High,1970505,489,12,2.5,2.2,3.8,3.3,0.0,2014-15
Narragansett - Narragansett Regional High,7200505,382,4,1.0,0.0,2.2,2.1,0.0,2014-15
Nashoba - Nashoba Regional,7250505,"1,063",11,1.0,0.4,1.9,1.5,0.4,2014-15
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,8520605,735,2,0.3,0.0,0.0,1.1,0.0,2014-15
Natick - Natick High,1980505,"1,493",2,0.1,0.0,0.3,0.0,0.3,2014-15
Nauset - Nauset Regional High,6600505,956,5,0.5,0.5,0.4,0.4,0.8,2014-15
Needham - Needham High,1990505,"1,612",0,0.0,0.0,0.0,0.0,0.0,2014-15
New Bedford - New Bedford High,2010505,"2,153",62,2.9,4.7,4.1,1.0,0.5,2014-15
New Bedford - Trinity Day Academy,2010510,35,3,8.6,0.0,22.2,12.5,0.0,2014-15
New Bedford - Whaling City Junior/Senior High School,2010515,67,24,35.8,44.0,20.0,,33.3,2014-15
New Liberty Charter School of Salem (District) - New Liberty Charter School of Salem,4670505,46,27,58.7,,,35.0,,2014-15
Newburyport - Newburyport High,2040505,782,3,0.4,1.0,0.5,0.0,0.0,2014-15
Newton - Newton North High,2070505,"2,012",4,0.2,0.0,0.6,0.0,0.2,2014-15
Newton - Newton South High,2070510,"1,802",2,0.1,0.0,0.0,0.0,0.5,2014-15
Norfolk County Agricultural - Norfolk County Agricultural,9150705,498,0,0.0,0.0,0.0,0.0,0.0,2014-15
North Adams - Drury High,2090505,361,15,4.2,5.1,4.7,4.0,3.1,2014-15
North Andover - North Andover High,2110505,"1,408",10,0.7,1.1,0.6,0.3,0.8,2014-15
North Attleborough - North Attleboro High,2120505,"1,197",10,0.8,1.3,0.4,1.0,0.7,2014-15
North Brookfield - North Brookfield High,2150505,132,3,2.3,0.0,0.0,2.2,6.5,2014-15
North Middlesex - North Middlesex Regional,7350505,896,10,1.1,1.0,1.8,0.8,0.9,2014-15
North Reading - North Reading High,2170505,792,4,0.5,0.4,0.5,0.5,0.6,2014-15
Northampton - Northampton High,2100505,903,6,0.7,0.9,0.4,0.9,0.5,2014-15
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,4060705,430,2,0.5,0.0,0.0,0.0,2.2,2014-15
Northboro-Southboro - Algonquin Regional High,7300505,"1,442",3,0.2,0.0,0.3,0.5,0.0,2014-15
Northbridge - Northbridge High,2140505,650,9,1.4,0.6,2.0,2.0,1.1,2014-15
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,8530605,"1,267",6,0.5,0.0,0.0,0.3,1.6,2014-15
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,8510605,500,3,0.6,0.0,0.8,0.8,0.9,2014-15
Norton - Norton High,2180505,731,9,1.2,2.6,1.0,0.0,1.3,2014-15
Norwell - Norwell High,2190505,675,0,0.0,0.0,0.0,0.0,0.0,2014-15
Norwood - Norwood High,2200505,"1,022",6,0.6,0.0,1.6,0.4,0.4,2014-15
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,8550605,571,1,0.2,0.0,0.0,0.0,0.7,2014-15
Old Rochester - Old Rochester Regional High,7400505,785,4,0.5,0.5,0.5,1.0,0.0,2014-15
