School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
Boston - Snowden International School at Copley,350690,483,10.0,2.1,0.8,0.8,2.5,4.5,2020-21
Boston - TechBoston Academy,350657,567,9.0,1.6,0.6,1.3,2.4,2.3,2020-21
Boston - The English High,350535,505,19.0,3.8,1.0,3.2,5.0,5.3,2020-21
Boston - William McKinley,350363,138,3.0,2.2,3.8,4.4,0.0,0.0,2020-21
Boston Collegiate Charter (District) - Boston Collegiate Charter School,4490305,337,1.0,0.3,1.1,0.0,0.0,0.0,2020-21
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,4240505,356,88.0,24.7,21.9,30.8,19.2,24.9,2020-21
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,4110305,330,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,4160305,359,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Bourne - Bourne High School,360505,417,5.0,1.2,0.0,3.2,0.9,0.9,2020-21
Braintree - Braintree High,400505,"1,647",12.0,0.7,0.0,0.2,0.9,1.6,2020-21
Bridgewater-Raynham - Bridgewater-Raynham Regional,6250505,"1,359",12.0,0.9,0.7,1.5,0.8,0.5,2020-21
Bridgewater-Raynham - Therapeutic Day School,6250415,11,0.0,0.0,,,0.0,,2020-21
Bristol County Agricultural - Bristol County Agricultural High,9100705,448,2.0,0.4,0.0,0.0,0.0,2.0,2020-21
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,8100605,"1,319",11.0,0.8,0.0,0.3,1.8,1.4,2020-21
Brockton - Brockton Champion High School,440515,110,15.0,13.6,20.0,16.7,9.1,7.1,2020-21
Brockton - Brockton High,440505,"4,015",58.0,1.4,1.3,1.7,0.7,2.0,2020-21
Brockton - Edison Academy,440520,133,53.0,39.8,,53.3,25.0,47.9,2020-21
Brockton - Frederick Douglass Academy,440080,17,4.0,23.5,44.4,,,,2020-21
Brockton - Huntington Therapeutic Day School,440400,39,1.0,2.6,0.0,0.0,0.0,8.3,2020-21
Brooke Charter School (District) - Brooke Charter School,4280305,382,2.0,0.5,0.0,0.0,1.4,2.4,2020-21
Brookline - Brookline High,460505,"2,017",3.0,0.1,0.0,0.0,0.4,0.2,2020-21
Burlington - Burlington High,480505,893,2.0,0.2,0.0,0.5,0.4,0.0,2020-21
Cambridge - Cambridge Rindge and Latin,490506,"1,833",19.0,1.0,0.7,0.8,1.3,1.3,2020-21
Canton - Canton High,500505,945,9.0,1.0,0.9,1.0,0.0,1.9,2020-21
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,8150605,626,9.0,1.4,0.0,1.2,2.0,3.0,2020-21
Carver - Carver Middle/High School,520405,380,2.0,0.5,0.0,2.0,0.0,0.0,2020-21
Central Berkshire - Wahconah Regional High,6350505,514,2.0,0.4,0.0,0.9,0.8,0.0,2020-21
Chelmsford - Chelmsford High,560505,"1,408",2.0,0.1,0.3,0.0,0.3,0.0,2020-21
Chelsea - Chelsea High,570505,"1,446",59.0,4.1,3.5,4.9,5.2,2.1,2020-21
Chelsea - Chelsea Opportunity Academy,570515,101,17.0,16.8,,25.0,20.9,10.0,2020-21
Chicopee - Chicopee Academy,610021,45,10.0,22.2,9.1,23.5,,33.3,2020-21
Chicopee - Chicopee Comprehensive High School,610510,"1,162",16.0,1.4,0.3,1.0,1.6,2.6,2020-21
Chicopee - Chicopee High,610505,964,11.0,1.1,0.0,0.4,1.4,2.4,2020-21
City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street,4370505,299,7.0,2.3,2.9,2.7,3.0,1.1,2020-21
Clinton - Clinton Senior High,640505,479,5.0,1.0,0.0,2.5,1.9,0.0,2020-21
Codman Academy Charter Public (District) - Codman Academy Charter Public School,4380505,136,2.0,1.5,2.3,0.0,3.2,0.0,2020-21
Cohasset - Cohasset High School,650505,447,1.0,0.2,0.0,0.9,0.0,0.0,2020-21
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,69,4.0,5.8,6.9,5.0,,,2020-21
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,4360305,170,1.0,0.6,1.8,0.0,0.0,0.0,2020-21
Concord-Carlisle - Concord Carlisle High,6400505,"1,311",1.0,0.1,0.0,0.3,0.0,0.0,2020-21
Danvers - Danvers High,710505,864,5.0,0.6,0.0,0.5,1.0,0.8,2020-21
Dartmouth - Dartmouth High,720505,"1,045",6.0,0.6,0.0,0.4,1.4,0.4,2020-21
Dedham - Dedham High,730505,682,9.0,1.3,0.6,3.5,1.2,0.0,2020-21
Dennis-Yarmouth - Dennis-Yarmouth Regional High,6450505,652,20.0,3.1,0.7,3.5,5.1,2.8,2020-21
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,6500505,747,3.0,0.4,0.6,0.0,0.6,0.5,2020-21
Douglas - Douglas High School,770505,346,6.0,1.7,1.2,1.3,0.0,4.3,2020-21
Dover-Sherborn - Dover-Sherborn Regional High,6550505,670,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Dracut - Dracut Senior High,790505,881,4.0,0.5,0.9,0.0,0.9,0.0,2020-21
Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,"1,000",12.0,1.2,1.1,0.5,2.7,0.4,2020-21
Duxbury - Duxbury High,820505,958,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
East Bridgewater - East Bridgewater JR./SR. High School,830505,618,3.0,0.5,0.7,0.0,0.0,1.3,2020-21
East Longmeadow - East Longmeadow High,870505,802,3.0,0.4,0.0,0.5,0.0,1.2,2020-21
Easthampton - Easthampton High,860505,417,8.0,1.9,1.0,3.0,2.7,0.9,2020-21
Easton - Oliver Ames High,880505,"1,111",3.0,0.3,0.4,0.7,0.0,0.0,2020-21
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),4520505,385,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,8170505,"1,564",3.0,0.2,0.0,0.5,0.0,0.3,2020-21
Everett - Devens School,930030,21,1.0,4.8,0.0,0.0,16.7,,2020-21
Everett - Everett High,930505,"2,060",92.0,4.5,1.4,5.1,5.9,5.7,2020-21
Excel Academy Charter (District) - Excel Academy Charter School,4100205,677,1.0,0.1,0.0,0.0,0.0,0.6,2020-21
Fairhaven - Fairhaven High,940505,679,7.0,1.0,0.0,1.6,1.3,1.1,2020-21
Fall River - B M C Durfee High,950505,"2,130",28.0,1.3,0.2,2.2,1.0,1.8,2020-21
Fall River - Resiliency Preparatory Academy,950525,170,54.0,31.8,12.1,39.2,34.0,35.9,2020-21
Fall River - Stone PK-12 School,950340,27,3.0,11.1,0.0,20.0,16.7,,2020-21
Falmouth - Falmouth High,960505,807,22.0,2.7,2.5,2.1,4.9,1.6,2020-21
Fitchburg - Fitchburg High,970505,"1,253",7.0,0.6,0.3,0.0,1.4,0.7,2020-21
Fitchburg - Goodrich Academy,970510,125,13.0,10.4,,36.4,11.1,6.8,2020-21
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,140,3.0,2.1,0.0,2.7,2.5,3.6,2020-21
Foxborough - Foxborough High,990505,757,1.0,0.1,0.0,0.0,0.0,0.5,2020-21
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,360,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Framingham - Framingham High School,1000515,"2,385",55.0,2.3,1.4,3.5,2.9,1.4,2020-21
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,260,3.0,1.2,0.0,0.0,3.0,1.7,2020-21
Franklin - Franklin High,1010505,"1,728",2.0,0.1,0.2,0.0,0.2,0.0,2020-21
Franklin County Regional Vocational Technical - Franklin County Technical,8180605,555,4.0,0.7,0.0,1.4,1.5,0.0,2020-21
Freetown-Lakeville - Apponequet Regional High,6650505,753,2.0,0.3,0.5,0.0,0.0,0.5,2020-21
Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,1,,,,,,,2020-21
Frontier - Frontier Regional,6700505,403,5.0,1.2,0.0,2.0,1.0,1.9,2020-21
Gardner - Gardner Academy for Learning and Technology,1030515,114,7.0,6.1,14.3,6.5,5.0,3.4,2020-21
Gardner - Gardner High,1030505,517,6.0,1.2,1.2,0.9,0.0,2.3,2020-21
Gateway - Gateway Regional High,6720505,191,2.0,1.0,0.0,0.0,2.6,1.9,2020-21
Georgetown - Georgetown High School,1050505,337,1.0,0.3,0.0,0.0,1.1,0.0,2020-21
Gill-Montague - Turners Fall High,6740505,184,9.0,4.9,0.0,0.0,15.4,5.2,2020-21
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,144,1.0,0.7,0.0,0.0,2.9,0.0,2020-21
Gloucester - Gloucester High,1070505,812,27.0,3.3,3.5,3.0,3.6,3.1,2020-21
Grafton - Grafton High School,1100505,870,2.0,0.2,0.0,0.4,0.4,0.0,2020-21
Granby - Granby Jr Sr High School,1110505,226,2.0,0.9,0.0,0.0,0.0,3.7,2020-21
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,"1,452",4.0,0.3,0.0,0.5,0.0,0.6,2020-21
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,"1,634",3.0,0.2,0.0,0.0,0.5,0.3,2020-21
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,"2,278",2.0,0.1,0.0,0.0,0.2,0.2,2020-21
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,"2,113",12.0,0.6,0.5,0.0,1.2,0.6,2020-21
Greenfield - Greenfield High,1140505,364,6.0,1.6,1.1,3.4,1.9,0.0,2020-21
Greenfield Commonwealth Virtual District - Greenfield Commonwealth Virtual School,39010900,424,63.0,14.9,12.9,17.9,14.9,14.0,2020-21
Groton-Dunstable - Groton Dunstable Regional,6730505,716,1.0,0.1,0.0,0.0,0.5,0.0,2020-21
Hadley - Hopkins Academy,1170505,166,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,524,3.0,0.6,0.8,0.0,0.8,0.7,2020-21
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,4990305,281,1.0,0.4,0.0,1.1,0.0,0.0,2020-21
Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,127,4.0,3.1,6.8,0.0,0.0,,2020-21
Hampden-Wilbraham - Minnechaug Regional High,6800505,"1,025",6.0,0.6,1.5,0.8,0.0,0.0,2020-21
Hampshire - Hampshire Regional High,6830505,433,4.0,0.9,2.0,0.0,0.0,2.0,2020-21
Hanover - Hanover High,1220505,757,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Harvard - Bromfield,1250505,345,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Hatfield - Smith Academy,1270505,113,1.0,0.9,0.0,0.0,0.0,4.0,2020-21
Haverhill - Crowell,1280515,23,3.0,13.0,,12.5,12.5,,2020-21
Haverhill - Greenleaf Academy,1280033,25,7.0,28.0,20.0,,,0.0,2020-21
Haverhill - Haverhill High,1280505,"1,826",23.0,1.3,0.8,1.4,0.8,2.1,2020-21
Haverhill - TEACH,1280073,5,,,,,,,2020-21
Hingham - Hingham High,1310505,"1,282",2.0,0.2,0.0,0.0,0.0,0.6,2020-21
Holbrook - Holbrook Middle High School,1330505,298,5.0,1.7,0.0,5.1,0.0,1.8,2020-21
Holliston - Holliston High,1360505,806,5.0,0.6,0.0,1.0,0.0,1.5,2020-21
Holyoke - Holyoke High,1370505,"1,566",119.0,7.6,1.4,5.8,8.7,13.2,2020-21
Hoosac Valley Regional - Hoosac Valley High School,6030505,239,6.0,2.5,0.0,1.7,1.4,8.5,2020-21
Hopedale - Hopedale Jr Sr High,1380505,306,2.0,0.7,0.0,0.0,1.2,1.4,2020-21
Hopkinton - Hopkinton High,1390505,"1,191",0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Hudson - Hudson High,1410505,666,28.0,4.2,2.9,3.8,8.3,1.4,2020-21
Hull - Hull High,1420505,262,1.0,0.4,0.0,1.5,0.0,0.0,2020-21
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,388,7.0,1.8,2.8,2.0,1.2,1.0,2020-21
Ipswich - Ipswich High,1440505,535,6.0,1.1,0.7,1.6,1.4,0.7,2020-21
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,491,2.0,0.4,0.8,0.0,0.9,0.0,2020-21
King Philip - King Philip Regional High,6900505,"1,208",8.0,0.7,0.0,0.0,1.5,1.0,2020-21
Lawrence - High School Learning Center,1490536,167,9.0,5.4,,27.3,2.3,3.6,2020-21
Lawrence - Lawrence High School,1490515,"3,104",30.0,1.0,0.8,0.8,1.7,0.6,2020-21
Lawrence - RISE Academy,1490615,21,2.0,9.5,0.0,0.0,,,2020-21
Lawrence - School for Exceptional Studies,1490537,47,1.0,2.1,0.0,0.0,0.0,8.3,2020-21
Lee - Lee Middle/High School,1500505,236,1.0,0.4,0.0,1.6,0.0,0.0,2020-21
Leicester - Leicester High,1510505,440,8.0,1.8,2.7,1.0,0.0,4.0,2020-21
Lenox - Lenox Memorial High,1520505,262,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Leominster - Center For Technical Education Innovation,1530605,784,2.0,0.3,0.0,0.6,0.6,0.0,2020-21
Leominster - Leominster Center for Excellence,1530515,44,3.0,6.8,0.0,18.2,0.0,9.1,2020-21
Leominster - Leominster High School,1530505,"1,060",5.0,0.5,0.7,0.0,0.7,0.7,2020-21
Lexington - Lexington High,1550505,"2,261",7.0,0.3,0.2,0.3,0.2,0.6,2020-21
Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,"1,519",6.0,0.4,0.0,0.6,0.7,0.3,2020-21
Littleton - Littleton High School,1580505,432,1.0,0.2,0.0,0.0,0.0,0.9,2020-21
Longmeadow - Longmeadow High,1590505,900,1.0,0.1,0.0,0.0,0.0,0.5,2020-21
Lowell - Dr. Janice Adie Day School,1600605,4,,,,,,,2020-21
Lowell - Leblanc Therapeutic Day School,1600320,36,2.0,5.6,0.0,0.0,10.0,11.1,2020-21
Lowell - Lowell High,1600505,"3,027",73.0,2.4,1.1,2.9,2.7,3.2,2020-21
Lowell - The Career Academy,1600515,94,5.0,5.3,0.0,0.0,4.8,10.3,2020-21
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,4580505,88,12.0,13.6,4.3,35.0,10.0,8.0,2020-21
Ludlow - Ludlow Senior High,1610505,843,16.0,1.9,1.4,2.3,1.9,2.0,2020-21
Lunenburg - Lunenburg High,1620505,474,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Lynn - Classical High,1630505,"1,658",63.0,3.8,1.4,5.5,4.3,3.2,2020-21
Lynn - Fecteau-Leary Junior/Senior High School,1630525,73,7.0,9.6,0.0,4.3,23.8,5.9,2020-21
Lynn - Lynn English High,1630510,"2,012",75.0,3.7,0.6,6.5,5.0,2.3,2020-21
Lynn - Lynn Vocational Technical Institute,1630605,"1,085",3.0,0.3,0.0,0.4,0.7,0.0,2020-21
Lynnfield - Lynnfield High,1640505,600,1.0,0.2,0.0,0.0,0.7,0.0,2020-21
MATCH Charter Public School (District) - MATCH Charter Public School,4690505,314,4.0,1.3,0.0,0.0,1.4,4.1,2020-21
Ma Academy for Math and Science - Ma Academy for Math and Science School,4680505,98,0.0,0.0,,,0.0,0.0,2020-21
Malden - Malden High,1650505,"1,716",61.0,3.6,2.3,4.8,4.5,2.5,2020-21
Manchester Essex Regional - Manchester Essex Regional High School,6980510,459,1.0,0.2,0.0,0.0,0.0,0.8,2020-21
Mansfield - Mansfield High,1670505,"1,193",5.0,0.4,0.4,0.0,1.1,0.3,2020-21
Map Academy Charter School (District) - Map Academy Charter School,35170505,206,29.0,14.1,15.4,7.8,15.1,18.6,2020-21
Marblehead - Marblehead High,1680505,948,2.0,0.2,0.0,0.0,0.4,0.4,2020-21
Marlborough - Marlborough High,1700505,994,33.0,3.3,0.5,6.9,3.2,1.9,2020-21
Marshfield - Marshfield High,1710505,"1,220",5.0,0.4,0.0,0.9,0.0,0.7,2020-21
Martha's Vineyard - Martha's Vineyard Regional High,7000505,685,11.0,1.6,0.0,1.1,4.9,0.6,2020-21
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,4660550,35,0.0,0.0,0.0,,0.0,,2020-21
Masconomet - Masconomet Regional High School,7050505,"1,108",2.0,0.2,0.0,0.4,0.0,0.4,2020-21
Mashpee - Mashpee High,1720505,442,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
Maynard - Maynard High,1740505,311,9.0,2.9,2.9,1.4,3.3,3.8,2020-21
Medfield - Medfield Senior High,1750505,773,1.0,0.1,0.0,0.0,0.0,0.5,2020-21
Medford - Curtis-Tufts,1760510,12,3.0,25.0,,,16.7,,2020-21
Medford - Medford High,1760505,"1,254",15.0,1.2,0.3,2.0,2.0,0.3,2020-21
Medway - Medway High,1770505,631,4.0,0.6,0.0,0.0,1.1,1.3,2020-21
Melrose - Melrose High,1780505,923,7.0,0.8,0.9,0.0,1.2,0.9,2020-21
Mendon-Upton - Nipmuc Regional High,7100510,634,5.0,0.8,0.0,0.0,1.1,1.9,2020-21
Methuen - Methuen High,1810505,"1,906",10.0,0.5,0.0,1.0,0.6,0.4,2020-21
Middleborough - Middleborough High,1820505,826,7.0,0.8,0.9,1.0,0.5,1.1,2020-21
Milford - Milford High,1850505,"1,241",65.0,5.2,4.9,5.5,4.6,6.1,2020-21
Millbury - Millbury Junior/Senior High,1860505,461,5.0,1.1,0.8,1.5,0.0,1.7,2020-21
Millis - Millis High School,1870505,332,1.0,0.3,1.0,0.0,0.0,0.0,2020-21
Milton - Milton High,1890505,"1,118",1.0,0.1,0.0,0.0,0.4,0.0,2020-21
Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,635,8.0,1.3,0.0,1.1,3.0,1.4,2020-21
Mohawk Trail - Mohawk Trail Regional School,7170505,159,4.0,2.5,0.0,3.6,6.5,0.0,2020-21
Monomoy Regional School District - Monomoy Regional High School,7120515,490,8.0,1.6,0.9,0.8,0.8,4.1,2020-21
Monson - Monson High School,1910505,212,4.0,1.9,4.3,0.0,3.0,0.0,2020-21
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,8320605,"1,417",6.0,0.4,0.6,0.3,0.6,0.3,2020-21
Mount Greylock - Mt Greylock Regional High,7150505,364,1.0,0.3,0.0,1.1,0.0,0.0,2020-21
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,360,1.0,0.3,0.0,0.0,0.0,1.2,2020-21
Nantucket - Nantucket High,1970505,522,5.0,1.0,0.0,1.4,2.2,0.0,2020-21
Narragansett - Narragansett Regional High,7200505,298,9.0,3.0,1.1,2.6,2.6,7.3,2020-21
Nashoba - Nashoba Regional,7250505,914,7.0,0.8,0.4,1.5,0.8,0.4,2020-21
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,8520605,725,5.0,0.7,0.5,0.0,0.6,1.7,2020-21
Natick - Natick High,1980505,"1,550",10.0,0.6,0.0,0.5,0.3,1.7,2020-21
Nauset - Nauset Regional High,6600505,854,9.0,1.1,0.5,0.5,1.8,1.3,2020-21
Needham - Needham High,1990505,"1,669",1.0,0.1,0.0,0.0,0.0,0.2,2020-21
Neighborhood House Charter (District) - Neighborhood House Charter School,4440205,266,5.0,1.9,2.5,2.9,1.6,0.0,2020-21
New Bedford - New Bedford High,2010505,"2,722",141.0,5.2,1.3,5.8,8.6,5.4,2020-21
New Bedford - Trinity Day Academy,2010510,52,10.0,19.2,21.4,23.1,13.3,20.0,2020-21
New Bedford - Whaling City Junior/Senior High School,2010515,98,20.0,20.4,27.8,16.7,27.3,0.0,2020-21
New Heights Charter School of Brockton (District) - New Heights Charter School of Brockton,35130305,380,3.0,0.8,1.0,0.0,1.0,1.1,2020-21
Newburyport - Newburyport High,2040505,798,1.0,0.1,0.0,0.0,0.0,0.5,2020-21
Newton - Newton North High,2070505,"2,045",4.0,0.2,0.0,0.0,0.2,0.6,2020-21
Newton - Newton South High,2070510,"1,868",5.0,0.3,0.2,0.2,0.0,0.6,2020-21
Norfolk County Agricultural - Norfolk County Agricultural,9150705,588,1.0,0.2,0.0,0.0,0.0,0.8,2020-21
North Adams - Drury High,2090505,301,8.0,2.7,1.1,5.2,3.1,1.4,2020-21
North Andover - North Andover High,2110505,"1,377",3.0,0.2,0.0,0.0,0.3,0.5,2020-21
North Attleborough - North Attleboro High,2120505,"1,089",10.0,0.9,0.3,1.9,0.7,0.7,2020-21
North Brookfield - North Brookfield High,2150505,133,5.0,3.8,0.0,8.7,3.0,7.1,2020-21
