School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
Bridgewater-Raynham - Therapeutic Day School,6250415,11,1.0,9.1,,16.7,,,2019-20
Bristol County Agricultural - Bristol County Agricultural High,9100705,451,7.0,1.6,0.0,0.9,0.9,4.7,2019-20
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,8100605,"1,305",4.0,0.3,0.0,0.0,1.0,0.4,2019-20
Brockton - Brockton Champion High School,440515,70,5.0,7.1,11.1,8.7,5.3,0.0,2019-20
Brockton - Brockton High,440505,"4,059",42.0,1.0,0.7,1.3,0.9,1.3,2019-20
Brockton - Edison Academy,440520,249,71.0,28.5,34.1,32.0,20.0,30.1,2019-20
Brockton - Frederick Douglass Academy,440080,15,3.0,20.0,37.5,,,,2019-20
Brockton - Huntington Therapeutic Day School,440400,36,2.0,5.6,0.0,0.0,9.1,11.1,2019-20
Brooke Charter School (District) - Brooke Charter School,4280305,326,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Brookline - Brookline High,460505,"2,064",4.0,0.2,0.0,0.0,0.2,0.6,2019-20
Burlington - Burlington High,480505,937,3.0,0.3,0.0,0.4,0.8,0.0,2019-20
Cambridge - Cambridge Rindge and Latin,490506,"1,971",17.0,0.9,0.4,0.8,0.6,1.6,2019-20
Canton - Canton High,500505,971,3.0,0.3,0.5,0.4,0.0,0.4,2019-20
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,8150605,616,3.0,0.5,0.0,0.0,0.0,2.0,2019-20
Carver - Carver Middle/High School,520405,382,2.0,0.5,0.0,0.0,0.0,2.0,2019-20
Central Berkshire - Wahconah Regional High,6350505,500,8.0,1.6,0.0,2.4,1.5,2.5,2019-20
Chelmsford - Chelmsford High,560505,"1,412",1.0,0.1,0.0,0.0,0.0,0.3,2019-20
Chelsea - Chelsea High,570505,"1,399",40.0,2.9,3.2,3.6,1.7,2.6,2019-20
Chelsea - Chelsea Opportunity Academy,570515,95,9.0,9.5,,7.1,15.6,3.2,2019-20
Chicopee - Chicopee Academy,610021,49,16.0,32.7,10.5,46.2,41.7,,2019-20
Chicopee - Chicopee Comprehensive High School,610510,"1,183",9.0,0.8,0.0,0.4,1.0,1.7,2019-20
Chicopee - Chicopee High,610505,987,22.0,2.2,0.4,1.0,3.6,4.1,2019-20
City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street,4370505,228,5.0,2.2,3.0,5.0,0.0,0.0,2019-20
City on a Hill Charter Public School Dudley Square (District) - City on a Hill Charter Public School Dudley Square,35040505,193,6.0,3.1,4.9,3.4,5.1,0.0,2019-20
City on a Hill Charter Public School New Bedford (District) - City on a Hill Charter Public School New Bedford,35070505,149,23.0,15.4,20.8,23.3,9.8,6.7,2019-20
Clinton - Clinton Senior High,640505,443,2.0,0.5,1.6,0.0,0.0,0.0,2019-20
Codman Academy Charter Public (District) - Codman Academy Charter Public School,4380505,136,2.0,1.5,2.5,2.8,0.0,0.0,2019-20
Cohasset - Cohasset High School,650505,469,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,43,1.0,2.3,2.3,,,,2019-20
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,4360305,173,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Concord-Carlisle - Concord Carlisle High,6400505,"1,280",1.0,0.1,0.0,0.0,0.3,0.0,2019-20
Danvers - Danvers High,710505,885,4.0,0.5,0.0,0.0,0.4,1.3,2019-20
Dartmouth - Dartmouth High,720505,"1,039",9.0,0.9,0.4,1.4,0.7,0.8,2019-20
Dedham - Dedham High,730505,716,5.0,0.7,1.2,0.0,1.7,0.0,2019-20
Dennis-Yarmouth - Dennis-Yarmouth Regional High,6450505,720,14.0,1.9,1.1,1.2,2.3,3.1,2019-20
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,6500505,754,6.0,0.8,0.0,1.1,1.0,1.1,2019-20
Douglas - Douglas High School,770505,366,2.0,0.5,2.6,0.0,0.0,0.0,2019-20
Dover-Sherborn - Dover-Sherborn Regional High,6550505,679,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Dracut - Dracut Senior High,790505,876,6.0,0.7,1.3,0.0,0.4,1.0,2019-20
Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,"1,044",13.0,1.2,1.6,1.5,1.1,0.8,2019-20
Duxbury - Duxbury High,820505,980,1.0,0.1,0.0,0.4,0.0,0.0,2019-20
East Bridgewater - East Bridgewater JR./SR. High School,830505,661,1.0,0.2,0.0,0.0,0.0,0.6,2019-20
East Longmeadow - East Longmeadow High,870505,833,5.0,0.6,0.0,0.0,1.1,1.3,2019-20
Easthampton - Easthampton High,860505,454,9.0,2.0,1.9,1.7,1.8,2.6,2019-20
Easton - Oliver Ames High,880505,"1,104",2.0,0.2,0.4,0.4,0.0,0.0,2019-20
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),4520505,388,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,8170505,"1,492",1.0,0.1,0.2,0.0,0.0,0.0,2019-20
Everett - Devens School,930030,22,2.0,9.1,0.0,16.7,,,2019-20
Everett - Everett High,930505,"1,996",79.0,4.0,0.8,3.0,5.4,6.6,2019-20
Excel Academy Charter (District) - Excel Academy Charter School,4100205,666,2.0,0.3,0.0,0.0,0.6,0.7,2019-20
Fairhaven - Fairhaven High,940505,697,9.0,1.3,1.6,1.8,0.5,1.3,2019-20
Fall River - B M C Durfee High,950505,"2,147",33.0,1.5,0.2,2.3,1.7,2.1,2019-20
Fall River - Resiliency Preparatory Academy,950525,172,50.0,29.1,11.1,28.9,25.4,45.5,2019-20
Fall River - Stone PK-12 School,950340,18,5.0,27.8,0.0,37.5,,,2019-20
Falmouth - Falmouth High,960505,839,19.0,2.3,2.4,1.4,3.7,1.6,2019-20
Fitchburg - Fitchburg High,970505,"1,187",14.0,1.2,0.6,1.8,1.0,1.6,2019-20
Fitchburg - Goodrich Academy,970510,186,37.0,19.9,,26.1,14.8,20.4,2019-20
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,141,6.0,4.3,0.0,0.0,13.3,5.6,2019-20
Foxborough - Foxborough High,990505,781,1.0,0.1,0.0,0.5,0.0,0.0,2019-20
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,323,1.0,0.3,1.0,0.0,0.0,0.0,2019-20
Framingham - Framingham High School,1000515,"2,311",52.0,2.3,2.8,0.7,3.5,1.8,2019-20
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,253,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Franklin - Franklin High,1010505,"1,743",5.0,0.3,0.0,0.2,0.4,0.5,2019-20
Franklin County Regional Vocational Technical - Franklin County Technical,8180605,505,5.0,1.0,1.3,0.7,0.0,1.8,2019-20
Freetown-Lakeville - Apponequet Regional High,6650505,732,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,1,,,,,,,2019-20
Frontier - Frontier Regional,6700505,403,4.0,1.0,0.0,1.0,1.8,1.0,2019-20
Gardner - Gardner Academy for Learning and Technology,1030515,126,16.0,12.7,14.7,50.0,10.7,5.6,2019-20
Gardner - Gardner High,1030505,493,6.0,1.2,2.9,1.0,0.8,0.0,2019-20
Gateway - Gateway Regional High,6720505,199,1.0,0.5,0.0,0.0,1.6,0.0,2019-20
Georgetown - Georgetown High School,1050505,378,2.0,0.5,0.0,1.0,0.0,0.9,2019-20
Gill-Montague - Turners Fall High,6740505,194,5.0,2.6,2.3,4.8,0.0,4.1,2019-20
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,140,1.0,0.7,2.1,0.0,0.0,0.0,2019-20
Gloucester - Gloucester High,1070505,763,13.0,1.7,1.7,1.0,0.7,3.4,2019-20
Grafton - Grafton High School,1100505,868,5.0,0.6,0.0,0.4,1.1,1.0,2019-20
Granby - Granby Jr Sr High School,1110505,232,3.0,1.3,0.0,0.0,3.6,1.9,2019-20
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,"1,433",7.0,0.5,0.0,0.8,0.0,1.2,2019-20
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,"1,591",3.0,0.2,0.0,0.0,0.0,0.8,2019-20
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,"2,258",10.0,0.4,0.0,0.5,0.2,1.2,2019-20
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,"2,124",32.0,1.5,0.4,0.9,2.1,2.7,2019-20
Greenfield - Greenfield High,1140505,366,4.0,1.1,1.9,0.0,0.0,3.0,2019-20
Greenfield Commonwealth Virtual District - Greenfield Commonwealth Virtual School,39010900,324,38.0,11.7,10.9,13.9,14.1,7.8,2019-20
Groton-Dunstable - Groton Dunstable Regional,6730505,721,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Hadley - Hopkins Academy,1170505,148,2.0,1.4,0.0,0.0,2.5,3.2,2019-20
Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,551,1.0,0.2,0.0,0.0,0.7,0.0,2019-20
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,4990305,256,2.0,0.8,2.4,0.0,0.0,0.0,2019-20
Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,71,3.0,4.2,2.3,7.1,,,2019-20
Hampden-Wilbraham - Minnechaug Regional High,6800505,"1,049",9.0,0.9,0.4,0.4,0.8,1.9,2019-20
Hampshire - Hampshire Regional High,6830505,465,4.0,0.9,1.0,1.5,1.0,0.0,2019-20
Hanover - Hanover High,1220505,766,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Harvard - Bromfield,1250505,360,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Hatfield - Smith Academy,1270505,119,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Haverhill - Crowell,1280515,24,1.0,4.2,0.0,12.5,,,2019-20
Haverhill - Greenleaf Academy,1280033,22,2.0,9.1,,22.2,0.0,,2019-20
Haverhill - Haverhill High,1280505,"1,807",38.0,2.1,2.4,3.3,1.5,1.3,2019-20
Haverhill - TEACH,1280073,5,,,,,,,2019-20
Hingham - Hingham High,1310505,"1,297",2.0,0.2,0.0,0.0,0.0,0.7,2019-20
Holbrook - Holbrook Middle High School,1330505,305,3.0,1.0,1.1,2.5,0.0,0.0,2019-20
Holliston - Holliston High,1360505,838,3.0,0.4,1.0,0.0,0.0,0.5,2019-20
Holyoke - Holyoke High,1370505,"1,517",52.0,3.4,1.4,1.5,3.5,7.3,2019-20
Hoosac Valley Regional - Hoosac Valley High School,6030505,246,6.0,2.4,1.7,2.7,0.0,4.2,2019-20
Hopedale - Hopedale Jr Sr High,1380505,291,1.0,0.3,0.0,0.0,0.0,1.4,2019-20
Hopkinton - Hopkinton High,1390505,"1,224",1.0,0.1,0.0,0.0,0.0,0.3,2019-20
Hudson - Hudson High,1410505,681,6.0,0.9,0.5,0.0,1.4,1.6,2019-20
Hull - Hull High,1420505,274,4.0,1.5,1.6,0.0,2.6,1.3,2019-20
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,397,5.0,1.3,0.0,4.0,1.0,0.0,2019-20
Ipswich - Ipswich High,1440505,546,8.0,1.5,1.6,1.4,0.7,2.2,2019-20
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,481,5.0,1.0,1.5,1.7,0.0,0.9,2019-20
King Philip - King Philip Regional High,6900505,"1,238",7.0,0.6,0.7,0.0,1.3,0.3,2019-20
Lawrence - High School Learning Center,1490536,150,14.0,9.3,,21.1,6.1,8.6,2019-20
Lawrence - Lawrence High School,1490515,"3,288",72.0,2.2,1.7,3.6,2.2,1.1,2019-20
Lawrence - School for Exceptional Studies,1490537,42,3.0,7.1,0.0,0.0,14.3,14.3,2019-20
Lee - Lee Middle/High School,1500505,240,1.0,0.4,1.5,0.0,0.0,0.0,2019-20
Leicester - Leicester High,1510505,471,3.0,0.6,1.0,0.0,1.0,0.8,2019-20
Lenox - Lenox Memorial High,1520505,261,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Leominster - Center For Technical Education Innovation,1530605,722,1.0,0.1,0.0,0.6,0.0,0.0,2019-20
Leominster - Leominster Center for Excellence,1530515,43,3.0,7.0,0.0,22.2,0.0,11.1,2019-20
Leominster - Leominster High School,1530505,"1,112",3.0,0.3,0.0,0.0,0.3,0.7,2019-20
Lexington - Lexington High,1550505,"2,275",3.0,0.1,0.0,0.3,0.2,0.0,2019-20
Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,"1,505",2.0,0.1,0.0,0.0,0.0,0.6,2019-20
Littleton - Littleton High School,1580505,439,5.0,1.1,0.9,0.0,0.9,2.5,2019-20
Longmeadow - Longmeadow High,1590505,942,1.0,0.1,0.0,0.0,0.5,0.0,2019-20
Lowell - Dr. Janice Adie Day School,1600605,2,,,,,,,2019-20
Lowell - Leblanc Therapeutic Day School,1600320,31,2.0,6.5,0.0,14.3,10.0,0.0,2019-20
Lowell - Lowell High,1600505,"2,978",86.0,2.9,3.0,3.1,3.0,2.6,2019-20
Lowell - The Career Academy,1600515,90,10.0,11.1,0.0,11.8,13.0,12.5,2019-20
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,4580505,85,23.0,27.1,30.0,33.3,31.8,15.4,2019-20
Ludlow - Ludlow Senior High,1610505,866,7.0,0.8,0.8,0.5,1.0,1.0,2019-20
Lunenburg - Lunenburg High,1620505,452,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Lynn - Classical High,1630505,"1,783",74.0,4.2,2.9,5.0,6.0,2.8,2019-20
Lynn - Fecteau-Leary Junior/Senior High School,1630525,81,17.0,21.0,15.4,4.3,38.5,21.1,2019-20
Lynn - Lynn English High,1630510,"1,966",88.0,4.5,2.8,5.9,5.1,3.9,2019-20
Lynn - Lynn Vocational Technical Institute,1630605,"1,050",5.0,0.5,0.3,0.4,0.4,0.8,2019-20
Lynnfield - Lynnfield High,1640505,605,4.0,0.7,0.0,0.0,0.6,1.9,2019-20
MATCH Charter Public School (District) - MATCH Charter Public School,4690505,315,1.0,0.3,0.0,0.0,0.0,1.3,2019-20
Ma Academy for Math and Science - Ma Academy for Math and Science School,4680505,99,0.0,0.0,,,0.0,0.0,2019-20
Malden - Malden High,1650505,"1,758",59.0,3.4,2.9,4.0,3.2,3.4,2019-20
Manchester Essex Regional - Manchester Essex Regional High School,6980510,483,2.0,0.4,0.0,0.8,0.8,0.0,2019-20
Mansfield - Mansfield High,1670505,"1,225",1.0,0.1,0.0,0.4,0.0,0.0,2019-20
Map Academy Charter School (District) - Map Academy Charter School,35170505,161,10.0,6.2,1.9,3.3,6.0,18.5,2019-20
Marblehead - Marblehead High,1680505,998,3.0,0.3,0.0,0.4,0.0,0.8,2019-20
Marlborough - Marlborough High,1700505,"1,040",29.0,2.8,2.2,3.9,2.7,2.4,2019-20
Marshfield - Marshfield High,1710505,"1,307",8.0,0.6,0.3,0.3,0.3,1.5,2019-20
Martha's Vineyard - Martha's Vineyard Regional High,7000505,665,10.0,1.5,0.6,0.6,2.3,2.5,2019-20
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,4660550,28,3.0,10.7,,14.3,16.7,,2019-20
Masconomet - Masconomet Regional High School,7050505,"1,144",8.0,0.7,0.3,0.3,1.1,1.1,2019-20
Mashpee - Mashpee High,1720505,454,4.0,0.9,0.0,1.7,0.0,1.9,2019-20
Maynard - Maynard High,1740505,336,7.0,2.1,1.4,0.0,2.5,4.3,2019-20
Medfield - Medfield Senior High,1750505,804,7.0,0.9,0.0,1.5,1.5,0.5,2019-20
Medford - Curtis-Tufts,1760510,14,2.0,14.3,,16.7,,,2019-20
Medford - Medford High,1760505,"1,251",12.0,1.0,1.5,1.3,0.3,0.7,2019-20
Medway - Medway High,1770505,683,1.0,0.1,0.0,0.0,0.0,0.5,2019-20
Melrose - Melrose High,1780505,981,3.0,0.3,0.0,0.4,0.0,0.7,2019-20
Mendon-Upton - Nipmuc Regional High,7100510,638,4.0,0.6,0.0,0.6,0.6,1.3,2019-20
Methuen - Methuen High,1810505,"1,962",25.0,1.3,1.0,1.9,1.0,1.1,2019-20
Middleborough - Middleborough High,1820505,800,7.0,0.9,0.9,0.9,0.5,1.1,2019-20
Milford - Milford High,1850505,"1,255",21.0,1.7,0.8,2.5,2.0,1.4,2019-20
Millbury - Millbury Junior/Senior High,1860505,450,2.0,0.4,0.8,0.0,0.9,0.0,2019-20
Millis - Millis High School,1870505,333,2.0,0.6,0.0,1.4,1.1,0.0,2019-20
Milton - Milton High,1890505,"1,051",2.0,0.2,0.0,0.0,0.0,0.9,2019-20
Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,598,6.0,1.0,0.0,0.7,2.1,1.6,2019-20
Mohawk Trail - Mohawk Trail Regional School,7170505,189,4.0,2.1,2.8,3.8,2.0,0.0,2019-20
Monomoy Regional School District - Monomoy Regional High School,7120515,500,5.0,1.0,0.8,0.8,0.0,2.4,2019-20
Monson - Monson High School,1910505,230,2.0,0.9,0.0,1.5,1.6,0.0,2019-20
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,8320605,"1,430",4.0,0.3,0.0,0.3,0.3,0.6,2019-20
Mount Greylock - Mt Greylock Regional High,7150505,330,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,331,0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Nantucket - Nantucket High,1970505,533,7.0,1.3,0.0,0.7,3.2,1.5,2019-20
Narragansett - Narragansett Regional High,7200505,322,5.0,1.6,1.1,0.0,4.8,1.4,2019-20
Nashoba - Nashoba Regional,7250505,917,5.0,0.5,0.0,0.4,0.4,1.4,2019-20
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,8520605,709,1.0,0.1,0.0,0.5,0.0,0.0,2019-20
Natick - Natick High,1980505,"1,626",5.0,0.3,0.0,0.5,0.2,0.5,2019-20
Nauset - Nauset Regional High,6600505,898,9.0,1.0,0.0,1.4,1.3,1.3,2019-20
Needham - Needham High,1990505,"1,655",0.0,0.0,0.0,0.0,0.0,0.0,2019-20
Neighborhood House Charter (District) - Neighborhood House Charter School,4440205,186,6.0,3.2,4.7,4.5,0.0,,2019-20
New Bedford - New Bedford High,2010505,"2,401",45.0,1.9,0.5,3.2,2.4,1.4,2019-20
New Bedford - Trinity Day Academy,2010510,56,10.0,17.9,5.6,26.7,25.0,18.2,2019-20
New Bedford - Whaling City Junior/Senior High School,2010515,106,24.0,22.6,20.7,8.1,47.8,23.5,2019-20
New Heights Charter School of Brockton (District) - New Heights Charter School of Brockton,35130305,281,11.0,3.9,6.5,2.9,2.4,,2019-20
Newburyport - Newburyport High,2040505,794,1.0,0.1,0.0,0.0,0.5,0.0,2019-20
Newton - Newton North High,2070505,"2,061",7.0,0.3,0.0,0.2,0.4,0.8,2019-20
Newton - Newton South High,2070510,"1,982",3.0,0.2,0.0,0.0,0.4,0.2,2019-20
Norfolk County Agricultural - Norfolk County Agricultural,9150705,551,1.0,0.2,0.0,0.7,0.0,0.0,2019-20
North Adams - Drury High,2090505,298,7.0,2.3,2.6,3.0,3.9,0.0,2019-20
