School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
Bellingham - Bellingham High School,250505,747,19,2.5,3.2,1.5,3.4,2.1,2009-10
Bellingham - Primavera Jr/Sr H S,250510,30,2,6.7,,0.0,11.1,16.7,2009-10
Belmont - Belmont High,260505,"1,119",9,0.8,0.0,0.7,1.0,1.4,2009-10
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public,4140305,83,2,2.4,2.2,5.6,0.0,0.0,2009-10
Berkshire Hills - Monument Mt Reg High,6180505,595,5,0.8,0.0,1.3,0.0,1.7,2009-10
Berlin-Boylston - Tahanto Reg High,6200505,291,2,0.7,1.6,0.0,0.0,1.1,2009-10
Beverly - Beverly High,300505,"1,238",28,2.3,2.4,2.9,2.6,1.3,2009-10
Billerica - Billerica Memorial High School,310505,"1,464",20,1.4,1.4,1.0,1.7,1.4,2009-10
Blackstone Valley Regional Vocational Technical - Blackstone Valley,8050605,"1,136",6,0.5,0.3,0.0,0.7,1.1,2009-10
Blackstone-Millville - Blackstone Millville RHS,6220505,544,10,1.8,2.5,2.2,0.0,2.3,2009-10
Blue Hills Regional Vocational Technical - Blue Hills Reg Voc Tech,8060605,842,2,0.2,0.0,0.5,0.5,0.0,2009-10
Boston - Another Course To College,350541,207,8,3.9,4.1,7.7,1.9,1.9,2009-10
Boston - Boston Adult Academy,350548,220,104,47.3,,,35.8,49.3,2009-10
Boston - Boston Arts Academy,350546,429,14,3.3,1.7,2.6,4.3,4.8,2009-10
Boston - Boston Community Leadership Academy,350558,429,5,1.2,0.8,2.7,0.0,1.2,2009-10
Boston - Boston International  High School,350507,202,22,10.9,8.6,14.3,4.7,26.9,2009-10
Boston - Boston Latin,350560,"1,622",1,0.1,0.0,0.0,0.0,0.3,2009-10
Boston - Boston Latin Academy,350545,"1,180",3,0.3,0.3,0.0,0.3,0.4,2009-10
Boston - Brighton High,350505,"1,200",114,9.5,2.6,16.3,7.6,12.4,2009-10
Boston - Brook Farm Business and Service Career Academ,350576,339,26,7.7,7.1,9.1,4.1,10.0,2009-10
Boston - Carter Developmental Center,350036,11,1,9.1,,,,16.7,2009-10
Boston - Charlestown High,350515,867,98,11.3,11.2,13.6,6.2,13.5,2009-10
Boston - Community Academy,350518,53,17,32.1,,56.3,42.9,11.1,2009-10
Boston - Community Academy of Science and Health,350581,378,41,10.8,5.6,19.6,8.7,18.5,2009-10
Boston - Dorchester Academy,350651,429,61,14.2,11.4,14.4,8.7,27.5,2009-10
Boston - East Boston High,350530,"1,362",87,6.4,4.4,10.5,4.0,6.5,2009-10
Boston - Egleston Comm High School,350543,93,28,30.1,0.0,44.4,22.7,32.6,2009-10
Boston - Excel High School,350522,391,31,7.9,8.3,4.9,9.8,7.8,2009-10
Boston - Fenway High School,350540,289,8,2.8,2.6,2.7,2.8,2.9,2009-10
Boston - Horace Mann School for the Deaf,350750,31,6,19.4,0.0,0.0,7.7,,2009-10
Boston - Jeremiah E Burke High,350525,775,112,14.5,12.8,20.4,9.9,16.0,2009-10
Boston - Lyon Upper 9-12,350655,18,0,0.0,0.0,,,,2009-10
Boston - Madison Park High,350537,"1,400",97,6.9,6.0,7.1,4.2,11.1,2009-10
Boston - Media Communications Technology High School,350578,353,20,5.7,4.8,3.8,8.0,6.0,2009-10
Boston - Monument High School,350538,337,23,6.8,2.6,8.4,7.5,8.5,2009-10
Boston - New Mission High School,350542,256,4,1.6,1.5,3.3,0.0,1.6,2009-10
Boston - O'Bryant Sch Math/Science,350575,"1,009",5,0.5,0.9,0.0,0.5,0.4,2009-10
Boston - Odyssey High School,350577,350,33,9.4,7.7,6.5,12.5,12.3,2009-10
Boston - Parkway Academy of Technology and Health,350574,318,18,5.7,3.6,4.1,2.9,13.4,2009-10
Boston - Quincy Upper School,350565,211,2,0.9,0.0,0.0,0.0,4.3,2009-10
Boston - Snowden Int'l High,350690,397,15,3.8,5.9,0.9,4.9,3.1,2009-10
Boston - Social Justice Academy,350583,307,43,14.0,12.8,16.9,10.4,15.4,2009-10
Boston - TechBoston Lower Academy,350653,94,1,1.1,1.1,,,,2009-10
Boston - TechBoston Upper Academy,350654,283,4,1.4,,2.5,0.0,1.3,2009-10
Boston - The Engineering School,350582,303,29,9.6,20.6,9.8,3.1,6.0,2009-10
Boston - The English High,350535,788,43,5.5,6.2,5.6,3.0,6.5,2009-10
Boston - Urban Science Academy,350579,312,16,5.1,6.2,6.7,3.5,4.2,2009-10
Boston - William McKinley,350363,255,28,11.0,8.3,11.0,12.9,12.5,2009-10
Boston Collegiate Charter (District) - Boston Collegiate Charter School,4490305,156,1,0.6,0.0,0.0,3.4,0.0,2009-10
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,4240505,279,115,41.2,46.5,28.6,46.1,42.3,2009-10
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,4160305,98,2,2.0,1.8,3.7,0.0,,2009-10
Bourne - Bourne High,360505,654,5,0.8,1.1,0.0,1.9,0.0,2009-10
Braintree - Braintree High,400505,"1,464",4,0.3,0.5,0.0,0.0,0.6,2009-10
Bridgewater-Raynham - Bridgewater-Raynham Reg,6250505,"1,591",26,1.6,4.8,0.8,0.5,0.5,2009-10
Bristol County Agricultural - Bristol County Agr High,9100705,441,1,0.2,0.0,0.0,0.0,1.0,2009-10
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Voc Tech,8100605,"1,206",5,0.4,0.0,0.7,0.3,0.7,2009-10
Brockton - B B Russell Alternative School,440080,64,28,43.8,31.3,,46.2,,2009-10
Brockton - Brockton Champion High School,440515,180,50,27.8,25.9,32.1,35.1,12.5,2009-10
Brockton - Brockton High,440505,"4,015",155,3.9,3.8,3.8,3.0,4.9,2009-10
Brockton - Lincoln Alternative School,440400,28,2,7.1,0.0,11.1,0.0,14.3,2009-10
Brookline - Brookline High,460505,"1,739",13,0.7,0.2,0.9,0.7,1.1,2009-10
Burlington - Burlington High,480505,"1,018",11,1.1,0.4,2.0,0.4,1.6,2009-10
Cambridge - Cambridge Rindge and Latin,490506,"1,572",26,1.7,0.7,0.8,2.1,3.4,2009-10
Canton - Canton High,500505,843,16,1.9,1.8,0.0,2.1,3.7,2009-10
Cape Cod Regional Vocational Technical - Cape Cod Region Voc Tech,8150605,683,12,1.8,0.0,1.7,2.9,2.6,2009-10
Carver - Carver Middle/High School,520405,510,11,2.2,4.5,1.6,0.9,0.8,2009-10
Central Berkshire - Wahconah Regional High,6350505,624,14,2.2,3.0,3.6,1.9,0.6,2009-10
Chatham - Chatham High,550505,195,5,2.6,1.8,2.1,3.8,2.6,2009-10
Chelmsford - Chelmsford High,560505,"1,586",13,0.8,0.0,1.2,1.0,1.0,2009-10
Chelsea - Chelsea High,570505,"1,361",89,6.5,6.0,8.0,7.7,4.0,2009-10
Chicopee - Chicopee Academy,610021,76,28,36.8,37.9,52.2,28.6,10.0,2009-10
Chicopee - Chicopee Comprehensive HS,610510,"1,437",57,4.0,0.5,3.0,3.7,9.4,2009-10
Chicopee - Chicopee High,610505,"1,200",62,5.2,0.7,5.0,6.3,8.9,2009-10
City On A Hill Charter Public (District) - City On A Hill Charter Public School,4370505,285,8,2.8,2.3,4.9,2.2,2.1,2009-10
Clinton - Clinton Senior High,640505,510,10,2.0,1.4,1.7,2.3,2.5,2009-10
Codman Academy Charter Public (District) - Codman Academy Charter Public School,4380505,126,5,4.0,0.0,7.4,3.7,10.5,2009-10
Cohasset - Cohasset Middle/High School,650505,364,1,0.3,0.0,0.0,1.1,0.0,2009-10
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,4360305,173,3,1.7,0.0,2.3,2.9,4.8,2009-10
Concord-Carlisle - Concord Carlisle High,6400505,"1,245",2,0.2,0.0,0.6,0.0,0.0,2009-10
Danvers - Danvers High,710505,"1,015",13,1.3,0.0,1.2,2.4,1.5,2009-10
Dartmouth - Dartmouth High,720505,"1,168",15,1.3,0.4,1.0,1.0,2.5,2009-10
Dedham - Dedham High,730505,786,11,1.4,1.9,0.9,1.5,1.2,2009-10
Dennis-Yarmouth - Dennis-Yarmouth Reg High,6450505,906,24,2.6,0.5,2.6,4.3,3.2,2009-10
Dighton-Rehoboth - Dighton-Rehoboth Rhs,6500505,"1,030",14,1.4,1.2,0.8,1.2,2.2,2009-10
Douglas - Douglas High School,770505,444,12,2.7,1.8,1.6,3.5,4.6,2009-10
Dover-Sherborn - Dover-Sherborn Reg High,6550505,608,0,0.0,0.0,0.0,0.0,0.0,2009-10
Dracut - Dracut Senior High,790505,"1,148",17,1.5,2.7,1.1,1.4,0.7,2009-10
Dudley-Charlton Reg - Shepherd Hill Reg High,6580505,"1,214",14,1.2,1.0,1.2,1.4,1.0,2009-10
Duxbury - Duxbury High,820505,"1,000",1,0.1,0.4,0.0,0.0,0.0,2009-10
East Bridgewater - East Bridgewater High,830505,566,9,1.6,0.0,0.0,2.1,3.9,2009-10
East Longmeadow - East Longmeadow High,870505,918,6,0.7,0.4,0.0,0.8,1.3,2009-10
Easthampton - Easthampton High,860505,447,12,2.7,2.4,6.0,1.0,1.0,2009-10
Easton - Oliver Ames High,880505,"1,166",9,0.8,0.0,0.3,1.4,1.4,2009-10
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School) - Health Careers Academy Charter School,4520505,211,0,0.0,0.0,0.0,0.0,0.0,2009-10
Essex Agricultural Technical - Essex Agr and Tech Inst,9130705,462,2,0.4,0.0,0.0,0.0,2.2,2009-10
Everett - Everett High,930505,"1,758",65,3.7,2.9,4.1,4.5,3.4,2009-10
Fairhaven - Fairhaven High,940505,619,18,2.9,3.7,4.4,2.1,1.4,2009-10
Fall River - B M C Durfee High,950505,"2,348",57,2.4,1.7,4.1,2.5,1.4,2009-10
Fall River - Resiliency Preparatory School,950325,157,56,35.7,43.1,45.2,27.6,20.0,2009-10
Falmouth - Falmouth High,960505,965,31,3.2,2.0,3.2,3.4,4.3,2009-10
Fitchburg - Fitchburg Alt. ED Program,970510,139,52,37.4,,30.8,38.1,21.7,2009-10
Fitchburg - Fitchburg High,970505,"1,196",33,2.8,1.9,5.7,1.8,1.9,2009-10
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,121,1,0.8,0.0,2.8,0.0,0.0,2009-10
Foxborough - Foxborough High,990505,869,3,0.3,0.0,0.0,0.4,0.9,2009-10
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,165,0,0.0,0.0,0.0,0.0,0.0,2009-10
Framingham - Framingham H S,1000515,"2,190",60,2.7,1.7,3.2,2.7,3.5,2009-10
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,258,0,0.0,0.0,0.0,0.0,0.0,2009-10
Franklin - Franklin High,1010505,"1,622",88,5.4,14.9,3.7,1.5,1.5,2009-10
Franklin County Regional Vocational Technical - Franklin County Tech,8180605,511,9,1.8,0.0,1.4,0.8,5.0,2009-10
Freetown-Lakeville - Apponequet Regional High,6650505,812,16,2.0,0.5,2.9,1.4,2.9,2009-10
Frontier - Frontier Reg,6700505,446,4,0.9,0.0,0.8,1.9,0.9,2009-10
Gardner - Gardner High,1030505,798,25,3.1,1.3,5.3,2.0,4.3,2009-10
Gateway - Gateway Reg High,6720505,343,9,2.6,2.9,1.3,2.8,3.3,2009-10
Georgetown - Georgetown Middle/High,1050505,445,4,0.9,1.0,1.5,0.0,0.9,2009-10
Gill-Montague - Turners Fall High,6740505,316,14,4.4,1.2,6.0,4.5,6.2,2009-10
Global Learning Charter Public  (District) - Global Learning Charter Public School,4960305,93,3,3.2,5.3,0.0,7.1,0.0,2009-10
Gloucester - Gloucester High,1070505,"1,097",26,2.4,1.7,5.5,1.5,0.8,2009-10
Grafton - Grafton Memorial Senior,1100505,656,16,2.4,1.1,3.6,1.2,4.3,2009-10
Granby - Granby Jr Sr High Sch,1110505,369,4,1.1,1.0,3.1,0.0,0.0,2009-10
Greater Fall River Regional Vocational Technical - Diman Reg Voc Tech High,8210605,"1,352",13,1.0,0.0,0.3,0.6,3.2,2009-10
Greater Lawrence Regional Vocational Technical - Gr Lawrence Reg Voc Tech,8230605,"1,195",28,2.3,0.3,2.2,3.7,3.7,2009-10
Greater Lowell Regional Vocational Technical - Gr Lowell Reg Voc Tech,8280605,"1,993",11,0.6,0.7,0.2,0.6,0.7,2009-10
Greater New Bedford Regional Vocational Technical - Gr New Bedford Voc Tech,8250605,"2,106",13,0.6,0.0,0.6,0.8,1.3,2009-10
Greenfield - Greenfield High,1140505,364,16,4.4,2.2,10.6,0.0,4.3,2009-10
Greenfield - Poet Seat,1140045,9,0,0.0,,,,,2009-10
Groton-Dunstable - Groton Dunstable Regional,6730505,847,2,0.2,0.0,0.5,0.0,0.5,2009-10
Hadley - Hopkins Academy,1170505,193,2,1.0,2.1,1.9,0.0,0.0,2009-10
Hamilton-Wenham - Hamilton-Wenham Reg High,6750505,697,2,0.3,0.0,0.5,0.0,0.6,2009-10
Hampden Charter School of Science (District) - Hampden Charter School of Science,4990305,39,1,2.6,2.6,,,,2009-10
Hampden-Wilbraham - Minnechaug Reg High,6800505,"1,238",10,0.8,0.9,0.6,1.0,0.7,2009-10
Hampshire - Hampshire Reg High,6830505,506,12,2.4,3.2,0.7,3.0,2.8,2009-10
Hanover - Hanover High,1220505,670,2,0.3,0.0,0.6,0.0,0.6,2009-10
Harvard - Bromfield,1250505,432,0,0.0,0.0,0.0,0.0,0.0,2009-10
Harwich - Harwich High,1260505,368,9,2.4,5.2,1.2,2.2,1.0,2009-10
Hatfield - Smith Academy,1270505,133,6,4.5,2.9,2.7,13.0,2.6,2009-10
Haverhill - Haverhill Alternative School,1280033,34,9,26.5,9.1,45.5,,0.0,2009-10
Haverhill - Haverhill High,1280505,"1,782",107,6.0,5.6,6.0,5.8,6.8,2009-10
Haverhill - TEACH,1280073,23,0,0.0,0.0,,,0.0,2009-10
Hingham - Hingham High,1310505,"1,096",1,0.1,0.0,0.0,0.0,0.4,2009-10
Holbrook - Holbrook Jr Sr High,1330505,217,7,3.2,0.0,2.2,5.0,5.3,2009-10
Holliston - Holliston High,1360505,876,2,0.2,0.0,0.0,0.0,1.0,2009-10
Holyoke - Center for Excellence,1370525,33,12,36.4,41.2,30.0,,,2009-10
Holyoke - Holyoke High,1370505,"1,278",70,5.5,6.5,7.2,5.1,1.9,2009-10
Holyoke - Wm J Dean Voc Tech High,1370605,652,92,14.1,14.2,17.7,12.0,11.0,2009-10
Hopedale - Hopedale Jr Sr High,1380505,344,8,2.3,1.1,1.2,3.7,3.4,2009-10
Hopkinton - Hopkinton High,1390505,"1,021",1,0.1,0.0,0.0,0.0,0.4,2009-10
Hudson - Hudson High,1410505,969,29,3.0,2.4,3.5,2.0,4.2,2009-10
Hull - Hull High,1420505,371,8,2.2,0.0,1.1,3.0,5.2,2009-10
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,135,4,3.0,6.0,2.2,0.0,,2009-10
Ipswich - Ipswich High,1440505,649,7,1.1,0.0,1.7,0.6,2.0,2009-10
King Philip - King Philip Reg High,6900505,"1,303",30,2.3,1.2,2.9,2.0,3.1,2009-10
Lawrence - Business Management & Finance High School,1490530,457,45,9.8,14.1,6.9,8.0,5.6,2009-10
Lawrence - Health & Human Services High School,1490531,493,35,7.1,5.7,9.5,7.7,6.3,2009-10
Lawrence - High School Learning Center,1490536,329,83,25.2,13.9,44.9,48.7,48.0,2009-10
Lawrence - Humanities & Leadership Development High Scho,1490532,508,27,5.3,5.0,5.9,7.7,2.7,2009-10
Lawrence - International High School,1490534,502,40,8.0,5.1,11.0,8.6,7.0,2009-10
Lawrence - Math Science & Technology High School,1490533,468,25,5.3,6.2,5.5,6.4,2.4,2009-10
Lawrence - Performing & Fine Arts High School,1490535,455,33,7.3,5.7,9.2,6.9,8.4,2009-10
Lawrence - School for Exceptional Studies,1490537,85,23,27.1,23.3,28.6,33.3,23.1,2009-10
Lee - Lee Middle/High School,1500505,339,11,3.2,1.2,1.1,3.3,8.1,2009-10
Leicester - Leicester High,1510505,528,5,0.9,0.7,0.7,1.6,0.8,2009-10
Lenox - Lenox Memorial High,1520505,269,2,0.7,0.0,0.0,0.0,2.6,2009-10
Leominster - Leominster Ctr Tech Educ,1530605,686,3,0.4,0.0,1.4,0.0,0.8,2009-10
Leominster - Leominster Senior High,1530505,"1,192",26,2.2,2.0,2.6,1.8,2.1,2009-10
Lexington - Lexington High,1550505,"1,955",12,0.6,0.4,0.0,0.4,1.8,2009-10
Lincoln-Sudbury - Lincoln-Sudbury Reg High,6950505,"1,613",3,0.2,0.0,0.0,0.0,0.8,2009-10
Littleton - Littleton High School,1580505,411,7,1.7,1.0,1.6,2.2,2.1,2009-10
Longmeadow - Longmeadow High,1590505,"1,025",7,0.7,0.0,0.4,0.8,1.6,2009-10
Lowell - Lowell High,1600505,"3,290",134,4.1,4.3,4.7,3.7,3.5,2009-10
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,4580505,121,40,33.1,44.4,48.0,22.2,30.3,2009-10
Ludlow - Ludlow Senior High,1610505,985,15,1.5,1.0,1.7,1.9,1.7,2009-10
Lunenburg - Lunenburg High,1620505,541,13,2.4,0.0,2.2,0.8,7.1,2009-10
Lynn - Classical High,1630505,"1,295",44,3.4,1.6,4.9,4.7,2.4,2009-10
Lynn - Fecteau-Leary Junior/Senior High School,1630525,105,22,21.0,26.8,23.1,13.3,12.5,2009-10
Lynn - Lynn English High,1630510,"1,728",83,4.8,7.1,6.5,2.6,2.3,2009-10
Lynn - Lynn Voc Tech Institute,1630605,882,63,7.1,3.9,9.0,7.2,8.1,2009-10
Lynnfield - Lynnfield High,1640505,662,5,0.8,2.9,0.0,0.0,0.0,2009-10
MATCH Charter Public School (District) - MATCH Charter Public High School,4690505,222,1,0.5,0.0,1.5,0.0,0.0,2009-10
Ma Academy for Math and Science - Ma Academy for Math and Science School,4680505,91,0,0.0,,,0.0,0.0,2009-10
Malden - Malden High,1650505,"1,699",83,4.9,6.2,3.0,5.4,4.8,2009-10
Manchester Essex Regional - Manchester Essex Regional High School,6980510,439,2,0.5,0.9,0.9,0.0,0.0,2009-10
Mansfield - Mansfield High,1670505,"1,497",18,1.2,0.8,1.0,1.6,1.4,2009-10
Marblehead - Marblehead High,1680505,943,7,0.7,0.0,0.8,0.0,2.1,2009-10
Marlborough - Marlborough High,1700505,"1,178",20,1.7,2.8,1.5,0.8,1.3,2009-10
Marshfield - Marshfield High,1710505,"1,384",21,1.5,0.6,1.6,1.5,2.4,2009-10
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,4660550,43,0,0.0,0.0,0.0,0.0,0.0,2009-10
Marthas Vineyard - Marthas Vineyard Reg High,7000505,698,8,1.1,1.5,1.2,0.6,1.2,2009-10
Masconomet - Masconomet Regional HS,7050505,"1,349",3,0.2,0.0,0.0,0.3,0.5,2009-10
Mashpee - Mashpee High,1720505,539,6,1.1,0.6,1.7,0.8,1.4,2009-10
Maynard - Maynard High,1740505,320,5,1.6,1.3,3.2,1.2,1.1,2009-10
Medfield - Medfield Senior High,1750505,921,1,0.1,0.4,0.0,0.0,0.0,2009-10
Medford - Curtis-Tufts,1760510,36,10,27.8,,50.0,20.0,11.1,2009-10
Medford - Medford High,1760505,"1,160",21,1.8,3.2,1.5,1.4,1.0,2009-10
Medford - Medford Voc Tech High,1760605,232,9,3.9,2.0,5.6,3.3,4.2,2009-10
Medway - Medway High,1770505,833,4,0.5,0.0,0.0,0.5,1.4,2009-10
Melrose - Melrose High,1780505,951,17,1.8,0.4,1.2,0.9,4.8,2009-10
Mendon-Upton - Nipmuc Regional High,7100510,768,4,0.5,0.0,1.0,0.5,0.6,2009-10
Methuen - Methuen High,1810505,"1,828",67,3.7,1.3,5.3,4.4,3.5,2009-10
Middleborough - Middleborough High,1820505,865,9,1.0,1.6,0.9,0.0,1.7,2009-10
Milford - Milford High,1850505,"1,124",33,2.9,0.4,3.9,2.9,4.6,2009-10
Millbury - Millbury Jr/Sr High,1860505,574,10,1.7,1.6,2.4,1.8,1.3,2009-10
Millis - Millis High School,1870505,349,7,2.0,0.0,1.1,1.1,5.8,2009-10
Milton - Milton High,1890505,"1,075",3,0.3,0.7,0.4,0.0,0.0,2009-10
Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,583,9,1.5,2.7,1.2,1.3,1.4,2009-10
Mohawk Trail - Mohawk Trail Reg High,7170505,360,13,3.6,2.1,3.2,6.0,3.5,2009-10
Monson - Monson High School,1910505,369,10,2.7,4.8,3.2,2.7,0.0,2009-10
Montachusett Regional Vocational Technical - Montachusett Reg Voc Tech,8320605,"1,355",11,0.8,0.0,0.0,0.6,3.0,2009-10
Mount Greylock - Mt Greylock Reg High,7150505,406,5,1.2,0.0,0.8,2.4,1.9,2009-10
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,292,5,1.7,4.9,1.1,0.0,0.0,2009-10
Nantucket - Nantucket High,1970505,380,5,1.3,1.0,0.0,1.1,3.6,2009-10
Narragansett - Narragansett Reg High,7200505,472,5,1.1,1.5,1.7,1.0,0.0,2009-10
Nashoba - Nashoba Regional,7250505,987,4,0.4,0.0,0.0,0.9,0.8,2009-10
Nashoba Valley Regional Vocational Technical - Nashoba Valley Tech H S,8520605,662,3,0.5,0.0,0.0,0.7,1.2,2009-10
Natick - Natick High,1980505,"1,274",9,0.7,0.0,0.3,1.6,0.9,2009-10
Nauset - Nauset Regional High,6600505,968,9,0.9,0.0,0.8,1.9,0.9,2009-10
Needham - Needham High,1990505,"1,431",8,0.6,0.3,0.0,0.6,1.4,2009-10
New Bedford - New Bedford High,2010505,"2,855",190,6.7,6.8,6.5,6.3,7.1,2009-10
New Bedford - West Side Jr-Sr Hs,2010510,49,30,61.2,28.6,66.7,,,2009-10
New Bedford - Whaling City JR./SR. High School,2010515,37,7,18.9,10.0,29.4,0.0,,2009-10
New Leadership Charter (District) - New Leadership Charter School,4710405,210,15,7.1,4.7,7.7,5.4,13.2,2009-10
Newburyport - Newburyport High,2040505,726,6,0.8,0.0,0.0,2.6,0.6,2009-10
Newton - Newton North High,2070505,"1,758",10,0.6,0.2,0.5,0.5,1.1,2009-10
Newton - Newton South High,2070510,"1,714",4,0.2,0.0,0.0,0.2,0.7,2009-10
Norfolk County Agricultural - Norfolk County Agr,9150705,470,0,0.0,0.0,0.0,0.0,0.0,2009-10
North Adams - Drury High,2090505,500,30,6.0,8.7,5.0,7.0,3.1,2009-10
North Andover - North Andover High,2110505,"1,277",2,0.2,0.0,0.3,0.3,0.0,2009-10
North Attleborough - North Attleboro High,2120505,"1,188",15,1.3,0.3,1.4,2.1,1.3,2009-10
North Brookfield - North Brookfield High,2150505,179,3,1.7,0.0,0.0,0.0,7.7,2009-10
North Central Charter Essential (District) - North Central Charter Essential School,4740505,238,13,5.5,1.5,6.3,8.9,5.7,2009-10
North Middlesex - North Middlesex Reg,7350505,"1,142",5,0.4,0.0,1.0,0.3,0.3,2009-10
North Reading - North Reading High,2170505,704,3,0.4,0.6,0.6,0.0,0.5,2009-10
North Shore Regional Vocational Technical - North Shore Reg Voc,8540605,451,1,0.2,0.8,0.0,0.0,0.0,2009-10
Northampton - Northampton High,2100505,899,14,1.6,1.2,1.9,2.7,0.5,2009-10
Northampton-Smith Vocational Agricultural - Smith Voc and Agr High,4060705,464,6,1.3,0.0,1.6,1.9,1.9,2009-10
Northboro-Southboro - Algonquin Reg High,7300505,"1,404",3,0.2,0.0,0.3,0.3,0.3,2009-10
Northbridge - Northbridge High,2140505,630,23,3.7,3.0,3.0,5.1,3.5,2009-10
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Reg Voc,8530605,"1,249",5,0.4,0.0,0.9,0.0,0.7,2009-10
Northern Berkshire Regional Vocational Technical - Charles McCann Voc Tech,8510605,500,3,0.6,0.8,0.8,0.8,0.0,2009-10
Norton - Norton High,2180505,742,27,3.6,4.8,3.0,3.9,2.9,2009-10
Norwell - Norwell High,2190505,654,0,0.0,0.0,0.0,0.0,0.0,2009-10
Norwood - Norwood High,2200505,"1,039",16,1.5,1.1,1.8,2.3,1.1,2009-10
Old Colony Regional Vocational Technical - Old Colony Reg Voc Tech,8550605,583,6,1.0,0.0,0.0,2.1,2.1,2009-10
Old Rochester - Old Rochester Reg High,7400505,700,5,0.7,0.6,0.0,0.5,1.8,2009-10
Oxford - Oxford High,2260505,548,32,5.8,0.0,8.5,3.1,11.5,2009-10
Palmer - Palmer High,2270505,470,23,4.9,4.0,7.1,5.9,2.6,2009-10
Pathfinder Regional Vocational Technical - Pathfinder Voc Tech,8600605,645,17,2.6,1.7,1.3,4.1,3.6,2009-10
Peabody - Peabody Veterans Memorial High,2290510,"1,837",58,3.2,0.0,4.5,4.9,3.2,2009-10
Pembroke - Pembroke High School,2310505,911,5,0.5,0.0,0.9,0.8,0.4,2009-10
Pentucket - Pentucket Reg Sr High,7450505,817,11,1.3,1.0,1.0,1.3,2.2,2009-10
