,School Name,School Code,Students,Students Disciplined,% In-School Suspension,% Out-of-School Suspension,% Expulsion,% Removed to Alternate Setting,% Emergency Removal,% Students with a School-Based Arrest,% Students with a Non-Arrest Law Enforcement Referral,district
238,Boston - Lyon K-8,350004,     144,11.0,2.1,6.3,0.0,0.0,0.0,,,not D4
239,Boston - Lyon Upper 9-12,350655,     132,16.0,3.0,10.6,0.0,0.0,0.0,,,not D4
240,Boston - Madison Park High,350537,     936,200.0,12.0,13.6,0.0,0.0,0.0,,,not D4
241,Boston - Manassah E Bradley,350215,     327,0.0,,,,,,,,not D4
242,Boston - Margarita Muniz Academy,350549,     313,22.0,1.9,5.8,0.0,0.0,0.0,,,not D4
243,Boston - Mario Umana Academy,350656,     909,48.0,1.9,4.6,0.0,0.0,0.0,,,not D4
244,Boston - Mather,350227,     650,3.0,,,,,,,,C11
245,Boston - Mattahunt,350226,     754,62.0,0.1,8.2,0.0,0.0,0.0,,,not D4
246,Boston - Maurice J Tobin,350229,     514,34.0,1.9,5.3,0.0,0.0,0.0,,,not D4
247,Boston - Michael J Perkins,350231,     263,9.0,0.0,3.4,0.0,0.0,0.0,,,not D4
248,Boston - Mildred Avenue K-8,350378,     478,16.0,0.0,3.3,0.0,0.0,0.0,,,B3
249,Boston - Mission Hill School,350382,     251,2.0,,,,,,,,E13
250,Boston - Mozart,350237,     191,2.0,,,,,,,,not D4
251,Boston - Nathan Hale,350243,     190,0.0,,,,,,,,not D4
252,Boston - New Mission High School,350542,     325,1.0,,,,,,,,not D4
253,Boston - O W Holmes,350138,     412,17.0,1.0,3.6,0.0,0.0,0.0,,,C11
254,Boston - O'Bryant School Math/Science,350575,"   1,436",19.0,0.6,0.7,0.0,0.0,0.0,,,not D4
255,Boston - Oliver Hazard Perry,350255,     255,8.0,2.7,1.2,0.0,0.0,0.0,,,not D4
256,Boston - Orchard Gardens,350257,     925,73.0,0.3,7.8,0.0,0.0,0.0,,,not D4
257,Boston - Patrick J Kennedy,350264,     314,0.0,,,,,,,,not D4
258,Boston - Paul A Dever,350268,     547,66.0,1.5,11.7,0.0,0.0,1.5,,,C11
259,Boston - Pauline Agassiz Shaw Elementary School,350014,     178,1.0,,,,,,,,not D4
260,Boston - Phineas Bates,350278,     312,5.0,,,,,,,,not D4
261,Boston - Quincy Upper School,350565,     511,15.0,0.2,2.7,0.0,0.0,0.0,,,not D4
262,Boston - Rafael Hernandez,350691,     418,0.0,,,,,,,,not D4
263,Boston - Richard J Murphy,350240,     958,42.0,0.4,4.3,0.0,0.0,0.0,,,not D4
264,Boston - Roger Clap,350298,     179,9.0,1.7,3.9,0.0,0.0,1.1,,,not D4
265,Boston - Samuel Adams,350302,     327,4.0,,,,,,,,not D4
266,Boston - Samuel W Mason,350304,     258,0.0,,,,,,,,not D4
267,Boston - Sarah Greenwood,350308,     461,67.0,1.5,14.1,0.0,0.0,0.0,,,not D4
268,Boston - Snowden International School at Copley,350690,     398,30.0,0.8,6.8,0.0,0.0,0.3,,,not D4
269,Boston - TechBoston Academy,350657,"   1,053",125.0,0.9,11.4,0.0,0.0,0.0,,,not D4
270,Boston - The English High,350535,     686,33.0,0.1,4.8,0.0,0.0,0.0,,,not D4
271,Boston - Thomas J Kenny,350328,     355,29.0,0.8,7.9,0.0,0.0,0.0,,,not D4
272,Boston - UP Academy Holland,350167,     822,92.0,6.7,9.0,0.0,0.0,0.0,,,not D4
273,Boston - Urban Science Academy,350579,     556,51.0,0.4,9.0,0.0,0.0,0.0,,,not D4
274,Boston - Warren-Prescott,350346,     568,7.0,0.0,1.2,0.0,0.0,0.0,,,not D4
275,Boston - Washington Irving Middle,350445,     423,100.0,3.5,22.5,0.0,0.0,1.7,,,not D4
276,Boston - West Roxbury Academy,350658,     631,53.0,0.2,8.2,0.0,0.0,0.2,,,not D4
277,Boston - William E Russell,350366,     438,0.0,,,,,,,,not D4
278,Boston - William Ellery Channing,350360,     345,0.0,,,,,,,,not D4
279,Boston - William H Ohrenberger,350258,     702,21.0,0.6,2.7,0.0,0.0,0.0,,,not D4
280,Boston - William McKinley,350363,     463,109.0,0.0,22.2,0.0,0.0,2.2,,,not D4
281,Boston - William Monroe Trotter,350370,     551,3.0,,,,,,,,not D4
282,Boston - Winship Elementary,350374,     300,0.0,,,,,,,,not D4
283,Boston - Young Achievers,350380,     587,55.0,0.5,9.0,0.0,0.0,0.2,,,not D4
284,Boston Collegiate Charter (District) - Boston Collegiate Charter School,4490305,     723,68.0,4.4,6.6,0.0,0.0,0.0,,,not D4
285,Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,4240505,     488,2.0,,,,,,,,not D4
286,Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,4110305,     484,74.0,0.0,15.3,0.0,0.0,0.0,,,not D4
287,Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,4160305,     424,94.0,13.4,14.6,0.0,0.0,0.0,,,not D4
288,Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,4810550,     971,61.0,3.9,4.3,0.0,0.0,0.0,,,not D4
308,Bridge Boston Charter School (District) - Bridge Boston Charter School,4170205,     232,23.0,6.5,3.4,0.0,0.0,3.9,,,not D4
343,Brooke Charter School East Boston (District) - Brooke Charter School East Boston,4570205,     506,42.0,0.6,7.7,0.0,0.0,0.4,,,not D4
774,KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,4630205,     459,73.0,0.0,15.9,0.0,0.0,0.0,,,B3
1607,UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston,4800405,     510,145.0,9.4,27.6,0.0,0.0,0.4,,,not D4
