,School Name,School Code,Students,Students Disciplined,% In-School Suspension,% Out-of-School Suspension,% Expulsion,% Removed to Alternate Setting,% Emergency Removal,% Students with a School-Based Arrest,% Students with a Non-Arrest Law Enforcement Referral,district
189,Boston - Curtis Guild,350062,     288,       0,,,,,,,,not D4
190,Boston - Dante Alighieri Montessori School,350066,      98,       0,,,,,,,,not D4
191,Boston - David A Ellis,350072,     461,       4,,,,,,,,not D4
192,Boston - Dearborn,350074,     450,      46,2.7,9.3,0.0,0.0,0.0,0.0,,not D4
193,Boston - Dennis C Haley,350077,     448,      22,2.2,3.6,0.0,0.0,0.0,0.0,,not D4
194,Boston - Donald Mckay,350080,     857,      26,2.2,1.5,0.0,0.0,0.1,0.0,,not D4
195,Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,350008,     220,       1,,,,,,,,B3
196,Boston - Dr. William Henderson Lower,350266,     225,       0,,,,,,,,C11
197,Boston - Dr. William Henderson Upper,350426,     675,      38,0.9,5.3,0.0,0.0,0.1,0.0,,not D4
198,Boston - ELC - West Zone,350006,     125,       0,,,,,,,,not D4
199,Boston - East Boston Early Childhood Center,350009,     207,       0,,,,,,,,not D4
200,Boston - East Boston High,350530,"   1,349",      27,0.0,2.0,0.0,0.0,0.0,0.0,,not D4
201,Boston - Edison K-8,350375,     713,      29,0.0,4.1,0.0,0.0,0.1,0.0,,not D4
202,Boston - Edward Everett,350088,     284,       1,,,,,,,,C11
203,Boston - Eliot Elementary,350096,     694,       2,,,,,,,,not D4
204,Boston - Ellis Mendell,350100,     283,       0,,,,,,,,not D4
205,Boston - Excel High School,350522,     603,      86,1.3,13.1,0.2,0.0,1.0,0.0,,not D4
206,Boston - Fenway High School,350540,     385,      25,1.3,5.5,0.0,0.0,0.0,0.0,,not D4
207,Boston - Franklin D Roosevelt,350116,     479,      14,0.6,2.7,0.0,0.0,0.0,0.0,,not D4
208,Boston - Gardner Pilot Academy,350326,     400,      11,2.3,1.0,0.0,0.0,0.0,0.0,,not D4
209,Boston - George H Conley,350122,     225,       1,,,,,,,,not D4
210,Boston - Greater Egleston Community High School,350543,     122,      12,2.5,8.2,0.0,0.0,0.0,0.0,,not D4
211,Boston - Harvard-Kent,350200,     453,       4,,,,,,,,not D4
212,Boston - Haynes Early Education Center,350010,     223,       0,,,,,,,,not D4
213,Boston - Henry Grew,350135,     262,       0,,,,,,,,not D4
214,Boston - Higginson,350015,     200,       0,,,,,,,,not D4
215,Boston - Higginson/Lewis K-8,350377,     284,      13,2.1,2.5,0.0,0.0,0.0,0.0,,not D4
216,Boston - Horace Mann School for the Deaf,350750,      92,       0,,,,,,,,not D4
217,Boston - Hugh Roe O'Donnell,350141,     297,       0,,,,,,,,not D4
218,Boston - Jackson Mann,350013,     674,      13,0.0,1.9,0.0,0.0,0.0,0.0,,not D4
219,Boston - James J Chittick,350154,     313,       0,,,,,,,,not D4
220,Boston - James Otis,350156,     428,       0,,,,,,,,not D4
221,Boston - James P Timilty Middle,350485,     365,      23,0.5,6.0,0.0,0.0,0.0,0.0,,not D4
222,Boston - James W Hennigan,350153,     671,      29,0.1,4.3,0.0,0.0,0.0,0.0,,not D4
223,Boston - Jeremiah E Burke High,350525,     496,       5,,,,,,,,not D4
224,Boston - John D Philbrick,350172,     176,       0,,,,,,,,not D4
225,Boston - John F Kennedy,350166,     430,       4,,,,,,,,E13
226,Boston - John W McCormack,350179,     417,      48,0.2,11.5,0.0,0.0,0.2,0.0,,not D4
227,Boston - John Winthrop,350180,     345,       2,,,,,,,,C11
228,Boston - Joseph J Hurley,350182,     376,       3,,,,,,,,not D4
229,Boston - Joseph Lee,350183,     715,      16,0.0,2.2,0.0,0.0,0.0,0.0,,C11
230,Boston - Joseph P Manning,350184,     154,       3,,,,,,,,E13
231,Boston - Joseph P Tynan,350181,     274,       3,,,,,,,,not D4
232,Boston - Josiah Quincy,350286,     828,       2,,,,,,,,not D4
233,Boston - Joyce Kilmer,350190,     469,       1,,,,,,,,not D4
234,Boston - King K-8,350376,     574,      23,0.0,4.0,0.0,0.0,0.0,0.0,,C11
235,Boston - Lee Academy,350001,     230,       3,,,,,,,,C11
236,Boston - Lilla G. Frederick Middle School,350383,     538,      81,4.8,13.0,0.0,0.0,0.7,0.0,,not D4
237,Boston - Lyndon,350262,     640,       1,,,,,,,,not D4
238,Boston - Lyon K-8,350004,     146,       2,,,,,,,,not D4
239,Boston - Lyon Upper 9-12,350655,     144,       7,0.0,4.9,0.0,0.0,0.0,0.0,,not D4
240,Boston - Madison Park High,350537,     961,     120,0.4,12.3,0.0,0.0,0.4,0.0,,not D4
241,Boston - Manassah E Bradley,350215,     280,       0,,,,,,,,not D4
242,Boston - Margarita Muniz Academy,350549,     328,      21,0.3,6.4,0.0,0.0,0.0,0.0,,not D4
243,Boston - Mario Umana Academy,350656,"   1,024",      62,3.3,4.1,0.0,0.0,0.0,0.0,,not D4
244,Boston - Mather,350227,     641,       0,,,,,,,,C11
245,Boston - Mattahunt Elementary School,350016,     439,       2,,,,,,,,B3
246,Boston - Maurice J Tobin,350229,     474,      10,0.6,1.9,0.0,0.0,0.0,0.0,,not D4
247,Boston - Michael J Perkins,350231,     213,       0,,,,,,,,not D4
248,Boston - Mildred Avenue K-8,350378,     683,       4,,,,,,,,B3
249,Boston - Mission Hill School,350382,     231,       6,1.7,1.3,0.0,0.0,0.0,0.0,,E13
250,Boston - Mozart,350237,     181,       0,,,,,,,,not D4
251,Boston - Nathan Hale,350243,     171,       0,,,,,,,,not D4
252,Boston - New Mission High School,350542,     472,      20,0.4,4.2,0.0,0.0,0.0,0.0,,not D4
253,Boston - O W Holmes,350138,     373,      16,0.5,4.3,0.0,0.0,0.0,0.0,,C11
254,Boston - O'Bryant School Math/Science,350575,"   1,541",      14,0.1,0.8,0.0,0.0,0.0,0.0,,not D4
255,Boston - Oliver Hazard Perry,350255,     266,       1,,,,,,,,not D4
256,Boston - Orchard Gardens,350257,"   1,004",      99,3.7,8.3,0.0,0.0,0.0,0.0,,not D4
257,Boston - Patrick J Kennedy,350264,     318,       3,,,,,,,,not D4
258,Boston - Paul A Dever,350268,     475,       4,,,,,,,,C11
259,Boston - Pauline Agassiz Shaw Elementary School,350014,     234,       0,,,,,,,,not D4
260,Boston - Phineas Bates,350278,     263,       1,,,,,,,,not D4
261,Boston - Quincy Upper School,350565,     555,      38,0.5,6.1,0.0,0.0,0.4,0.0,,not D4
262,Boston - Rafael Hernandez,350691,     428,       3,,,,,,,,not D4
263,Boston - Richard J Murphy,350240,     977,      23,0.5,2.0,0.0,0.0,0.0,0.0,,not D4
264,Boston - Roger Clap,350298,     142,       0,,,,,,,,not D4
265,Boston - Samuel Adams,350302,     286,       0,,,,,,,,not D4
266,Boston - Samuel W Mason,350304,     265,       0,,,,,,,,not D4
267,Boston - Sarah Greenwood,350308,     441,       7,0.0,1.6,0.0,0.0,0.0,0.0,,not D4
268,Boston - Snowden International School at Copley,350690,     514,      47,0.6,8.6,0.0,0.0,0.6,0.0,,not D4
269,Boston - TechBoston Academy,350657,"   1,017",     152,2.2,13.6,0.0,0.0,0.6,0.2,,not D4
270,Boston - The English High,350535,     648,      73,0.5,11.1,0.0,0.0,0.0,0.0,,not D4
271,Boston - Thomas J Kenny,350328,     328,       0,,,,,,,,not D4
272,Boston - UP Academy Holland,350167,     837,      30,3.0,1.4,0.0,0.0,0.0,0.0,,not D4
273,Boston - Urban Science Academy,350579,     355,      47,0.3,13.0,0.0,0.0,0.3,0.0,,not D4
274,Boston - Warren-Prescott,350346,     597,       1,,,,,,,,not D4
275,Boston - Washington Irving Middle,350445,     346,      61,2.0,17.1,0.0,0.0,0.3,0.0,,not D4
276,Boston - West Roxbury Academy,350658,     436,       8,0.0,1.8,0.0,0.0,0.0,0.0,,not D4
277,Boston - William E Russell,350366,     436,       0,,,,,,,,not D4
278,Boston - William Ellery Channing,350360,     229,       0,,,,,,,,not D4
279,Boston - William H Ohrenberger,350258,     696,      15,0.3,1.9,0.0,0.0,0.0,0.0,,not D4
280,Boston - William McKinley,350363,     430,      90,0.7,17.9,0.0,0.0,4.9,0.2,,not D4
281,Boston - William Monroe Trotter,350370,     540,      17,0.0,3.1,0.0,0.0,0.0,0.0,,not D4
282,Boston - Winship Elementary,350374,     220,       0,,,,,,,,not D4
283,Boston - Young Achievers,350380,     623,      44,0.0,7.1,0.0,0.0,0.0,0.0,,not D4
284,Boston Collegiate Charter (District) - Boston Collegiate Charter School,4490305,     712,      61,2.0,8.0,0.0,0.0,0.0,0.0,,not D4
285,Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,4240505,     549,      18,0.0,2.7,0.0,0.0,0.5,0.0,,not D4
286,Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,4110305,     490,      40,1.0,7.6,0.0,0.0,0.0,0.0,,not D4
287,Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,4160305,     541,     100,12.0,10.7,0.0,0.0,0.0,0.0,,not D4
288,Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,4810550,     966,      28,1.3,2.3,0.0,0.0,0.0,0.0,,not D4
308,Bridge Boston Charter School (District) - Bridge Boston Charter School,4170205,     346,      27,0.9,7.5,0.0,0.0,0.3,0.0,,not D4
770,KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,4630205,     612,      26,0.3,2.8,0.0,0.0,1.6,0.0,,B3
1602,UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston,4800405,     550,      60,0.7,10.7,0.0,0.0,0.4,0.0,,not D4
