,School Name,School Code,Students,Students Disciplined,% In-School Suspension,% Out-of-School Suspension,% Expulsion,% Removed to Alternate Setting,% Emergency Removal,% Students with a School-Based Arrest,% Students with a Non-Arrest Law Enforcement Referral,district
199,Boston - Ellison-Parks Early Education School,350008,     196,       0,,,,,,,,not D4
200,Boston - English High School,350535,     648,      51,0.5,7.6,0.0,0.0,0.0,0.0,0.0,not D4
201,Boston - Everett Elementary School,350088,     326,       0,,,,,,,,not D4
202,Boston - Excel High School,350522,     499,      71,0.0,14.2,0.0,0.0,0.6,0.0,0.0,not D4
203,Boston - Fenway High School,350540,     401,      29,0.2,7.2,0.0,0.0,0.0,0.0,0.0,not D4
204,Boston - Frederick Pilot Middle School,350383,     424,      25,1.9,5.0,0.0,0.0,0.0,0.0,0.0,not D4
205,Boston - Gardner Pilot Academy,350326,     402,      19,2.5,2.5,0.0,0.0,0.0,0.0,0.0,not D4
206,Boston - Greater Egleston High School,350543,     133,       1,,,,,,,,not D4
207,Boston - Greenwood Sarah K-8 School,350308,     401,       8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,not D4
208,Boston - Grew Elementary School,350135,     227,       1,,,,,,,,not D4
209,Boston - Guild Elementary School,350062,     277,       1,,,,,,,,not D4
210,Boston - Hale Elementary School,350243,     196,       6,0.0,3.1,0.0,0.0,0.0,0.0,0.0,not D4
211,Boston - Haley Pilot School,350077,     388,      15,2.6,2.1,0.0,0.0,0.3,0.0,0.0,not D4
212,Boston - Harvard-Kent Elementary School,350200,     382,       2,,,,,,,,not D4
213,Boston - Haynes Early Education Center,350010,     220,       0,,,,,,,,not D4
214,Boston - Henderson K-12 Inclusion School Lower,350266,     223,       0,,,,,,,,not D4
215,Boston - Henderson K-12 Inclusion School Upper,350426,     847,      87,0.9,10.2,0.1,0.0,0.9,0.1,0.0,not D4
216,Boston - Hennigan K-8 School,350153,     597,       8,0.5,1.0,0.0,0.0,0.0,0.0,0.0,not D4
217,Boston - Hernandez K-8 School,350691,     443,       3,,,,,,,,not D4
218,Boston - Higginson Inclusion K0-2 School,350015,     139,       0,,,,,,,,not D4
219,Boston - Higginson-Lewis K-8 School,350377,     223,       6,0.0,2.7,0.0,0.0,0.0,0.0,0.0,not D4
220,Boston - Holmes Elementary School,350138,     285,       1,,,,,,,,not D4
221,Boston - Horace Mann School for the Deaf Hard of Hearing,350750,      79,       1,,,,,,,,not D4
222,Boston - Hurley K-8 School,350182,     365,       3,,,,,,,,not D4
223,Boston - Irving Middle School,350445,     149,      14,5.4,6.7,0.0,0.0,0.0,0.0,0.0,not D4
224,Boston - Jackson-Mann K-8 School,350013,     385,       0,,,,,,,,not D4
225,Boston - Kennedy John F Elementary School,350166,     390,       5,,,,,,,,not D4
226,Boston - Kennedy Patrick J Elementary School,350264,     290,       1,,,,,,,,not D4
227,Boston - Kenny Elementary School,350328,     372,       0,,,,,,,,not D4
228,Boston - Kilmer K-8 School,350190,     449,       6,0.2,1.3,0.0,0.0,0.2,0.0,0.0,not D4
229,Boston - King K-8 School,350376,     642,      31,0.0,4.8,0.0,0.0,0.0,0.0,0.0,C11
230,Boston - Lee Academy,350001,     195,       0,,,,,,,,C11
231,Boston - Lee K-8 School,350183,     618,      60,0.0,9.7,0.0,0.0,0.0,0.0,0.0,not D4
232,Boston - Lyndon K-8 School,350262,     686,       8,0.1,1.2,0.0,0.0,0.0,0.0,0.0,not D4
233,Boston - Lyon High School,350655,     143,      23,0.0,16.1,0.0,0.0,0.0,0.0,0.0,not D4
234,Boston - Lyon K-8 School,350004,     147,      14,2.7,7.5,0.0,0.0,0.7,0.0,0.0,not D4
235,Boston - Madison Park Technical Vocational High School,350537,"   1,186",     124,0.2,10.4,0.0,0.0,0.3,0.2,0.1,not D4
236,Boston - Manning Elementary School,350184,     169,       1,,,,,,,,not D4
237,Boston - Margarita Muniz Academy,350549,     349,      26,0.3,7.4,0.0,0.0,0.0,0.0,0.0,not D4
238,Boston - Mario Umana Academy,350656,     756,      41,0.3,5.4,0.0,0.0,0.0,0.0,0.0,not D4
239,Boston - Mason Elementary School,350304,     223,       0,,,,,,,,not D4
240,Boston - Mather Elementary School,350227,     523,       5,,,,,,,,C11
241,Boston - Mattahunt Elementary School,350016,     507,       0,,,,,,,,B3
242,Boston - McKay K-8 School,350080,     746,       6,0.4,0.4,0.0,0.0,0.0,0.0,0.0,not D4
243,Boston - McKinley Schools,350363,     266,      39,0.0,14.3,0.0,0.0,1.5,0.0,0.4,not D4
244,Boston - Mendell Elementary School,350100,     296,       2,,,,,,,,not D4
245,Boston - Mildred Avenue K-8 School,350378,     726,       6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,B3
246,Boston - Mission Hill K-8 School,350382,     225,       5,,,,,,,,not D4
247,Boston - Mozart Elementary School,350237,     168,       1,,,,,,,,not D4
248,Boston - Murphy K-8 School,350240,     927,      30,0.4,3.0,0.0,0.0,0.0,0.0,0.0,not D4
249,Boston - New Mission High School,350542,     590,      40,1.4,5.9,0.0,0.0,0.0,0.0,0.0,not D4
250,Boston - O'Bryant School of Math & Science,350575,"   1,554",      31,0.4,1.6,0.0,0.0,0.1,0.0,0.0,not D4
251,Boston - O'Donnell Elementary School,350141,     316,       1,,,,,,,,not D4
252,Boston - Ohrenberger School,350258,     547,      23,1.5,3.1,0.0,0.0,0.0,0.0,0.0,not D4
253,Boston - Orchard Gardens K-8 School,350257,     821,      46,1.8,4.6,0.0,0.0,0.0,0.0,0.0,not D4
254,Boston - Otis Elementary School,350156,     431,       0,,,,,,,,not D4
255,Boston - Perkins Elementary School,350231,     202,       3,,,,,,,,not D4
256,Boston - Perry K-8 School,350255,     211,       0,,,,,,,,not D4
257,Boston - Philbrick Elementary School,350172,     113,       1,,,,,,,,not D4
258,Boston - Quincy Elementary School,350286,     760,       0,,,,,,,,not D4
259,Boston - Quincy Upper School,350565,     570,      10,0.2,1.2,0.0,0.0,0.5,0.0,0.0,not D4
260,Boston - Roosevelt K-8 School,350116,     440,      24,0.0,5.5,0.0,0.0,0.0,0.0,0.0,not D4
261,Boston - Russell Elementary School,350366,     409,       0,,,,,,,,not D4
262,Boston - Shaw Elementary School,350014,     179,       0,,,,,,,,not D4
263,Boston - Snowden International High School,350690,     509,      45,1.2,8.3,0.0,0.0,0.4,0.0,0.0,not D4
264,Boston - Sumner Elementary School,350052,     516,       2,,,,,,,,not D4
265,Boston - Taylor Elementary School,350054,     372,       0,,,,,,,,B3
266,Boston - TechBoston Academy,350657,     989,     134,1.8,12.7,0.0,0.0,0.7,0.0,0.0,not D4
267,Boston - Timilty Middle School,350485,     223,      56,0.4,25.1,0.0,0.0,0.0,0.0,0.0,not D4
268,Boston - Tobin K-8 School,350229,     459,      26,0.0,5.7,0.0,0.0,0.0,0.0,0.0,not D4
269,Boston - Trotter K-8 School,350370,     409,      24,0.5,5.9,0.0,0.0,0.0,0.0,0.0,not D4
270,Boston - Tynan Elementary School,350181,     246,       7,0.0,2.8,0.0,0.0,0.0,0.0,0.0,not D4
271,Boston - UP Academy Holland,350167,     728,       3,,,,,,,,not D4
272,Boston - Warren-Prescott K-8 School,350346,     541,       7,0.4,1.1,0.0,0.0,0.0,0.0,0.0,not D4
273,Boston - West Zone Early Learning Center,350006,     106,       0,,,,,,,,not D4
274,Boston - Winship Elementary School,350374,     295,       0,,,,,,,,not D4
275,Boston - Winthrop Elementary School,350180,     232,       1,,,,,,,,not D4
276,Boston - Young Achievers K-8 School,350380,     624,      40,0.3,6.1,0.0,0.0,0.5,0.0,0.0,not D4
277,Boston Collegiate Charter (District) - Boston Collegiate Charter School,4490305,     723,      70,2.5,7.7,0.0,0.1,1.0,0.0,0.0,not D4
278,Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,4240505,     458,      12,0.0,2.6,0.0,0.0,0.0,0.0,0.0,not D4
279,Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,4110305,     495,      60,0.2,10.7,0.0,0.0,2.8,0.0,0.0,not D4
280,Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,4160305,     702,     130,0.9,18.2,0.0,0.0,0.0,0.0,0.0,not D4
281,Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,4810550,     976,      33,1.2,2.5,0.0,0.0,0.0,0.0,0.0,not D4
300,Bridge Boston Charter School (District) - Bridge Boston Charter School,4170205,     343,       6,0.3,1.5,0.0,0.0,0.0,0.0,0.0,not D4
766,KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,4630205,     634,      16,0.3,2.2,0.0,0.0,0.2,0.0,0.0,B3
1596,UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston,4800405,     323,      38,0.6,11.8,0.0,0.0,2.2,0.0,0.0,not D4
