School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
Berkshire Hills - Monument Mt Regional High,6180505,528,2.0,0.4,0.0,0.0,0.0,1.6,2012-13
Berlin-Boylston - Tahanto Regional High,6200505,250,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Beverly - Beverly High,300505,"1,293",24.0,1.9,2.4,1.7,2.2,1.0,2012-13
Billerica - Billerica Memorial High School,310505,"1,406",25.0,1.8,1.2,2.1,1.7,2.1,2012-13
Blackstone Valley Regional Vocational Technical - Blackstone Valley,8050605,"1,153",2.0,0.2,0.0,0.7,0.0,0.0,2012-13
Blackstone-Millville - Blackstone Millville RHS,6220505,498,7.0,1.4,3.0,1.9,0.0,0.7,2012-13
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,8060605,816,3.0,0.4,0.5,0.0,0.0,1.0,2012-13
Boston - Another Course To College,350541,220,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Boston - Boston Adult Academy,350548,257,41.0,16.0,,,8.3,25.7,2012-13
Boston - Boston Arts Academy,350546,420,4.0,1.0,0.0,0.8,2.0,1.2,2012-13
Boston - Boston Community Leadership Academy,350558,492,9.0,1.8,0.6,3.1,3.0,0.9,2012-13
Boston - Boston International  High School,350507,359,14.0,3.9,3.6,8.0,1.3,2.9,2012-13
Boston - Boston Latin,350560,"1,583",3.0,0.2,0.2,0.3,0.0,0.3,2012-13
Boston - Boston Latin Academy,350545,"1,065",6.0,0.6,0.7,0.7,0.4,0.4,2012-13
Boston - Brighton High,350505,"1,092",93.0,8.5,11.8,6.7,7.8,7.8,2012-13
Boston - Carter Developmental Center,350036,11,1.0,9.1,,,,,2012-13
Boston - Charlestown High,350515,914,96.0,10.5,7.5,5.3,13.6,14.6,2012-13
Boston - Community Academy,350518,37,23.0,62.2,,,,,2012-13
Boston - Community Academy of Science and Health,350581,396,27.0,6.8,8.3,4.3,8.5,3.4,2012-13
Boston - Dorchester Academy,350651,380,50.0,13.2,6.7,17.6,15.2,14.0,2012-13
Boston - East Boston High,350530,"1,338",86.0,6.4,7.5,3.4,5.0,8.8,2012-13
Boston - Egleston Community High School,350543,190,41.0,21.6,9.1,16.3,20.5,25.8,2012-13
Boston - Excel High School,350522,629,41.0,6.5,6.7,6.7,8.8,3.5,2012-13
Boston - Fenway High School,350540,320,3.0,0.9,2.3,0.0,0.0,1.4,2012-13
Boston - Harbor School,350426,34,2.0,5.9,5.9,,,,2012-13
Boston - Horace Mann School for the Deaf,350750,38,8.0,21.1,,7.7,0.0,46.2,2012-13
Boston - Jeremiah E Burke High,350525,597,47.0,7.9,6.7,8.6,9.9,6.8,2012-13
Boston - Lyon Upper 9-12,350655,134,3.0,2.2,0.0,3.0,5.7,0.0,2012-13
Boston - Madison Park High,350537,"1,158",70.0,6.0,5.5,6.1,6.1,6.7,2012-13
Boston - Margarita Muniz Academy,350549,82,0.0,0.0,0.0,,,,2012-13
Boston - New Mission High School,350542,263,1.0,0.4,0.0,1.8,0.0,0.0,2012-13
Boston - O'Bryant School Math/Science,350575,"1,071",11.0,1.0,1.8,0.7,0.4,1.3,2012-13
Boston - Quincy Upper School,350565,217,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Boston - Snowden International School at Copley,350690,406,18.0,4.4,3.9,6.1,2.2,5.4,2012-13
Boston - TechBoston Academy,350657,564,3.0,0.5,1.8,0.0,0.0,0.0,2012-13
Boston - The English High,350535,602,102.0,16.9,21.2,17.9,11.4,16.9,2012-13
Boston - Urban Science Academy,350579,572,35.0,6.1,7.1,6.8,6.1,4.4,2012-13
Boston - West Roxbury Academy,350658,645,45.0,7.0,5.1,7.6,8.8,6.0,2012-13
Boston - William McKinley,350363,207,65.0,31.4,32.0,31.0,27.8,38.9,2012-13
Boston Collegiate Charter (District) - Boston Collegiate Charter School,4490305,222,1.0,0.5,0.0,0.0,2.7,0.0,2012-13
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,4240505,359,95.0,26.5,14.3,22.8,39.1,26.7,2012-13
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,4110305,308,14.0,4.5,1.2,5.1,3.4,8.0,2012-13
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,4160305,196,11.0,5.6,6.9,8.2,5.6,0.0,2012-13
Bourne - Bourne High School,360505,557,17.0,3.1,3.2,0.8,2.9,4.9,2012-13
Braintree - Braintree High,400505,"1,535",12.0,0.8,0.3,0.8,1.1,1.0,2012-13
Bridgewater-Raynham - Bridgewater-Raynham Regional,6250505,"1,522",16.0,1.1,0.3,0.5,1.7,1.5,2012-13
Bristol County Agricultural - Bristol County Agricultural High,9100705,451,1.0,0.2,0.0,0.0,0.0,0.9,2012-13
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,8100605,"1,275",5.0,0.4,0.0,0.6,0.3,0.7,2012-13
Brockton - B B Russell Alternative School,440080,55,16.0,29.1,58.3,23.8,12.5,,2012-13
Brockton - Brockton Champion High School,440515,217,29.0,13.4,6.1,16.7,17.2,5.0,2012-13
Brockton - Brockton High,440505,"4,044",61.0,1.5,1.5,2.1,0.9,1.6,2012-13
Brockton - Edison Academy,440520,162,62.0,38.3,50.0,34.8,43.4,21.4,2012-13
Brockton - Goddard Alternative School,440400,39,4.0,10.3,12.5,13.3,0.0,14.3,2012-13
Brookline - Brookline High,460505,"1,763",12.0,0.7,0.2,0.4,0.7,1.4,2012-13
Burlington - Burlington High,480505,"1,029",17.0,1.7,0.4,0.4,3.4,2.3,2012-13
Cambridge - Cambridge Rindge and Latin,490506,"1,678",26.0,1.5,1.1,0.7,1.7,2.8,2012-13
Canton - Canton High,500505,898,10.0,1.1,0.0,0.0,2.4,2.1,2012-13
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,8150605,653,10.0,1.5,0.0,0.6,1.3,4.2,2012-13
Carver - Carver Middle/High School,520405,476,15.0,3.2,2.5,4.4,3.4,2.4,2012-13
Central Berkshire - Wahconah Regional High,6350505,542,7.0,1.3,0.7,1.9,1.5,0.9,2012-13
Chelmsford - Chelmsford High,560505,"1,594",13.0,0.8,0.7,0.7,1.3,0.5,2012-13
Chelsea - Chelsea High,570505,"1,367",89.0,6.5,7.5,7.4,4.9,5.7,2012-13
Chicopee - Chicopee Academy,610021,82,24.0,29.3,27.9,47.1,15.4,22.2,2012-13
Chicopee - Chicopee Comprehensive High School,610510,"1,446",48.0,3.3,0.3,2.2,3.2,8.2,2012-13
Chicopee - Chicopee High,610505,"1,063",40.0,3.8,0.0,3.1,4.3,7.4,2012-13
City On A Hill Charter Public (District) - City On A Hill Charter Public School,4370505,292,5.0,1.7,3.7,1.3,0.0,0.0,2012-13
Clinton - Clinton Senior High,640505,454,2.0,0.4,0.0,0.9,1.0,0.0,2012-13
Codman Academy Charter Public (District) - Codman Academy Charter Public School,4380505,147,4.0,2.7,2.2,0.0,2.5,8.3,2012-13
Cohasset - Cohasset Middle/High School,650505,390,1.0,0.3,0.0,0.0,0.0,1.1,2012-13
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,4360305,206,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Concord-Carlisle - Concord Carlisle High,6400505,"1,217",5.0,0.4,0.0,0.0,0.0,1.6,2012-13
Danvers - Danvers High,710505,"1,031",13.0,1.3,0.4,0.3,0.4,4.0,2012-13
Dartmouth - Dartmouth High,720505,"1,112",12.0,1.1,0.4,1.4,1.7,0.8,2012-13
Dedham - Dedham High,730505,765,12.0,1.6,1.1,0.6,1.0,3.4,2012-13
Dennis-Yarmouth - Dennis-Yarmouth Regional High,6450505,761,27.0,3.5,0.5,5.0,5.7,3.0,2012-13
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,6500505,885,4.0,0.5,0.0,0.4,0.0,1.3,2012-13
Douglas - Douglas High School,770505,446,10.0,2.2,0.9,2.7,2.4,3.2,2012-13
Dover-Sherborn - Dover-Sherborn Regional High,6550505,646,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Dracut - Dracut Senior High,790505,"1,043",26.0,2.5,3.2,1.1,2.9,2.6,2012-13
Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,"1,065",10.0,0.9,1.1,0.0,1.5,1.2,2012-13
Duxbury - Duxbury High,820505,"1,035",12.0,1.2,0.3,0.7,1.8,2.0,2012-13
East Bridgewater - East Bridgewater High,830505,557,7.0,1.3,0.0,0.0,0.0,5.6,2012-13
East Longmeadow - East Longmeadow High,870505,880,3.0,0.3,0.0,0.0,0.5,0.9,2012-13
Easthampton - Easthampton High,860505,452,6.0,1.3,1.7,1.7,0.9,1.0,2012-13
Easton - Oliver Ames High,880505,"1,152",10.0,0.9,0.7,0.0,0.3,2.4,2012-13
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),4520505,275,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Essex Agricultural Technical - Essex Agricultural and Technical Institute,9130705,479,1.0,0.2,0.0,0.0,0.9,0.0,2012-13
Everett - Everett High,930505,"1,925",64.0,3.3,1.7,3.2,4.9,3.5,2012-13
Fairhaven - Fairhaven High,940505,668,12.0,1.8,2.1,2.1,1.6,1.2,2012-13
Fall River - B M C Durfee High,950505,"2,276",60.0,2.6,2.4,3.4,3.7,1.1,2012-13
Fall River - Resiliency Preparatory School,950325,195,65.0,33.3,26.5,45.0,30.0,26.8,2012-13
Falmouth - Falmouth High,960505,850,14.0,1.6,0.0,3.5,1.1,1.6,2012-13
Fitchburg - Fitchburg Alt. ED Program,970510,166,54.0,32.5,,60.0,45.1,11.9,2012-13
Fitchburg - Fitchburg High,970505,"1,090",35.0,3.2,2.1,5.9,2.4,2.5,2012-13
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,138,4.0,2.9,0.0,0.0,8.6,2.9,2012-13
Foxborough - Foxborough High,990505,844,6.0,0.7,0.0,0.9,0.5,1.4,2012-13
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,256,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Framingham - Framingham High School,1000515,"1,987",47.0,2.4,1.8,2.9,3.1,1.6,2012-13
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,251,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Franklin - Franklin High,1010505,"1,626",9.0,0.6,0.0,0.7,0.3,1.2,2012-13
Franklin County Regional Vocational Technical - Franklin County Technical,8180605,518,6.0,1.2,0.0,0.0,1.6,3.5,2012-13
Freetown-Lakeville - Apponequet Regional High,6650505,857,11.0,1.3,0.9,0.9,1.8,1.6,2012-13
Frontier - Frontier Regional,6700505,410,8.0,2.0,0.0,0.9,2.0,5.2,2012-13
Gardner - Gardner Academy for Learning and Technology,1030515,74,22.0,29.7,10.0,42.3,53.8,13.3,2012-13
Gardner - Gardner High,1030505,600,10.0,1.7,1.7,1.9,1.6,1.4,2012-13
Gateway - Gateway Regional High,6720505,305,6.0,2.0,0.0,4.7,2.9,0.0,2012-13
Georgetown - Georgetown High School,1050505,411,1.0,0.2,1.0,0.0,0.0,0.0,2012-13
Gill-Montague - Turners Fall High,6740505,281,6.0,2.1,0.0,2.7,5.2,1.1,2012-13
Global Learning Charter Public  (District) - Global Learning Charter Public School,4960305,129,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Gloucester - Gloucester High,1070505,976,13.0,1.3,0.8,1.2,1.2,2.2,2012-13
Grafton - Grafton High School,1100505,731,4.0,0.5,0.4,0.0,1.8,0.0,2012-13
Granby - Granby Jr Sr High School,1110505,339,1.0,0.3,0.0,1.2,0.0,0.0,2012-13
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,"1,386",10.0,0.7,0.3,0.8,0.6,1.3,2012-13
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,"1,308",18.0,1.4,0.3,0.9,1.0,3.8,2012-13
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,"2,076",14.0,0.7,0.4,0.4,0.9,1.0,2012-13
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,"2,146",12.0,0.6,0.2,0.4,1.1,0.6,2012-13
Greenfield - Greenfield High,1140505,364,12.0,3.3,0.9,1.1,7.8,3.9,2012-13
Greenfield - Massachusetts Virtual Academy at Greenfield,1140900,61,15.0,24.6,23.3,25.0,,,2012-13
Groton-Dunstable - Groton Dunstable Regional,6730505,879,2.0,0.2,0.0,0.0,0.5,0.4,2012-13
Hadley - Hopkins Academy,1170505,179,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,694,2.0,0.3,0.0,0.0,0.5,0.6,2012-13
Hampden Charter School of Science (District) - Hampden Charter School of Science,4990305,153,4.0,2.6,1.9,2.2,0.0,8.7,2012-13
Hampden-Wilbraham - Minnechaug Regional High,6800505,"1,250",7.0,0.6,0.0,1.2,0.7,0.3,2012-13
Hampshire - Hampshire Regional High,6830505,498,5.0,1.0,2.2,0.8,0.8,0.0,2012-13
Hanover - Hanover High,1220505,770,2.0,0.3,0.0,0.5,0.0,0.6,2012-13
Harvard - Bromfield,1250505,433,2.0,0.5,0.0,0.9,1.0,0.0,2012-13
Hatfield - Smith Academy,1270505,137,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Haverhill - Haverhill Alternative School,1280033,34,9.0,26.5,22.2,20.0,25.0,,2012-13
Haverhill - Haverhill High,1280505,"1,761",82.0,4.7,2.7,4.8,5.5,5.9,2012-13
Haverhill - TEACH,1280073,22,0.0,0.0,,0.0,,0.0,2012-13
Hingham - Hingham High,1310505,"1,121",4.0,0.4,0.0,0.3,1.1,0.0,2012-13
Holbrook - Holbrook Jr Sr High,1330505,271,3.0,1.1,0.0,0.0,2.9,1.6,2012-13
Holliston - Holliston High,1360505,821,1.0,0.1,0.5,0.0,0.0,0.0,2012-13
Holyoke - Center for Excellence,1370525,49,21.0,42.9,38.1,42.9,,28.6,2012-13
Holyoke - Holyoke High,1370505,"1,354",98.0,7.2,8.5,10.2,5.4,2.5,2012-13
Holyoke - Wm J Dean Vocational Technical High,1370605,517,53.0,10.3,14.6,9.4,9.8,5.7,2012-13
Hopedale - Hopedale Jr Sr High,1380505,343,1.0,0.3,0.0,0.0,1.2,0.0,2012-13
Hopkinton - Hopkinton High,1390505,"1,113",3.0,0.3,0.3,0.0,0.3,0.4,2012-13
Hudson - Hudson High,1410505,816,14.0,1.7,2.3,1.6,1.0,1.9,2012-13
Hull - Hull High,1420505,334,5.0,1.5,0.0,0.0,2.5,3.3,2012-13
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,254,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Ipswich - Ipswich High,1440505,612,4.0,0.7,0.0,0.6,1.2,0.6,2012-13
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,182,0.0,0.0,0.0,0.0,,,2012-13
King Philip - King Philip Regional High,6900505,"1,313",8.0,0.6,0.3,0.4,0.9,0.9,2012-13
Lawrence - Business Management & Finance High School,1490530,428,18.0,4.2,5.9,4.8,1.9,3.6,2012-13
Lawrence - Health & Human Services High School,1490531,526,9.0,1.7,3.5,2.6,0.0,0.0,2012-13
Lawrence - High School Learning Center,1490536,229,51.0,22.3,26.3,32.1,19.5,13.2,2012-13
Lawrence - Humanities & Leadership Development High School,1490532,515,9.0,1.7,2.0,0.8,3.3,0.8,2012-13
Lawrence - International High School,1490534,480,20.0,4.2,3.5,5.6,5.3,2.0,2012-13
Lawrence - Math Science & Technology High School,1490533,499,11.0,2.2,4.1,0.9,2.6,0.8,2012-13
Lawrence - Performing & Fine Arts High School,1490535,494,13.0,2.6,3.6,3.4,1.8,1.0,2012-13
Lawrence - Phoenix Academy Lawrence,1490540,128,39.0,30.5,31.1,32.4,27.8,,2012-13
Lawrence - School for Exceptional Studies,1490537,74,12.0,16.2,0.0,10.0,22.2,35.3,2012-13
Lee - Lee Middle/High School,1500505,280,5.0,1.8,0.0,0.0,3.8,2.5,2012-13
Leicester - Leicester High,1510505,469,6.0,1.3,2.4,0.9,1.7,0.0,2012-13
Lenox - Lenox Memorial High,1520505,253,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Leominster - Center For Technical Education Innovation,1530605,705,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Leominster - Leominster High School,1530505,"1,132",20.0,1.8,1.8,3.1,0.9,1.3,2012-13
Lexington - Lexington High,1550505,"1,991",7.0,0.4,0.4,0.2,0.2,0.6,2012-13
Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,"1,576",2.0,0.1,0.0,0.0,0.0,0.5,2012-13
Littleton - Littleton High School,1580505,397,7.0,1.8,0.0,0.0,2.1,5.4,2012-13
Longmeadow - Longmeadow High,1590505,971,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Lowell - Leblanc Therapeutic Day School,1600320,30,1.0,3.3,10.0,0.0,,,2012-13
Lowell - Lowell High,1600505,"3,082",88.0,2.9,2.7,3.6,2.2,3.0,2012-13
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,4580505,110,43.0,39.1,29.2,57.1,25.0,70.6,2012-13
Ludlow - Ludlow Senior High,1610505,953,19.0,2.0,1.3,1.3,2.7,2.6,2012-13
Lunenburg - Lunenburg High,1620505,456,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Lynn - Classical High,1630505,"1,526",51.0,3.3,4.1,4.1,2.9,2.0,2012-13
Lynn - Fecteau-Leary Junior/Senior High School,1630525,132,28.0,21.2,22.9,18.9,23.8,19.2,2012-13
Lynn - Lynn English High,1630510,"1,653",80.0,4.8,5.8,7.5,4.2,1.4,2012-13
Lynn - Lynn Vocational Technical Institute,1630605,648,30.0,4.6,2.4,3.2,3.0,10.5,2012-13
Lynnfield - Lynnfield High,1640505,623,1.0,0.2,0.6,0.0,0.0,0.0,2012-13
MATCH Charter Public School (District) - MATCH Charter Public School,4690505,233,3.0,1.3,3.8,0.0,0.0,0.0,2012-13
Ma Academy for Math and Science - Ma Academy for Math and Science School,4680505,95,0.0,0.0,,,0.0,0.0,2012-13
Malden - Malden High,1650505,"1,824",50.0,2.7,2.4,2.8,3.4,2.2,2012-13
Manchester Essex Regional - Manchester Essex Regional High School,6980510,480,3.0,0.6,0.8,0.0,0.0,1.8,2012-13
Mansfield - Mansfield High,1670505,"1,384",9.0,0.7,0.0,0.9,1.1,0.6,2012-13
Marblehead - Marblehead High,1680505,988,4.0,0.4,0.0,0.4,0.8,0.5,2012-13
Marlborough - Marlborough High,1700505,"1,112",18.0,1.6,1.2,2.3,2.0,1.0,2012-13
Marshfield - Marshfield High,1710505,"1,325",23.0,1.7,1.2,2.1,2.1,1.6,2012-13
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,4660550,39,1.0,2.6,0.0,0.0,16.7,0.0,2012-13
Marthas Vineyard - Marthas Vineyard Regional High,7000505,684,6.0,0.9,0.0,2.8,0.6,0.0,2012-13
Masconomet - Masconomet Regional High School,7050505,"1,349",3.0,0.2,0.0,0.6,0.0,0.3,2012-13
Mashpee - Mashpee High,1720505,439,13.0,3.0,0.9,2.7,3.9,4.4,2012-13
Maynard - Maynard High,1740505,290,5.0,1.7,0.0,0.0,2.4,4.8,2012-13
Medfield - Medfield Senior High,1750505,903,2.0,0.2,0.0,0.0,0.0,0.8,2012-13
Medford - Curtis-Tufts,1760510,15,2.0,13.3,,,,,2012-13
Medford - Medford High,1760505,"1,145",20.0,1.7,1.0,3.2,1.7,1.2,2012-13
Medford - Medford Vocational Technical High,1760605,210,3.0,1.4,0.0,2.4,2.0,2.0,2012-13
Medway - Medway High,1770505,803,4.0,0.5,0.0,0.5,0.5,0.9,2012-13
Melrose - Melrose High,1780505,940,5.0,0.5,0.4,0.0,0.9,0.9,2012-13
Mendon-Upton - Nipmuc Regional High,7100510,723,2.0,0.3,0.6,0.0,0.5,0.0,2012-13
Methuen - Methuen High,1810505,"1,798",54.0,3.0,1.5,3.5,2.5,4.5,2012-13
Middleborough - Middleborough High,1820505,845,14.0,1.7,1.8,2.4,1.0,1.4,2012-13
Milford - Milford High,1850505,"1,111",41.0,3.7,0.7,4.0,5.3,4.7,2012-13
Millbury - Millbury Junior/Senior High,1860505,489,8.0,1.6,0.9,0.7,2.5,2.7,2012-13
Millis - Millis High School,1870505,398,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Milton - Milton High,1890505,966,6.0,0.6,0.4,0.4,0.9,0.8,2012-13
Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,652,6.0,0.9,0.0,0.5,2.4,1.0,2012-13
Mohawk Trail - Mohawk Trail Regional High,7170505,331,9.0,2.7,1.2,2.2,2.9,4.7,2012-13
Monomoy Regional School District - Chatham High School,7120505,140,2.0,1.4,0.0,0.0,3.2,1.9,2012-13
Monomoy Regional School District - Harwich High School,7120510,315,3.0,1.0,1.1,1.5,1.5,0.0,2012-13
Monson - Monson Innovation High School,1910505,359,10.0,2.8,0.0,5.4,2.5,3.6,2012-13
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,8320605,"1,432",7.0,0.5,0.3,0.0,0.3,1.5,2012-13
Mount Greylock - Mt Greylock Regional High,7150505,383,3.0,0.8,1.1,0.0,0.9,1.2,2012-13
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,368,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
Nantucket - Nantucket High,1970505,421,6.0,1.4,0.0,1.9,2.0,2.5,2012-13
Narragansett - Narragansett Regional High,7200505,429,5.0,1.2,0.0,1.0,1.0,2.6,2012-13
Nashoba - Nashoba Regional,7250505,"1,005",1.0,0.1,0.0,0.4,0.0,0.0,2012-13
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,8520605,683,6.0,0.9,0.0,0.5,0.6,2.6,2012-13
Natick - Natick High,1980505,"1,365",7.0,0.5,0.0,0.0,0.6,1.6,2012-13
Nauset - Nauset Regional High,6600505,955,10.0,1.0,0.4,0.8,1.2,1.9,2012-13
Needham - Needham High,1990505,"1,553",1.0,0.1,0.0,0.0,0.0,0.3,2012-13
New Bedford - New Bedford High,2010505,"2,419",102.0,4.2,3.9,6.3,3.8,3.3,2012-13
New Bedford - Trinity Day Academy,2010510,45,10.0,22.2,8.3,25.0,20.0,36.4,2012-13
New Bedford - Whaling City Junior/Senior High School,2010515,83,30.0,36.1,30.8,28.6,66.7,30.8,2012-13
New Leadership Charter (District) - New Leadership Charter School,4710405,236,5.0,2.1,1.2,2.9,4.3,0.0,2012-13
Newburyport - Newburyport High,2040505,731,8.0,1.1,0.0,0.5,1.2,2.7,2012-13
Newton - Newton North High,2070505,"1,887",9.0,0.5,0.0,0.2,0.2,1.6,2012-13
Newton - Newton South High,2070510,"1,721",2.0,0.1,0.0,0.0,0.0,0.5,2012-13
Norfolk County Agricultural - Norfolk County Agricultural,9150705,485,0.0,0.0,0.0,0.0,0.0,0.0,2012-13
North Adams - Drury High,2090505,410,7.0,1.7,0.0,3.6,2.3,0.9,2012-13
North Andover - North Andover High,2110505,"1,365",6.0,0.4,0.0,0.3,0.3,1.3,2012-13
North Attleborough - North Attleboro High,2120505,"1,220",8.0,0.7,1.0,1.3,0.0,0.3,2012-13
North Brookfield - North Brookfield High,2150505,146,3.0,2.1,2.3,0.0,3.3,2.8,2012-13
North Central Charter Essential (District) - North Central Charter Essential School,4740505,234,4.0,1.7,4.3,1.6,0.0,0.0,2012-13
North Middlesex - North Middlesex Regional,7350505,999,9.0,0.9,0.0,1.6,0.8,1.1,2012-13
North Reading - North Reading High,2170505,728,10.0,1.4,0.0,0.0,2.1,3.6,2012-13
North Shore Regional Vocational Technical - North Shore Regional Vocational,8540605,475,1.0,0.2,0.0,0.0,0.0,0.8,2012-13
Northampton - Northampton High,2100505,905,10.0,1.1,0.4,0.4,1.3,2.3,2012-13
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,4060705,418,5.0,1.2,0.0,1.0,1.8,2.0,2012-13
Northboro-Southboro - Algonquin Regional High,7300505,"1,474",5.0,0.3,0.3,0.0,0.5,0.6,2012-13
Northbridge - Northbridge High,2140505,693,14.0,2.0,0.6,2.2,4.4,0.6,2012-13
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,8530605,"1,268",8.0,0.6,0.0,0.3,0.6,1.7,2012-13
