School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
Brockton - Brockton Champion High School,440515,138,13.0,9.4,4.8,17.1,8.8,7.4,2017-18
Brockton - Brockton High,440505,"4,107",87.0,2.1,1.6,2.9,1.9,2.1,2017-18
Brockton - Edison Academy,440520,196,89.0,45.4,,40.0,38.1,55.1,2017-18
Brockton - Frederick Douglass Academy,440080,28,7.0,25.0,23.5,12.5,,,2017-18
Brockton - Huntington Therapeutic Day School,440400,40,1.0,2.5,0.0,0.0,10.0,0.0,2017-18
Brooke Charter School (District) - Brooke Charter School,4280305,134,0.0,0.0,0.0,0.0,,,2017-18
Brookline - Brookline High,460505,"2,044",7.0,0.3,0.0,0.4,0.6,0.4,2017-18
Burlington - Burlington High,480505,961,4.0,0.4,0.4,0.8,0.4,0.0,2017-18
Cambridge - Cambridge Rindge and Latin,490506,"1,962",37.0,1.9,1.4,1.4,2.0,2.7,2017-18
Canton - Canton High,500505,981,2.0,0.2,0.0,0.0,0.4,0.4,2017-18
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,8150605,587,6.0,1.0,0.0,0.6,1.4,2.1,2017-18
Carver - Carver Middle/High School,520405,410,1.0,0.2,0.8,0.0,0.0,0.0,2017-18
Central Berkshire - Wahconah Regional High,6350505,534,1.0,0.2,0.0,0.0,0.0,0.9,2017-18
Chelmsford - Chelmsford High,560505,"1,479",4.0,0.3,0.0,0.3,0.3,0.5,2017-18
Chelsea - Chelsea High,570505,"1,537",102.0,6.6,6.8,7.5,8.7,3.0,2017-18
Chicopee - Chicopee Academy,610021,66,15.0,22.7,12.0,29.4,38.5,18.2,2017-18
Chicopee - Chicopee Comprehensive High School,610510,"1,347",33.0,2.4,0.0,1.2,2.8,6.0,2017-18
Chicopee - Chicopee High,610505,940,36.0,3.8,0.4,4.0,3.9,7.4,2017-18
City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street,4370505,283,3.0,1.1,0.8,0.0,3.8,0.0,2017-18
City on a Hill Charter Public School Dudley Square (District) - City on a Hill Charter Public School Dudley Square,35040505,272,6.0,2.2,3.4,1.4,1.6,2.0,2017-18
City on a Hill Charter Public School New Bedford (District) - City on a Hill Charter Public School New Bedford,35070505,236,10.0,4.2,3.7,6.5,4.8,0.0,2017-18
Clinton - Clinton Senior High,640505,438,4.0,0.9,0.8,1.8,0.0,0.9,2017-18
Codman Academy Charter Public (District) - Codman Academy Charter Public School,4380505,151,2.0,1.3,4.9,0.0,0.0,0.0,2017-18
Cohasset - Cohasset Middle/High School,650505,469,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,4360305,201,1.0,0.5,2.2,0.0,0.0,0.0,2017-18
Concord-Carlisle - Concord Carlisle High,6400505,"1,273",4.0,0.3,0.0,0.0,0.0,1.2,2017-18
Danvers - Danvers High,710505,938,8.0,0.9,0.0,0.0,2.0,1.3,2017-18
Dartmouth - Dartmouth High,720505,"1,072",7.0,0.7,0.4,1.4,0.4,0.4,2017-18
Dedham - Dedham High,730505,734,5.0,0.7,0.0,0.5,1.6,0.6,2017-18
Dennis-Yarmouth - Dennis-Yarmouth Regional High,6450505,799,18.0,2.3,0.5,1.6,3.3,3.3,2017-18
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,6500505,826,4.0,0.5,0.5,1.0,0.5,0.0,2017-18
Douglas - Douglas High School,770505,382,1.0,0.3,0.0,0.0,1.0,0.0,2017-18
Dover-Sherborn - Dover-Sherborn Regional High,6550505,665,1.0,0.2,0.0,0.0,0.7,0.0,2017-18
Dracut - Dracut Senior High,790505,836,7.0,0.8,0.0,0.9,1.9,0.5,2017-18
Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,"1,165",14.0,1.2,1.0,0.3,1.4,2.0,2017-18
Duxbury - Duxbury High,820505,"1,053",3.0,0.3,0.4,0.0,0.4,0.4,2017-18
East Bridgewater - East Bridgewater JR./SR. High School,830505,635,2.0,0.3,0.0,0.0,0.7,0.6,2017-18
East Longmeadow - East Longmeadow High,870505,834,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Easthampton - Easthampton High,860505,462,9.0,1.9,0.9,3.3,2.4,1.0,2017-18
Easton - Oliver Ames High,880505,"1,182",6.0,0.5,1.1,0.0,0.7,0.3,2017-18
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),4520505,380,2.0,0.5,0.0,1.9,0.0,0.0,2017-18
Essex North Shore Agricultural and Technical School District - Essex Technical High School,8170505,"1,382",2.0,0.1,0.3,0.0,0.0,0.3,2017-18
Everett - Devens School,930030,25,8.0,32.0,,,16.7,0.0,2017-18
Everett - Everett High,930505,"1,979",67.0,3.4,3.4,3.0,4.4,2.6,2017-18
Excel Academy Charter (District) - Excel Academy Charter School,4100205,443,2.0,0.5,0.0,0.6,1.0,,2017-18
Fairhaven - Fairhaven High,940505,652,8.0,1.2,1.5,1.2,0.7,1.4,2017-18
Fall River - B M C Durfee High,950505,"2,112",48.0,2.3,2.0,2.9,2.5,1.7,2017-18
Fall River - Fall River Gateway to College @ BCC,950515,1,,,,,,,2017-18
Fall River - Resiliency Preparatory Academy,950525,146,59.0,40.4,37.5,53.1,40.5,32.5,2017-18
Fall River - Stone PK-12 School,950340,5,,,,,,,2017-18
Falmouth - Falmouth High,960505,837,15.0,1.8,1.3,2.3,1.5,2.1,2017-18
Fitchburg - Fitchburg High,970505,"1,171",23.0,2.0,0.3,1.1,2.0,4.4,2017-18
Fitchburg - Goodrich Academy,970510,158,38.0,24.1,,26.9,24.0,19.7,2017-18
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,150,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Foxborough - Foxborough High,990505,799,5.0,0.6,0.0,0.0,0.5,2.1,2017-18
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,280,3.0,1.1,2.4,0.0,0.0,1.8,2017-18
Framingham - Framingham High School,1000515,"2,177",54.0,2.5,1.4,3.6,2.9,2.0,2017-18
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,254,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Franklin - Franklin High,1010505,"1,779",5.0,0.3,0.0,0.2,0.0,0.9,2017-18
Franklin County Regional Vocational Technical - Franklin County Technical,8180605,487,2.0,0.4,0.0,0.0,0.8,0.9,2017-18
Freetown-Lakeville - Apponequet Regional High,6650505,775,4.0,0.5,0.5,0.5,0.5,0.5,2017-18
Frontier - Frontier Regional,6700505,397,1.0,0.3,0.0,1.0,0.0,0.0,2017-18
Gardner - Gardner Academy for Learning and Technology,1030515,73,9.0,12.3,0.0,11.5,9.5,36.4,2017-18
Gardner - Gardner High,1030505,522,6.0,1.1,0.0,4.4,0.0,0.0,2017-18
Gateway - Gateway Regional High,6720505,212,7.0,3.3,1.5,3.4,6.4,2.6,2017-18
Georgetown - Georgetown High School,1050505,401,2.0,0.5,1.1,0.0,0.0,0.9,2017-18
Gill-Montague - Turners Fall High,6740505,218,1.0,0.5,0.0,1.8,0.0,0.0,2017-18
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,152,1.0,0.7,0.0,0.0,2.1,0.0,2017-18
Gloucester - Gloucester High,1070505,796,11.0,1.4,1.5,1.4,1.2,1.4,2017-18
Grafton - Grafton High School,1100505,822,7.0,0.9,0.5,0.9,0.4,1.6,2017-18
Granby - Granby Jr Sr High School,1110505,214,1.0,0.5,0.0,0.0,2.0,0.0,2017-18
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,"1,397",7.0,0.5,0.0,0.8,0.6,0.6,2017-18
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,"1,509",14.0,0.9,0.0,0.3,2.6,0.9,2017-18
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,"2,242",22.0,1.0,0.3,0.7,2.0,1.0,2017-18
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,"2,153",31.0,1.4,0.0,1.1,2.3,2.6,2017-18
Greenfield - Greenfield High,1140505,332,10.0,3.0,2.2,2.7,3.5,3.5,2017-18
Groton-Dunstable - Groton Dunstable Regional,6730505,785,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Hadley - Hopkins Academy,1170505,152,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,560,3.0,0.5,0.0,0.0,1.4,0.8,2017-18
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,4990305,210,1.0,0.5,1.3,0.0,0.0,0.0,2017-18
Hampden-Wilbraham - Minnechaug Regional High,6800505,"1,108",7.0,0.6,0.0,0.7,0.0,1.8,2017-18
Hampshire - Hampshire Regional High,6830505,416,4.0,1.0,0.0,0.8,0.0,2.9,2017-18
Hanover - Hanover High,1220505,798,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Harvard - Bromfield,1250505,402,1.0,0.2,0.0,1.1,0.0,0.0,2017-18
Hatfield - Smith Academy,1270505,110,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Haverhill - Haverhill Alternative School,1280033,31,5.0,16.1,0.0,16.7,33.3,10.0,2017-18
Haverhill - Haverhill High,1280505,"1,801",41.0,2.3,3.0,3.5,1.2,1.0,2017-18
Haverhill - TEACH,1280073,11,0.0,0.0,,,,,2017-18
Hingham - Hingham High,1310505,"1,252",1.0,0.1,0.0,0.0,0.0,0.3,2017-18
Holbrook - Holbrook Middle High School,1330505,270,7.0,2.6,3.0,0.0,1.7,5.6,2017-18
Holliston - Holliston High,1360505,794,3.0,0.4,0.5,0.0,0.5,0.5,2017-18
Holyoke - Holyoke High,1370505,"1,332",58.0,4.4,3.4,6.0,3.5,4.8,2017-18
Holyoke - Wm J Dean Vocational Technical High,1370605,183,16.0,8.7,,7.1,3.8,16.1,2017-18
Hopedale - Hopedale Jr Sr High,1380505,319,2.0,0.6,0.0,0.0,1.2,1.1,2017-18
Hopkinton - Hopkinton High,1390505,"1,153",0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Hudson - Hudson High,1410505,724,11.0,1.5,1.2,1.6,1.6,1.6,2017-18
Hull - Hull High,1420505,294,5.0,1.7,0.0,1.4,0.0,5.9,2017-18
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,402,2.0,0.5,0.0,0.0,1.0,1.1,2017-18
Ipswich - Ipswich High,1440505,510,2.0,0.4,0.0,0.7,0.8,0.0,2017-18
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,483,6.0,1.2,0.8,0.8,1.8,1.8,2017-18
King Philip - King Philip Regional High,6900505,"1,292",5.0,0.4,0.3,0.3,0.3,0.6,2017-18
Lawrence - High School Learning Center,1490536,187,32.0,17.1,35.7,29.6,14.6,12.4,2017-18
Lawrence - Lawrence High School,1490515,"3,265",130.0,4.0,4.5,5.1,3.9,2.1,2017-18
Lawrence - Phoenix Academy Lawrence,1490540,125,18.0,14.4,,4.8,3.3,10.5,2017-18
Lawrence - School for Exceptional Studies,1490537,61,4.0,6.6,4.0,0.0,12.5,16.7,2017-18
Lee - Lee Middle/High School,1500505,239,2.0,0.8,0.0,1.8,1.7,0.0,2017-18
Leicester - Leicester High,1510505,461,6.0,1.3,1.8,1.6,1.0,0.9,2017-18
Lenox - Lenox Memorial High,1520505,245,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Leominster - Center For Technical Education Innovation,1530605,717,3.0,0.4,0.0,0.7,0.7,0.7,2017-18
Leominster - Leominster Center for Excellence,1530515,50,6.0,12.0,14.3,18.2,11.8,0.0,2017-18
Leominster - Leominster High School,1530505,"1,056",10.0,0.9,1.1,0.4,1.8,0.6,2017-18
Lexington - Lexington High,1550505,"2,212",2.0,0.1,0.2,0.2,0.0,0.0,2017-18
Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,"1,524",2.0,0.1,0.2,0.0,0.0,0.3,2017-18
Littleton - Littleton High School,1580505,463,2.0,0.4,0.0,0.9,0.8,0.0,2017-18
Longmeadow - Longmeadow High,1590505,957,2.0,0.2,0.0,0.0,0.4,0.5,2017-18
Lowell - Leblanc Therapeutic Day School,1600320,36,7.0,19.4,16.7,20.0,21.4,16.7,2017-18
Lowell - Lowell High,1600505,"3,124",59.0,1.9,1.7,2.3,1.9,1.6,2017-18
Lowell - The Career Academy,1600515,111,22.0,19.8,14.3,19.0,36.4,15.0,2017-18
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,4580505,91,32.0,35.2,61.9,35.7,25.0,16.7,2017-18
Ludlow - Ludlow Senior High,1610505,889,16.0,1.8,2.0,1.4,1.8,2.0,2017-18
Lunenburg - Lunenburg High,1620505,442,3.0,0.7,0.8,0.0,0.0,2.1,2017-18
Lynn - Classical High,1630505,"1,660",65.0,3.9,5.6,4.7,3.8,1.3,2017-18
Lynn - Fecteau-Leary Junior/Senior High School,1630525,86,16.0,18.6,12.0,12.0,33.3,20.0,2017-18
Lynn - Lynn English High,1630510,"1,723",108.0,6.3,6.8,9.3,4.7,3.6,2017-18
Lynn - Lynn Vocational Technical Institute,1630605,949,10.0,1.1,0.4,1.5,1.0,1.3,2017-18
Lynnfield - Lynnfield High,1640505,648,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
MATCH Charter Public School (District) - MATCH Charter Public School,4690505,321,6.0,1.9,2.2,1.2,2.8,1.3,2017-18
Ma Academy for Math and Science - Ma Academy for Math and Science School,4680505,96,0.0,0.0,,,0.0,0.0,2017-18
Malden - Malden High,1650505,"1,810",62.0,3.4,3.4,4.2,3.1,3.1,2017-18
Manchester Essex Regional - Manchester Essex Regional High School,6980510,443,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Mansfield - Mansfield High,1670505,"1,307",1.0,0.1,0.0,0.0,0.0,0.3,2017-18
Marblehead - Marblehead High,1680505,"1,030",4.0,0.4,0.4,0.8,0.4,0.0,2017-18
Marlborough - Marlborough High,1700505,"1,102",26.0,2.4,1.2,1.5,3.5,3.0,2017-18
Marshfield - Marshfield High,1710505,"1,346",7.0,0.5,0.3,0.9,0.0,0.9,2017-18
Martha's Vineyard - Martha's Vineyard Regional High,7000505,634,13.0,2.1,1.2,1.8,2.6,2.8,2017-18
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,4660550,33,0.0,0.0,,0.0,0.0,0.0,2017-18
Masconomet - Masconomet Regional High School,7050505,"1,143",2.0,0.2,0.0,0.4,0.0,0.3,2017-18
Mashpee - Mashpee High,1720505,451,4.0,0.9,0.0,0.0,0.9,3.0,2017-18
Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District - Massachusetts Virtual Academy at Greenfield Commonwealth Virtual School,39010900,249,69.0,27.7,30.9,26.2,22.8,30.4,2017-18
Maynard - Maynard High,1740505,390,6.0,1.5,2.2,0.0,1.0,3.2,2017-18
Medfield - Medfield Senior High,1750505,828,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Medford - Curtis-Tufts,1760510,13,3.0,23.1,,,,16.7,2017-18
Medford - Medford High,1760505,"1,363",13.0,1.0,0.9,0.6,1.1,1.1,2017-18
Medway - Medway High,1770505,728,6.0,0.8,0.0,1.0,1.1,1.0,2017-18
Melrose - Melrose High,1780505,999,3.0,0.3,0.0,0.4,0.0,0.9,2017-18
Mendon-Upton - Nipmuc Regional High,7100510,626,2.0,0.3,0.0,0.0,0.6,0.7,2017-18
Methuen - Methuen High,1810505,"1,948",21.0,1.1,0.4,0.8,0.8,2.4,2017-18
Middleborough - Middleborough High,1820505,718,10.0,1.4,1.0,2.3,2.4,0.0,2017-18
Milford - Milford High,1850505,"1,143",26.0,2.3,0.7,2.4,2.5,3.5,2017-18
Millbury - Millbury Junior/Senior High,1860505,443,6.0,1.4,1.7,0.0,3.1,0.9,2017-18
Millis - Millis High School,1870505,393,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Milton - Milton High,1890505,"1,013",5.0,0.5,0.4,0.4,0.8,0.4,2017-18
Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,538,10.0,1.9,2.1,0.0,1.6,3.8,2017-18
Mohawk Trail - Mohawk Trail Regional High,7170505,248,8.0,3.2,1.6,1.9,2.9,6.3,2017-18
Monomoy Regional School District - Monomoy Regional High School,7120515,468,1.0,0.2,0.0,0.0,0.0,0.9,2017-18
Monson - Monson High School,1910505,258,1.0,0.4,1.6,0.0,0.0,0.0,2017-18
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,8320605,"1,424",1.0,0.1,0.0,0.0,0.3,0.0,2017-18
Mount Greylock - Mt Greylock Regional High,7150505,349,3.0,0.9,0.0,0.0,1.1,2.5,2017-18
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,365,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Nantucket - Nantucket High,1970505,531,11.0,2.1,0.8,0.0,5.1,2.4,2017-18
Narragansett - Narragansett Regional High,7200505,341,7.0,2.1,0.0,2.2,1.2,4.3,2017-18
Nashoba - Nashoba Regional,7250505,976,5.0,0.5,0.0,0.9,0.4,0.7,2017-18
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,8520605,697,4.0,0.6,0.0,0.0,1.1,1.2,2017-18
Natick - Natick High,1980505,"1,600",7.0,0.4,0.0,0.0,0.5,1.3,2017-18
Nauset - Nauset Regional High,6600505,907,7.0,0.8,0.0,0.5,0.4,2.3,2017-18
Needham - Needham High,1990505,"1,686",1.0,0.1,0.0,0.0,0.0,0.3,2017-18
Neighborhood House Charter (District) - Neighborhood House Charter School,4440205,47,1.0,2.1,2.1,,,,2017-18
New Bedford - New Bedford High,2010505,"1,962",28.0,1.4,1.4,1.7,0.8,2.0,2017-18
New Bedford - Trinity Day Academy,2010510,55,8.0,14.5,7.7,26.7,6.7,16.7,2017-18
New Bedford - Whaling City Junior/Senior High School,2010515,78,37.0,47.4,31.3,50.0,60.9,,2017-18
New Heights Charter School of Brockton (District) - New Heights Charter School of Brockton,35130305,99,4.0,4.0,4.0,,,,2017-18
Newburyport - Newburyport High,2040505,766,9.0,1.2,1.4,1.7,1.1,0.5,2017-18
Newton - Newton North High,2070505,"2,121",5.0,0.2,0.0,0.0,0.4,0.5,2017-18
Newton - Newton South High,2070510,"1,892",5.0,0.3,0.2,0.2,0.4,0.2,2017-18
Norfolk County Agricultural - Norfolk County Agricultural,9150705,550,1.0,0.2,0.0,0.8,0.0,0.0,2017-18
North Adams - Drury High,2090505,325,8.0,2.5,2.0,3.8,3.8,0.0,2017-18
North Andover - North Andover High,2110505,"1,490",2.0,0.1,0.0,0.0,0.5,0.0,2017-18
North Attleborough - North Attleboro High,2120505,"1,156",4.0,0.3,0.0,1.0,0.0,0.3,2017-18
North Brookfield - North Brookfield High,2150505,130,3.0,2.3,0.0,2.7,0.0,6.3,2017-18
