School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
North Adams - Drury High,2090505,330,29.0,8.8,7.2,11.5,8.5,8.0,2021-22
North Andover - North Andover High,2110505,"1,334",5.0,0.4,0.3,0.3,0.3,0.6,2021-22
North Attleborough - North Attleboro High,2120505,"1,136",7.0,0.6,0.6,0.3,0.8,0.7,2021-22
North Brookfield - North Brookfield High,2150505,102,11.0,10.8,0.0,6.5,5.6,24.2,2021-22
North Middlesex - North Middlesex Regional,7350505,779,10.0,1.3,0.5,0.5,0.6,3.4,2021-22
North Reading - North Reading High,2170505,638,1.0,0.2,0.0,0.8,0.0,0.0,2021-22
Northampton - Northampton High,2100505,900,8.0,0.9,0.4,1.0,1.6,0.5,2021-22
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,4060705,547,8.0,1.5,0.0,0.7,3.6,1.8,2021-22
Northboro-Southboro - Algonquin Regional High,7300505,"1,256",2.0,0.2,0.0,0.3,0.0,0.3,2021-22
Northbridge - Northbridge High,2140505,513,19.0,3.7,2.9,5.3,3.2,3.6,2021-22
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,8530605,"1,307",7.0,0.5,0.0,0.3,0.7,1.3,2021-22
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,8510605,523,5.0,1.0,0.6,0.0,0.8,2.8,2021-22
Norton - Norton High,2180505,674,8.0,1.2,0.6,1.1,2.3,0.6,2021-22
Norwell - Norwell High,2190505,631,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Norwood - Norwood High,2200505,983,4.0,0.4,0.0,1.3,0.4,0.0,2021-22
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,8550605,563,1.0,0.2,0.0,0.0,0.0,0.8,2021-22
Old Rochester - Old Rochester Regional High,7400505,673,2.0,0.3,0.0,0.7,0.0,0.5,2021-22
Oxford - Oxford High,2260505,395,13.0,3.3,0.0,4.9,3.1,5.6,2021-22
Palmer - Palmer High,2270505,274,6.0,2.2,0.0,4.8,1.6,2.9,2021-22
Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,8600605,629,7.0,1.1,1.2,0.0,2.8,0.7,2021-22
Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,35010505,243,4.0,1.6,0.0,2.8,1.4,1.6,2021-22
Peabody - Peabody Personalized Remote Education Program (Peabody P.R.E.P.),2290705,52,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Peabody - Peabody Veterans Memorial High,2290510,"1,442",38.0,2.6,0.9,2.5,2.2,5.0,2021-22
Pembroke - Pembroke High School,2310505,777,2.0,0.3,0.0,0.5,0.0,0.5,2021-22
Pentucket - Pentucket Regional Sr High,7450505,632,2.0,0.3,0.0,0.7,0.0,0.6,2021-22
Phoenix Academy Public Charter High School Lawrence (District) - Phoenix Academy Public Charter High School Lawrence,35180505,138,57.0,41.3,35.3,,24.3,37.9,2021-22
Phoenix Academy Public Charter High School Springfield (District) - Phoenix Academy Public Charter High School Springfield,35080505,175,112.0,64.0,36.1,,75.0,52.0,2021-22
Phoenix Charter Academy (District) - Phoenix Charter Academy,4930505,185,99.0,53.5,36.7,,42.9,31.3,2021-22
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,4940205,209,1.0,0.5,0.0,0.0,0.0,1.9,2021-22
Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,230,1.0,0.4,1.5,0.0,0.0,0.0,2021-22
Pioneer Valley - Pioneer Valley Regional,7500505,153,3.0,2.0,0.0,5.4,0.0,4.2,2021-22
Pioneer Valley Chinese Immersion Charter (District) - Pioneer Valley Chinese Immersion Charter School,4970205,133,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,4790505,258,3.0,1.2,4.2,0.0,0.0,0.0,2021-22
Pittsfield - Eagle Education Academy,2360525,16,4.0,25.0,14.3,,,,2021-22
Pittsfield - Pittsfield High,2360505,665,23.0,3.5,2.8,1.8,5.2,4.1,2021-22
Pittsfield - Pittsfield Public Virtual Academy,2360705,72,9.0,12.5,22.2,17.6,9.1,0.0,2021-22
Pittsfield - Taconic High,2360510,832,20.0,2.4,2.6,2.8,1.5,2.7,2021-22
Plymouth - Plymouth North High,2390505,"1,310",11.0,0.8,0.8,0.9,0.3,1.4,2021-22
Plymouth - Plymouth South High,2390515,"1,049",9.0,0.9,0.4,0.0,1.9,1.2,2021-22
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,4870550,311,1.0,0.3,0.0,1.2,0.0,0.0,2021-22
Quabbin - Quabbin Regional High School,7530505,611,13.0,2.1,1.6,1.4,3.1,2.5,2021-22
Quaboag Regional - Quaboag Regional High,7780505,341,12.0,3.5,0.0,5.6,4.1,4.2,2021-22
Quincy - North Quincy High,2430510,"1,384",10.0,0.7,0.6,1.4,0.6,0.3,2021-22
Quincy - Quincy High,2430505,"1,465",23.0,1.6,0.8,1.7,2.1,1.6,2021-22
Ralph C Mahar - Ralph C Mahar Regional,7550505,337,19.0,5.6,4.9,11.0,4.6,2.7,2021-22
Randolph - Randolph High,2440505,592,28.0,4.7,1.1,5.0,5.3,8.6,2021-22
Reading - Reading Memorial High,2460505,"1,135",9.0,0.8,0.0,0.3,1.0,1.7,2021-22
Revere - Revere High,2480505,"1,986",57.0,2.9,2.6,3.2,3.6,2.1,2021-22
Revere - Seacoast School,2480520,70,23.0,32.9,50.0,,32.0,11.5,2021-22
Rising Tide Charter Public (District) - Rising Tide Charter Public School,4830305,291,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Rockland - Rockland Senior High,2510505,543,8.0,1.5,1.4,0.8,3.1,0.7,2021-22
Rockport - Rockport High,2520510,231,2.0,0.9,0.0,0.0,1.6,1.7,2021-22
Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,4840505,680,14.0,2.1,2.1,3.3,1.5,0.8,2021-22
Salem - New Liberty Innovation School,2580510,54,15.0,27.8,16.7,8.3,41.2,31.6,2021-22
Salem - Salem High,2580505,798,11.0,1.4,0.4,2.6,2.6,0.0,2021-22
Salem - Salem Prep High School,2580515,16,3.0,18.8,,,,11.1,2021-22
Salem Academy Charter (District) - Salem Academy Charter School,4850485,280,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Sandwich - Sandwich High,2610505,608,7.0,1.2,2.1,1.4,1.2,0.0,2021-22
Saugus - Saugus High,2620505,688,18.0,2.6,2.9,2.3,2.3,3.0,2021-22
Scituate - Scituate High School,2640505,862,7.0,0.8,0.5,1.4,1.1,0.4,2021-22
Seekonk - Seekonk High,2650505,591,3.0,0.5,0.6,1.5,0.0,0.0,2021-22
Sharon - Sharon High,2660505,"1,139",0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,8710605,"1,317",4.0,0.3,0.0,0.3,0.7,0.3,2021-22
Shrewsbury - Shrewsbury High School,2710505,"1,834",12.0,0.7,0.4,0.7,1.1,0.4,2021-22
Silver Lake - Silver Lake Regional High,7600505,"1,052",2.0,0.2,0.0,0.0,0.4,0.4,2021-22
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,4740505,210,3.0,1.4,0.0,0.0,6.0,0.0,2021-22
Somerset Berkley Regional School District - Somerset Berkley Regional High School,7630505,989,9.0,0.9,0.4,0.4,0.8,2.0,2021-22
Somerville - Full Circle High School,2740510,52,7.0,13.5,0.0,7.7,26.7,16.7,2021-22
Somerville - Somerville High,2740505,"1,294",30.0,2.3,1.8,3.4,2.2,1.9,2021-22
South Hadley - South Hadley High,2780505,545,4.0,0.7,0.0,0.8,1.5,0.7,2021-22
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,8290605,850,18.0,2.1,0.0,2.7,2.5,3.6,2021-22
South Shore Charter Public (District) - South Shore Charter Public School,4880550,334,3.0,0.9,0.0,0.0,1.1,2.9,2021-22
South Shore Regional Vocational Technical - So Shore Vocational Technical High,8730605,655,10.0,1.5,0.6,0.6,1.9,3.2,2021-22
Southbridge - Southbridge Academy,2770525,29,6.0,20.7,27.3,22.2,,14.3,2021-22
Southbridge - Southbridge High School,2770515,443,28.0,6.3,2.7,9.0,5.1,10.7,2021-22
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,8720605,"1,550",9.0,0.6,0.0,1.0,0.8,0.6,2021-22
Southern Berkshire - Mt Everett Regional,7650505,180,1.0,0.6,0.0,0.0,0.0,2.0,2021-22
Southern Worcester County Regional Vocational School District - Bay Path Regional Vocational Technical High School,8760605,"1,173",3.0,0.3,0.3,0.0,0.4,0.4,2021-22
Southwick-Tolland-Granville Regional School District - Southwick Regional School,7660505,417,2.0,0.5,0.0,0.0,0.0,1.7,2021-22
Spencer-E Brookfield - David Prouty High,7670505,340,18.0,5.3,2.9,2.1,9.2,9.4,2021-22
Springfield - Conservatory of the Arts,2810475,175,2.0,1.1,0.0,0.0,2.4,2.7,2021-22
Springfield - Gateway to College at Holyoke Community College,2810575,33,2.0,6.1,,,0.0,7.1,2021-22
Springfield - Gateway to College at Springfield Technical Community College,2810580,27,0.0,0.0,,0.0,0.0,0.0,2021-22
Springfield - High School Of Commerce,2810510,"1,282",78.0,6.1,3.9,11.7,5.1,3.9,2021-22
Springfield - John J Duggan Middle,2810320,279,2.0,0.7,1.3,0.0,0.0,1.8,2021-22
Springfield - Liberty Preparatory Academy,2810560,8,,,,,,,2021-22
Springfield - Roger L. Putnam Vocational Technical Academy,2810620,"1,384",16.0,1.2,0.3,0.6,0.9,2.9,2021-22
Springfield - Springfield Central High,2810500,"2,082",24.0,1.2,0.8,0.4,0.8,2.9,2021-22
Springfield - Springfield High School,2810570,203,78.0,38.4,14.3,31.0,21.2,49.1,2021-22
Springfield - Springfield High School of Science and Technology,2810530,"1,099",21.0,1.9,2.4,2.7,1.9,0.4,2021-22
Springfield - Springfield International Academy at Sci-Tech,2810700,77,16.0,20.8,12.1,33.3,19.0,36.4,2021-22
Springfield - Springfield Public Day High School,2810550,65,15.0,23.1,33.3,6.7,31.3,10.0,2021-22
Springfield - The Springfield Renaissance School an Expeditionary Learning School,2810205,321,3.0,0.9,0.0,2.8,1.3,0.0,2021-22
Springfield - The Springfield Virtual School,2810705,154,7.0,4.5,0.0,8.3,2.3,8.7,2021-22
Springfield International Charter (District) - Springfield International Charter School,4410505,379,6.0,1.6,1.0,3.0,2.4,0.0,2021-22
Stoneham - Stoneham High,2840505,577,5.0,0.9,0.7,0.0,0.7,2.2,2021-22
Stoughton - Stoughton High,2850505,"1,043",22.0,2.1,0.6,2.5,2.3,3.6,2021-22
Sturgis Charter Public (District) - Sturgis Charter Public School,4890505,846,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Sutton - Sutton High School,2900510,359,1.0,0.3,0.0,0.0,0.0,1.1,2021-22
Swampscott - Swampscott High,2910505,648,3.0,0.5,0.0,0.0,1.3,0.5,2021-22
Swansea - Joseph Case High,2920505,541,7.0,1.3,0.7,0.0,3.6,1.6,2021-22
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,"1,392",213.0,15.3,12.9,20.4,15.9,11.9,2021-22
Tantasqua - Tantasqua Regional Sr High,7700505,677,9.0,1.3,1.2,0.6,2.4,1.2,2021-22
Tantasqua - Tantasqua Regional Vocational,7700605,521,3.0,0.6,0.0,2.2,0.0,0.0,2021-22
Taunton - Taunton Alternative High School,2930525,72,9.0,12.5,,,18.2,11.7,2021-22
Taunton - Taunton High,2930505,"2,049",55.0,2.7,2.1,3.6,3.3,1.7,2021-22
Tewksbury - Tewksbury Memorial High,2950505,798,6.0,0.8,0.6,1.0,0.5,0.9,2021-22
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,8780605,939,5.0,0.5,0.0,0.4,0.9,0.9,2021-22
Triton - Triton Regional High School,7730505,647,16.0,2.5,1.1,2.6,4.9,0.7,2021-22
Tyngsborough - Tyngsborough High School,3010505,425,3.0,0.7,0.0,0.0,0.9,1.6,2021-22
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,8790605,744,3.0,0.4,0.5,0.0,1.2,0.0,2021-22
Uxbridge - Gateway to College,3040515,32,8.0,25.0,,,37.5,21.7,2021-22
Uxbridge - Uxbridge High,3040505,435,5.0,1.1,2.5,0.0,1.9,0.0,2021-22
Wachusett - Wachusett Regional High,7750505,"1,946",18.0,0.9,0.4,0.6,1.0,1.7,2021-22
Wakefield - Wakefield Memorial High,3050505,846,6.0,0.7,0.5,1.6,1.0,0.0,2021-22
Walpole - Walpole High,3070505,"1,038",8.0,0.8,0.0,1.5,0.4,1.1,2021-22
Waltham - Waltham Sr High,3080505,"1,642",73.0,4.4,3.6,3.8,5.3,5.2,2021-22
Ware - Ware Junior/Senior High School,3090505,293,19.0,6.5,2.8,2.9,12.9,11.1,2021-22
Wareham - Wareham Cooperative Alternative School,3100315,38,21.0,55.3,,,,47.1,2021-22
Wareham - Wareham Senior High,3100505,405,4.0,1.0,0.8,1.0,0.0,2.3,2021-22
Watertown - Watertown High,3140505,700,19.0,2.7,1.0,2.3,5.4,2.7,2021-22
Wayland - Wayland High School,3150505,831,1.0,0.1,0.0,0.0,0.0,0.5,2021-22
Webster - Bartlett High School,3160505,395,31.0,7.8,5.5,8.1,8.8,9.8,2021-22
Wellesley - Wellesley Sr High,3170505,"1,395",2.0,0.1,0.0,0.0,0.0,0.6,2021-22
West Boylston - West Boylston Junior/Senior High,3220505,260,4.0,1.5,0.0,0.0,3.0,2.4,2021-22
West Bridgewater - West Bridgewater Junior/Senior,3230505,398,3.0,0.8,0.0,0.0,2.0,1.0,2021-22
West Springfield - West Springfield High,3320505,"1,167",25.0,2.1,2.5,1.0,1.8,3.2,2021-22
Westborough - Westborough High,3210505,"1,169",5.0,0.4,0.0,0.0,1.1,0.7,2021-22
Westfield - Westfield High,3250505,"1,090",26.0,2.4,0.4,3.0,1.9,4.0,2021-22
Westfield - Westfield Technical Academy,3250605,539,5.0,0.9,0.0,0.7,0.0,3.4,2021-22
Westford - Westford Academy,3260505,"1,564",5.0,0.3,0.0,0.5,0.2,0.5,2021-22
Weston - Weston High,3300505,638,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Westport - Westport Middle-High School,3310515,316,7.0,2.2,2.1,3.7,1.4,1.4,2021-22
Westwood - Westwood High,3350505,949,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Weymouth - Weymouth High School,3360505,"1,795",27.0,1.5,1.9,1.3,1.2,1.5,2021-22
Whitman-Hanson - Whitman Hanson Regional,7800505,"1,074",14.0,1.3,0.4,1.3,1.0,2.4,2021-22
Whittier Regional Vocational Technical - Whittier Regional Vocational,8850605,"1,282",8.0,0.6,0.3,1.2,0.0,1.0,2021-22
Wilmington - Wilmington High,3420505,694,8.0,1.2,0.0,1.2,1.6,1.5,2021-22
Winchendon - Murdock Academy for Success,3430405,26,20.0,76.9,,,,,2021-22
Winchendon - Murdock High School,3430515,265,10.0,3.8,3.5,4.8,3.9,3.0,2021-22
Winchester - Winchester High School,3440505,"1,349",5.0,0.4,0.9,0.0,0.3,0.3,2021-22
Winthrop - Winthrop High School,3460505,562,17.0,3.0,0.7,6.4,0.8,4.1,2021-22
Woburn - Woburn High,3470505,"1,215",18.0,1.5,0.3,1.8,1.5,2.4,2021-22
Worcester - Burncoat Senior High,3480503,"1,166",30.0,2.6,1.0,2.5,3.3,3.7,2021-22
Worcester - Claremont Academy,3480350,340,18.0,5.3,5.6,4.9,3.8,6.7,2021-22
Worcester - Doherty Memorial High,3480512,"1,320",24.0,1.8,0.3,1.9,2.9,2.3,2021-22
Worcester - North High,3480515,"1,287",38.0,3.0,2.2,5.0,2.4,2.3,2021-22
Worcester - South High Community,3480520,"1,509",37.0,2.5,2.4,3.3,2.2,1.7,2021-22
Worcester - University Pk Campus School,3480285,154,1.0,0.6,0.0,0.0,0.0,2.9,2021-22
Worcester - Worcester Technical High,3480605,"1,476",7.0,0.5,0.0,0.0,0.3,1.7,2021-22
