School Name,School Code,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,% Dropout Grade 09,% Dropout Grade 10,% Dropout Grade 11,% Dropout Grade 12,Year
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,243,7.0,2.9,2.8,3.0,0.0,6.8,2021-22
Bedford - Bedford High,230505,849,1.0,0.1,0.0,0.5,0.0,0.0,2021-22
Belchertown - Belchertown High,240505,649,10.0,1.5,1.3,0.6,2.2,2.0,2021-22
Bellingham - Bellingham High School,250505,559,10.0,1.8,0.7,0.6,4.0,2.3,2021-22
Bellingham - Keough Memorial Academy,250510,14,2.0,14.3,,,,,2021-22
Belmont - Belmont High,260505,"1,329",0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,4140305,170,5.0,2.9,0.0,4.8,5.3,2.4,2021-22
Berkshire Hills - Monument Mt Regional High,6180505,511,12.0,2.3,0.0,1.7,2.7,4.7,2021-22
Berlin-Boylston - Tahanto Regional High,6200505,283,1.0,0.4,0.0,1.2,0.0,0.0,2021-22
Beverly - Beverly High,300505,"1,290",12.0,0.9,0.6,0.3,0.9,1.7,2021-22
Billerica - Billerica Memorial High School,310505,"1,119",12.0,1.1,1.0,1.1,1.1,1.0,2021-22
Blackstone Valley Regional Vocational Technical - Blackstone Valley,8050605,"1,234",0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Blackstone-Millville - Blackstone Millville RHS,6220505,406,7.0,1.7,0.9,0.0,6.1,0.0,2021-22
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,8060605,917,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Boston - Another Course To College,350541,231,8.0,3.5,0.0,1.7,10.9,1.7,2021-22
Boston - Boston Adult Tech Academy,350548,118,43.0,36.4,,,20.0,38.0,2021-22
Boston - Boston Arts Academy,350546,490,7.0,1.4,0.0,0.0,3.2,2.5,2021-22
Boston - Boston Collaborative High School,350755,96,46.0,47.9,,,25.9,60.0,2021-22
Boston - Boston Community Leadership Academy,350558,483,9.0,1.9,0.0,3.9,1.7,1.7,2021-22
Boston - Boston International High School & Newcomers Academy,350507,421,33.0,7.8,5.0,15.8,4.8,6.3,2021-22
Boston - Boston Latin Academy,350545,"1,168",6.0,0.5,0.7,0.3,0.3,0.8,2021-22
Boston - Boston Latin School,350560,"1,632",4.0,0.2,0.2,0.2,0.2,0.3,2021-22
Boston - Brighton High School,350505,345,18.0,5.2,0.0,1.9,10.5,5.5,2021-22
Boston - Burke High School,350525,321,19.0,5.9,1.3,2.5,6.6,12.5,2021-22
Boston - Carter School,350036,12,0.0,0.0,,,,,2021-22
Boston - Charlestown High School,350515,658,52.0,7.9,0.0,3.3,12.3,10.0,2021-22
Boston - Community Academy,350518,34,11.0,32.4,,,33.3,30.8,2021-22
Boston - Community Academy of Science and Health,350581,314,19.0,6.1,3.9,3.9,3.6,13.0,2021-22
Boston - Dearborn 6-12 STEM Academy,350074,339,12.0,3.5,1.2,6.9,1.2,4.7,2021-22
Boston - East Boston High School,350530,989,14.0,1.4,0.4,2.2,2.0,1.1,2021-22
Boston - English High School,350535,510,12.0,2.4,0.9,3.2,2.7,2.6,2021-22
Boston - Excel High School,350522,436,27.0,6.2,2.0,5.7,8.5,8.1,2021-22
Boston - Fenway High School,350540,383,1.0,0.3,0.0,0.0,1.1,0.0,2021-22
Boston - Greater Egleston High School,350543,82,13.0,15.9,,,26.3,12.5,2021-22
Boston - Henderson K-12 Inclusion School Upper,350426,257,7.0,2.7,1.6,1.5,2.9,4.8,2021-22
Boston - Horace Mann School for the Deaf Hard of Hearing,350750,22,0.0,0.0,0.0,,,0.0,2021-22
Boston - Lyon High School,350655,129,3.0,2.3,3.4,2.9,3.3,0.0,2021-22
Boston - Madison Park Technical Vocational High School,350537,"1,132",28.0,2.5,0.9,1.7,3.0,5.1,2021-22
Boston - Margarita Muniz Academy,350549,323,11.0,3.4,0.0,1.3,4.9,7.2,2021-22
Boston - McKinley Schools,350363,120,13.0,10.8,3.2,8.8,16.1,16.7,2021-22
Boston - New Mission High School,350542,436,1.0,0.2,0.0,0.8,0.0,0.0,2021-22
Boston - O'Bryant School of Math & Science,350575,"1,253",1.0,0.1,0.0,0.0,0.3,0.0,2021-22
Boston - Quincy Upper School,350565,233,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Boston - Snowden International High School,350690,485,14.0,2.9,2.0,2.3,1.0,6.5,2021-22
Boston - TechBoston Academy,350657,569,15.0,2.6,0.0,4.5,4.0,1.6,2021-22
Boston Collegiate Charter (District) - Boston Collegiate Charter School,4490305,336,3.0,0.9,0.0,1.3,1.3,1.2,2021-22
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,4240505,348,130.0,37.4,24.0,42.9,,38.2,2021-22
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,4110305,319,8.0,2.5,3.3,3.8,0.0,2.7,2021-22
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,4160305,402,2.0,0.5,0.8,0.0,1.2,0.0,2021-22
Bourne - Bourne High School,360505,377,6.0,1.6,1.2,2.1,2.3,0.9,2021-22
Braintree - Braintree High,400505,"1,635",15.0,0.9,0.5,0.8,1.2,1.2,2021-22
Bridgewater-Raynham - Bridgewater-Raynham Regional,6250505,"1,355",5.0,0.4,0.5,0.3,0.0,0.6,2021-22
Bridgewater-Raynham - Therapeutic Day School,6250415,11,3.0,27.3,,,,,2021-22
Bristol County Agricultural - Bristol County Agricultural High,9100705,499,4.0,0.8,0.0,0.8,1.9,1.0,2021-22
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,8100605,"1,332",15.0,1.1,0.0,1.2,1.8,1.6,2021-22
Brockton - Brockton Champion High School,440515,84,18.0,21.4,13.3,29.4,13.3,31.8,2021-22
Brockton - Brockton High,440505,"3,902",100.0,2.6,1.9,3.0,2.9,2.8,2021-22
Brockton - Brockton Virtual Learning Academy,440705,134,1.0,0.7,2.1,0.0,0.0,0.0,2021-22
Brockton - Edison Academy,440520,203,101.0,49.8,42.4,57.1,47.6,50.8,2021-22
Brockton - Frederick Douglass Academy,440080,11,2.0,18.2,,,,,2021-22
Brockton - Huntington Therapeutic Day School,440400,33,2.0,6.1,0.0,10.0,0.0,10.0,2021-22
Brooke Charter School (District) - Brooke Charter School,4280305,462,6.0,1.3,0.0,1.5,1.9,3.2,2021-22
Brookline - Brookline High,460505,"2,063",7.0,0.3,0.0,0.0,0.6,0.8,2021-22
Burlington - Burlington High,480505,907,8.0,0.9,0.9,0.0,1.3,1.3,2021-22
Cambridge - Cambridge Rindge and Latin,490506,"1,845",17.0,0.9,0.8,0.2,0.9,1.7,2021-22
Canton - Canton High,500505,903,7.0,0.8,0.5,0.9,0.5,1.2,2021-22
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,8150605,654,8.0,1.2,0.0,1.2,0.0,4.4,2021-22
Carver - Carver Middle/High School,520405,366,5.0,1.4,0.0,1.9,3.3,0.0,2021-22
Central Berkshire - Wahconah Regional High,6350505,513,5.0,1.0,0.7,0.0,2.5,0.9,2021-22
Chelmsford - Chelmsford High,560505,"1,342",10.0,0.7,0.3,0.3,1.2,1.2,2021-22
Chelsea - Chelsea High,570505,"1,492",60.0,4.0,2.8,4.9,5.5,2.7,2021-22
Chelsea - Chelsea Opportunity Academy,570515,117,44.0,37.6,,58.3,77.3,24.7,2021-22
Chelsea - Chelsea Virtual Learning Academy,570705,1,,,,,,,2021-22
Chicopee - Chicopee Academy,610021,62,14.0,22.6,0.0,23.8,40.0,11.1,2021-22
Chicopee - Chicopee Comprehensive High School,610510,"1,153",21.0,1.8,0.0,0.3,1.8,6.1,2021-22
Chicopee - Chicopee High,610505,925,39.0,4.2,0.4,3.1,6.0,7.1,2021-22
City on a Hill Charter Public School (District) - City on a Hill Charter Public School,4370505,229,17.0,7.4,3.6,11.1,5.6,8.3,2021-22
Clinton - Clinton Senior High,640505,493,11.0,2.2,1.5,0.0,6.7,1.0,2021-22
Codman Academy Charter Public (District) - Codman Academy Charter Public School,4380505,145,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Cohasset - Cohasset High School,650505,424,1.0,0.2,0.0,0.0,0.9,0.0,2021-22
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,157,8.0,5.1,6.2,2.7,5.1,,2021-22
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,4360305,182,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Concord-Carlisle - Concord Carlisle High,6400505,"1,315",1.0,0.1,0.0,0.3,0.0,0.0,2021-22
Danvers - Danvers High,710505,799,8.0,1.0,0.5,0.5,1.5,1.5,2021-22
Dartmouth - Dartmouth High,720505,"1,032",16.0,1.6,0.4,1.5,2.0,2.2,2021-22
Dedham - Dedham High,730505,694,8.0,1.2,0.5,0.6,1.2,2.4,2021-22
Dennis-Yarmouth - Dennis-Yarmouth Regional High,6450505,675,10.0,1.5,0.5,2.7,2.7,0.6,2021-22
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,6500505,692,14.0,2.0,2.8,1.7,2.5,1.1,2021-22
Douglas - Douglas High School,770505,334,2.0,0.6,0.0,0.0,1.3,1.1,2021-22
Dover-Sherborn - Dover-Sherborn Regional High,6550505,657,1.0,0.2,0.0,0.0,0.0,0.6,2021-22
Dracut - Dracut Senior High,790505,868,14.0,1.6,2.2,2.4,0.0,1.7,2021-22
Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,924,15.0,1.6,1.6,2.7,0.9,1.3,2021-22
Duxbury - Duxbury High,820505,946,2.0,0.2,0.0,0.0,0.0,0.9,2021-22
East Bridgewater - East Bridgewater JR./SR. High School,830505,595,9.0,1.5,0.0,1.4,1.2,3.1,2021-22
East Longmeadow - East Longmeadow High,870505,813,1.0,0.1,0.0,0.5,0.0,0.0,2021-22
Easthampton - Easthampton High,860505,399,6.0,1.5,0.9,1.1,2.2,1.9,2021-22
Easton - Oliver Ames High,880505,"1,104",6.0,0.5,0.0,0.4,0.7,1.1,2021-22
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),4520505,395,3.0,0.8,1.9,1.0,0.0,0.0,2021-22
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,8170505,"1,654",5.0,0.3,0.0,0.5,0.5,0.3,2021-22
Everett - Devens School,930030,20,4.0,20.0,,12.5,,,2021-22
Everett - Everett High,930505,"2,091",75.0,3.6,2.3,4.6,4.0,3.5,2021-22
Excel Academy Charter (District) - Excel Academy Charter School,4100205,685,1.0,0.1,0.0,0.6,0.0,0.0,2021-22
Fairhaven - Fairhaven High,940505,631,20.0,3.2,3.0,4.8,1.8,3.3,2021-22
Fall River - B M C Durfee High,950505,"2,347",99.0,4.2,1.9,3.3,7.5,4.2,2021-22
Fall River - Resiliency Preparatory Academy,950525,87,62.0,71.3,17.6,67.4,,,2021-22
Fall River - Stone PK-12 School,950340,32,3.0,9.4,0.0,11.1,12.5,16.7,2021-22
Falmouth - Falmouth High,960505,798,15.0,1.9,1.4,2.0,3.3,0.6,2021-22
Fitchburg - Fitchburg High,970505,"1,267",18.0,1.4,0.7,0.6,1.4,3.2,2021-22
Fitchburg - Goodrich Academy,970510,147,22.0,15.0,,12.5,25.0,13.0,2021-22
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,144,2.0,1.4,0.0,3.3,0.0,2.6,2021-22
Foxborough - Foxborough High,990505,764,5.0,0.7,0.5,0.0,0.5,1.6,2021-22
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,388,1.0,0.3,0.8,0.0,0.0,0.0,2021-22
Framingham - Framingham High School,1000515,"2,422",112.0,4.6,4.8,6.1,5.8,1.5,2021-22
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,248,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Franklin - Franklin High,1010505,"1,658",8.0,0.5,0.3,1.0,0.5,0.2,2021-22
Franklin County Regional Vocational Technical - Franklin County Technical,8180605,583,14.0,2.4,0.0,1.3,3.0,6.6,2021-22
Freetown-Lakeville - Apponequet Regional High,6650505,718,1.0,0.1,0.0,0.0,0.0,0.7,2021-22
Freetown-Lakeville - Freetown-Lakeville Middle School,6650305,1,,,,,,,2021-22
Frontier - Frontier Regional,6700505,395,5.0,1.3,0.0,0.0,2.1,3.0,2021-22
Gardner - Gardner Academy for Learning and Technology,1030515,96,7.0,7.3,33.3,15.8,4.3,0.0,2021-22
Gardner - Gardner High,1030505,552,7.0,1.3,1.1,3.1,0.8,0.0,2021-22
Gateway - Gateway Regional High,6720505,172,6.0,3.5,7.5,3.9,2.4,0.0,2021-22
Georgetown - Georgetown High School,1050505,322,1.0,0.3,0.0,0.0,0.0,1.1,2021-22
Gill-Montague - Turners Fall High,6740505,177,8.0,4.5,0.0,1.8,8.1,10.5,2021-22
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,152,2.0,1.3,0.0,2.9,0.0,3.1,2021-22
Gloucester - Gloucester High,1070505,824,18.0,2.2,2.6,2.8,2.1,1.1,2021-22
Grafton - Grafton High School,1100505,905,6.0,0.7,0.0,0.5,1.7,0.4,2021-22
Granby - Granby Jr Sr High School,1110505,209,1.0,0.5,0.0,0.0,1.8,0.0,2021-22
Greater Commonwealth Virtual District - Greater Commonwealth Virtual School,39010900,467,59.0,12.6,17.7,12.1,11.3,9.4,2021-22
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,"1,420",5.0,0.4,0.3,0.3,0.3,0.6,2021-22
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,"1,655",10.0,0.6,0.0,0.0,0.0,2.6,2021-22
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,"2,282",16.0,0.7,0.0,0.5,1.2,1.1,2021-22
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,"2,110",14.0,0.7,0.2,0.4,1.2,1.0,2021-22
Greenfield - Greenfield High,1140505,383,20.0,5.2,2.8,5.4,9.2,4.7,2021-22
Groton-Dunstable - Groton Dunstable Regional,6730505,700,1.0,0.1,0.0,0.6,0.0,0.0,2021-22
Hadley - Hopkins Academy,1170505,164,5.0,3.0,0.0,4.3,0.0,8.6,2021-22
Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,492,9.0,1.8,0.0,0.8,4.0,2.3,2021-22
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,4990305,297,2.0,0.7,0.0,1.2,1.3,0.0,2021-22
Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,174,1.0,0.6,0.0,0.0,3.1,0.0,2021-22
Hampden-Wilbraham - Minnechaug Regional High,6800505,"1,017",8.0,0.8,0.0,0.4,1.3,1.4,2021-22
Hampshire - Hampshire Regional High,6830505,428,3.0,0.7,0.0,1.0,1.0,0.8,2021-22
Hanover - Hanover High,1220505,707,2.0,0.3,0.0,0.0,0.6,0.5,2021-22
Harvard - Bromfield,1250505,323,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Hatfield - Smith Academy,1270505,107,2.0,1.9,4.3,0.0,0.0,2.4,2021-22
Haverhill - Bartlett School and Assessment Center,1280073,4,,,,,,,2021-22
Haverhill - Crowell,1280515,19,6.0,31.6,,22.2,,,2021-22
Haverhill - Greenleaf Academy,1280033,19,7.0,36.8,,11.1,,,2021-22
Haverhill - Haverhill High,1280505,"1,901",46.0,2.4,0.8,3.3,2.2,4.1,2021-22
Hingham - Hingham High,1310505,"1,202",6.0,0.5,0.4,0.0,0.6,0.9,2021-22
Holbrook - Holbrook Middle High School,1330505,299,8.0,2.7,0.0,4.3,2.6,3.5,2021-22
Holliston - Holliston High,1360505,806,6.0,0.7,0.0,0.5,1.0,1.4,2021-22
Holyoke - Holyoke High,1370505,"1,508",51.0,3.4,0.3,2.0,4.2,6.7,2021-22
Hoosac Valley Regional - Hoosac Valley High School,6030505,237,10.0,4.2,1.7,11.5,0.0,4.2,2021-22
Hopedale - Hopedale Jr Sr High,1380505,294,3.0,1.0,0.0,0.0,3.0,1.2,2021-22
Hopkinton - Hopkinton High,1390505,"1,206",2.0,0.2,0.0,0.4,0.3,0.0,2021-22
Hudson - Hudson High,1410505,634,17.0,2.7,0.0,3.2,5.7,2.0,2021-22
Hull - Hull High,1420505,248,2.0,0.8,0.0,0.0,0.0,2.9,2021-22
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,376,5.0,1.3,0.0,0.0,3.4,2.5,2021-22
Ipswich - Ipswich High,1440505,523,3.0,0.6,0.8,0.0,0.8,0.7,2021-22
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,485,3.0,0.6,0.0,2.3,0.0,0.0,2021-22
King Philip - King Philip Regional High,6900505,"1,156",16.0,1.4,0.7,0.3,2.2,2.2,2021-22
Lawrence - High School Learning Center,1490536,208,10.0,4.8,,10.0,8.0,4.1,2021-22
Lawrence - Lawrence High School,1490515,"3,066",36.0,1.2,0.6,0.5,2.5,1.1,2021-22
Lawrence - RISE Academy,1490615,79,14.0,17.7,,15.8,24.0,16.7,2021-22
Lawrence - School for Exceptional Studies,1490537,40,7.0,17.5,7.7,22.2,12.5,30.0,2021-22
Lee - Lee Middle/High School,1500505,228,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Leicester - Leicester High,1510505,433,7.0,1.6,1.1,1.7,2.1,1.5,2021-22
Lenox - Lenox Memorial High,1520505,249,1.0,0.4,0.0,1.6,0.0,0.0,2021-22
Leominster - Center For Technical Education Innovation,1530605,732,3.0,0.4,0.0,0.0,2.0,0.0,2021-22
Leominster - Leominster Center for Excellence,1530515,47,3.0,6.4,0.0,7.1,10.0,11.1,2021-22
Leominster - Leominster High School,1530505,"1,081",13.0,1.2,0.6,0.7,1.7,1.6,2021-22
Lexington - Lexington High,1550505,"2,273",3.0,0.1,0.0,0.0,0.0,0.5,2021-22
Libertas Academy Charter School (District) - Libertas Academy Charter School,35140305,79,0.0,0.0,0.0,,,,2021-22
Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,"1,509",2.0,0.1,0.0,0.0,0.3,0.3,2021-22
Littleton - Littleton High School,1580505,447,4.0,0.9,0.8,1.7,0.0,1.0,2021-22
Longmeadow - Longmeadow High,1590505,911,4.0,0.4,0.0,0.0,1.4,0.4,2021-22
Lowell - Dr. Janice Adie Day School,1600605,8,0.0,0.0,,,,,2021-22
Lowell - Leblanc Therapeutic Day School,1600320,39,3.0,7.7,0.0,10.0,0.0,18.2,2021-22
Lowell - Lowell High,1600505,"3,033",143.0,4.7,2.7,6.3,6.5,4.0,2021-22
Lowell - The Career Academy,1600515,97,19.0,19.6,16.7,21.1,26.3,17.0,2021-22
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,4580505,74,16.0,21.6,33.3,23.1,27.3,4.3,2021-22
Ludlow - Ludlow Senior High,1610505,827,17.0,2.1,2.2,1.6,2.9,1.5,2021-22
Lunenburg - Lunenburg High,1620505,450,3.0,0.7,0.9,0.0,0.9,0.9,2021-22
Lynn - Classical High,1630505,"1,823",65.0,3.6,4.1,3.7,4.5,1.9,2021-22
Lynn - Fecteau-Leary Junior/Senior High School,1630525,68,13.0,19.1,37.5,14.3,25.9,5.3,2021-22
Lynn - Lynn English High,1630510,"2,165",136.0,6.3,4.3,4.1,12.0,6.1,2021-22
Lynn - Lynn Vocational Technical Institute,1630605,"1,086",6.0,0.6,0.0,0.0,1.1,1.1,2021-22
Lynnfield - Lynnfield High,1640505,564,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
MATCH Charter Public School (District) - MATCH Charter Public School,4690505,308,5.0,1.6,1.2,2.5,0.0,2.8,2021-22
Ma Academy for Math and Science - Ma Academy for Math and Science School,4680505,91,0.0,0.0,,,0.0,0.0,2021-22
Malden - Malden High,1650505,"1,738",52.0,3.0,1.4,3.4,3.7,3.5,2021-22
Manchester Essex Regional - Manchester Essex Regional High School,6980510,450,1.0,0.2,0.9,0.0,0.0,0.0,2021-22
Mansfield - Mansfield High,1670505,"1,095",1.0,0.1,0.0,0.4,0.0,0.0,2021-22
Map Academy Charter School (District) - Map Academy Charter School,35170505,223,19.0,8.5,19.6,1.9,10.6,3.5,2021-22
Marblehead - Marblehead High,1680505,926,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Marlborough - Marlborough High,1700505,"1,013",34.0,3.4,1.6,4.0,5.1,2.5,2021-22
Marshfield - Marshfield High,1710505,"1,242",6.0,0.5,0.3,0.4,0.6,0.6,2021-22
Martha's Vineyard - Martha's Vineyard Regional High,7000505,703,11.0,1.6,1.0,2.2,1.7,1.4,2021-22
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,4660550,33,4.0,12.1,,,25.0,13.3,2021-22
Masconomet - Masconomet Regional High School,7050505,"1,047",5.0,0.5,0.5,0.0,0.0,1.4,2021-22
Mashpee - Mashpee High,1720505,440,7.0,1.6,1.6,1.1,2.7,1.0,2021-22
Maynard - Maynard High,1740505,309,5.0,1.6,1.2,1.5,4.1,0.0,2021-22
Medfield - Medfield Senior High,1750505,749,1.0,0.1,0.0,0.5,0.0,0.0,2021-22
Medford - Curtis-Tufts,1760510,12,2.0,16.7,,,,28.6,2021-22
Medford - Medford High,1760505,"1,199",17.0,1.4,0.4,0.7,2.4,2.1,2021-22
Medway - Medway High,1770505,639,2.0,0.3,0.0,0.7,0.0,0.6,2021-22
Melrose - Melrose High,1780505,918,3.0,0.3,0.9,0.4,0.0,0.0,2021-22
Mendon-Upton - Nipmuc Regional High,7100510,631,6.0,1.0,0.6,1.3,2.1,0.0,2021-22
Methuen - Methuen High,1810505,"1,891",40.0,2.1,0.8,1.6,2.0,3.9,2021-22
Middleborough - Middleborough High,1820505,876,7.0,0.8,0.8,1.0,1.0,0.5,2021-22
Milford - Milford High,1850505,"1,278",55.0,4.3,4.8,2.9,3.5,6.1,2021-22
Millbury - Millbury Junior/Senior High,1860505,470,10.0,2.1,0.0,5.1,3.3,0.0,2021-22
Millis - Millis High School,1870505,328,3.0,0.9,1.1,1.1,0.0,1.3,2021-22
Milton - Milton High,1890505,"1,098",4.0,0.4,0.0,0.0,1.4,0.0,2021-22
Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,655,17.0,2.6,1.5,1.1,5.1,3.3,2021-22
Mohawk Trail - Mohawk Trail Regional School,7170505,141,4.0,2.8,0.0,2.7,4.2,5.4,2021-22
Monomoy Regional School District - Monomoy Regional High School,7120515,517,12.0,2.3,0.0,3.6,1.6,4.5,2021-22
Monson - Monson High School,1910505,181,3.0,1.7,5.6,0.0,0.0,1.6,2021-22
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,8320605,"1,413",8.0,0.6,0.0,0.0,0.6,1.8,2021-22
Mount Greylock - Mt Greylock Regional High,7150505,334,1.0,0.3,0.0,0.0,0.0,1.4,2021-22
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,337,0.0,0.0,0.0,0.0,0.0,0.0,2021-22
Nantucket - Nantucket High,1970505,550,9.0,1.6,2.0,1.6,2.0,0.8,2021-22
Narragansett - Narragansett Regional High,7200505,299,5.0,1.7,1.0,1.4,3.1,1.5,2021-22
Nashoba - Nashoba Regional,7250505,888,5.0,0.6,0.0,0.9,0.5,0.8,2021-22
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,8520605,736,4.0,0.5,0.5,0.0,0.0,1.7,2021-22
Natick - Natick High,1980505,"1,546",5.0,0.3,0.0,0.0,0.5,0.8,2021-22
Nauset - Nauset Regional High,6600505,829,9.0,1.1,0.0,1.1,1.0,2.3,2021-22
Needham - Needham High,1990505,"1,669",7.0,0.4,0.0,0.0,0.0,1.6,2021-22
Neighborhood House Charter (District) - Neighborhood House Charter School,4440205,281,5.0,1.8,1.1,0.0,4.3,2.2,2021-22
New Bedford - New Bedford High,2010505,"2,890",149.0,5.2,2.5,4.7,9.0,4.6,2021-22
New Bedford - Trinity Day Academy,2010510,48,8.0,16.7,0.0,18.2,33.3,15.4,2021-22
New Bedford - Whaling City Junior/Senior High School,2010515,61,16.0,26.2,,20.0,25.0,16.7,2021-22
New Heights Charter School of Brockton (District) - New Heights Charter School of Brockton,35130305,416,2.0,0.5,0.0,1.1,0.0,0.8,2021-22
Newburyport - Newburyport High,2040505,779,8.0,1.0,0.5,0.0,0.5,3.4,2021-22
Newton - Newton North High,2070505,"2,069",5.0,0.2,0.0,0.6,0.2,0.2,2021-22
Newton - Newton South High,2070510,"1,836",3.0,0.2,0.0,0.0,0.4,0.2,2021-22
Norfolk County Agricultural - Norfolk County Agricultural,9150705,588,2.0,0.3,0.0,0.0,0.7,0.7,2021-22
